screening,Q109,physical_contact1,physical_contact2,physical_contact3,physical_contact4,physical_contact5,physical_hygiene1,physical_hygiene2,physical_hygiene3,physical_hygiene4,physical_hygiene5,policy_support1,policy_support2,policy_support3,policy_support4,policy_support5,generosity1,generosity2,generosity3,generosity4,psych_wellbeing1,psych_wellbeing2,collective_narcis1,collective_narcis2,collective_narcis3,national_identity1,national_identity2,conspiracy_theories1,conspiracy_theories2,conspiracy_theories3,conspiracy_theories4,open-mindedness1,open-mindedness2,open-mindedness3,open-mindedness4,open-mindedness5,open-mindedness6,morality_as_cooperation1,morality_as_cooperation2,morality_as_cooperation3,morality_as_cooperation4,morality_as_cooperation5,morality_as_cooperation6,morality_as_cooperation7,trait_optimism1,trait_optimism2,social_belonging1,social_belonging2,social_belonging3,social_belonging4,trait_self-control1,trait_self-control2,trait_self-control3,trait_self-control4,self_esteem,Q108,narcissism1,narcissism2,narcissism3,narcissism4,narcissism5,narcissism6,moral_identity1,moral_identity2,moral_identity3,moral_identity4,moral_identity5,moral_identity6,moral_identity7,moral_identity8,moral_identity9,moral_identity10,risk_perception1,risk_perception2,political_ideology,moral_circle,moral_circle1,health,CRT1,CRT2,CRT3,CRT4,CRT5,CRT6,sex,Other (please specify),age,marital,children,employment,Other (please specify),ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,Q110
1,1,,,,,,80,80,90,60,60,,,,,,70,70,81,,,,3,5,5,10,7,10,8,8,8,5,10,10,10,0,5,,,,,,,,5,7,,,,,,,,,,,,,,,,,,,,,,,,,,,70,70,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,80,80,80,100,100,70,70,70,70,100,,,,,,,,,,7,5,,,,,4,9,8,9,1,3,8,8,9,8,,0,2,,,,,,,,,,,,,,,0,6,,0,,,,,,,,,,,,,,,16,9,,,,,,,,,,,,,,,,,,,,,
2,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,90,100,100,100,100,100,0,80,0,100,100,,,,,,,10,10,,,,6,6,4,2,3,3,3,3,8,8,,,,,,,,,,1,1,0,0,,,,,3,,9,8,10,0,0,7,7,4,3,5,4,3,7,5,5,5,90,90,,,10,,,,,,,,,,,,,,,,,,,,,,
1,1,70,70,70,70,90,60,60,100,60,100,0,0,0,0,60,50,100,,,80,80,9,7,9,10,10,,3,1,2,9,9,10,10,0,1,8,9,10,8,5,8,7,8,9,7,8,8,10,6,9,6,0,8,,,,0,,,1,10,10,5,,,8,0,8,7,9,40,40,5,,16,10,50,300,7,4,26,20,3,H,56,3,2,6,Self-employed,,,3,1,1,1,213,
1,1,,,,,,50,50,100,80,80,100,100,20,80,80,,100,,100,,,8,7,,,,8,,,6,,,,,,,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,,,,,,
1,1,90,10,90,90,100,80,80,100,70,90,80,60,40,80,80,99,99,,,70,70,,7,,10,8,2,2,2,2,3,8,9,8,1,8,6,6,4,4,3,0,1,8,8,6,6,7,7,7,8,4,4,7,,3,3,0,2,0,0,8,8,6,2,,7,2,2,2,7,60,60,,,4,7,125,100,74,4,25,15,2,,43,3,2,1,,,,2,1,1,1,213,
1,1,90,60,90,80,100,60,60,80,80,60,30,80,20,80,80,85,10,5,,40,40,5,8,2,8,4,1,1,1,1,6,8,8,8,1,3,9,7,6,5,4,6,0,6,4,3,8,4,6,7,4,7,8,4,,2,6,5,6,4,5,9,10,6,0,6,4,0,6,3,9,80,90,5,,3,4,50,3,4,2,1,20,2,,23,2,0,4,,,,8,1,1,2,213,
1,1,100,0,100,100,100,50,100,100,100,100,100,100,80,100,100,40,20,10,80,70,40,5,8,8,10,6,5,5,0,5,10,10,10,10,0,0,10,10,10,5,10,0,0,10,10,5,0,5,5,10,10,0,0,10,,0,5,0,5,0,0,10,10,10,0,10,10,0,10,10,10,30,70,6,,11,10,,,,,,,,,,,,,,,,,,,,,
1,1,100,100,100,100,100,100,100,100,60,100,0,100,100,80,20,50,70,0,,70,60,0,5,7,7,,3,3,3,3,0,10,10,8,0,8,2,7,9,9,0,9,10,3,5,7,10,10,9,7,8,7,0,8,,2,0,0,3,3,0,10,7,6,0,8,7,10,7,7,8,90,90,5,,16,7,50,300,7,4,26,20,2,,56,2,2,6,Self employed,,,5,2,1,1,213,
1,1,100,0,100,50,100,100,100,100,100,100,100,100,100,100,100,50,50,0,1000,100,100,10,10,10,10,10,10,10,10,10,10,10,10,10,0,0,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,10,,0,10,0,10,5,0,10,10,10,10,10,10,10,10,10,10,0,30,10,,1,10,99,3300,15,8,13,66,2,,43,3,2,1,,,,2,1,1,1,213,
1,1,80,,90,,100,80,80,80,60,100,70,60,70,100,90,90,10,,,30,40,6,7,5,10,6,8,,0,2,3,9,9,8,0,1,7,7,9,8,6,7,7,6,6,8,4,4,6,6,6,7,8,7,,9,9,3,8,6,7,8,8,4,1,3,4,1,7,4,10,30,40,6,,3,4,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,90,100,100,70,20,100,100,10,100,10,,100,,100,70,80,3,4,4,10,10,1,8,7,5,4,8,8,8,0,1,1,10,10,10,,10,10,10,10,10,10,10,10,10,10,10,1,10,,0,1,0,5,3,4,10,10,,1,10,10,1,10,6,1,50,70,4,,10,10,503,3,4,4,26,20,2,,61,1,2,5,,,,6,1,1,1,213,
1,1,70,0,90,100,100,90,90,100,70,60,100,100,100,100,100,1,100,1,100,90,90,5,5,5,10,10,0,0,0,0,0,8,9,10,0,0,7,7,6,7,5,5,8,10,9,10,5,8,9,5,10,5,1,6,,3,0,0,5,2,0,10,10,5,0,10,9,0,5,7,8,70,70,6,,16,8,50,900,,4,26,,2,,39,3,2,1,,,,4,1,1,1,213,
1,1,70,10,60,100,100,100,100,100,10,70,100,100,100,100,100,100,0,0,100,80,70,10,7,5,10,10,5,5,5,5,3,8,8,7,0,0,7,6,8,7,7,7,7,10,8,7,7,8,9,7,6,4,6,7,,5,6,0,6,3,0,10,10,6,0,5,5,1,6,6,10,50,70,5,,9,7,125,300,16,8,26,15,2,,35,3,1,1,,,,6,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,70,40,80,0,0,100,0,100,100,80,98,1,1,100,0,10,0,0,0,7,0,10,10,10,10,2,10,10,10,0,0,0,0,8,4,0,4,10,0,0,0,0,0,3,10,6,10,0,10,,1,2,0,0,0,0,6,4,1,0,2,4,10,0,0,0,100,100,4,,4,3,50,3,4,4,26,20,1,,65,1,0,3,,,,9,2,1,1,213,
1,1,40,60,20,70,100,60,70,30,30,30,80,60,30,80,20,75,25,0,,60,60,2,2,0,10,7,6,0,5,0,2,8,8,8,2,3,,3,7,8,8,3,2,8,8,6,7,4,3,7,8,6,4,6,,4,4,3,6,7,2,7,7,6,7,8,9,9,4,3,6,60,30,8,,16,7,25,900,7,4,25,15,1,,24,2,0,6,Employed full time and student,,,4,1,1,1,213,
1,1,100,0,,100,,100,80,100,90,90,100,90,100,100,100,40,60,,,60,30,,1,,10,10,8,6,6,0,1,10,10,9,0,0,7,10,8,10,10,10,10,6,9,0,10,10,10,3,7,10,8,7,,1,6,0,7,0,0,10,10,6,0,10,10,0,10,8,10,,80,,,14,6,50,300,,8,26,,2,,24,2,0,4,,,,5,1,1,1,213,
1,1,100,0,90,100,100,80,80,100,60,100,100,100,100,100,100,0,100,,,50,,,7,0,10,8,10,0,0,0,0,10,10,10,0,0,8,9,8,10,6,8,,6,4,7,9,7,9,6,6,2,6,,,0,7,0,10,1,9,10,10,1,0,6,9,0,7,9,9,80,80,0,,10,,50,300,7,4,27,15,2,,29,1,0,2,,,,6,1,1,2,213,
1,1,,,,,,,,,,,,,,,,50,50,50,100,,,,,,10,10,5,5,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
1,1,100,10,80,80,100,80,90,90,80,70,90,90,80,100,100,0,80,20,,60,70,5,6,4,9,9,1,1,1,1,2,9,9,9,0,2,5,8,6,6,3,6,7,6,8,9,9,8,10,5,7,8,2,8,,7,4,2,1,1,1,9,8,5,1,7,8,1,7,6,8,50,40,2,,11,6,503,3,4,41,1,15,2,,64,1,0,1,,,,2,1,1,1,213,
1,1,90,10,90,90,90,40,60,80,40,20,70,70,70,80,100,60,30,10,,60,60,5,5,5,10,9,0,1,2,2,4,10,9,9,1,4,4,6,4,6,6,6,7,7,8,6,4,3,4,7,3,6,9,6,,4,4,0,7,1,2,9,9,9,0,5,5,0,8,6,9,40,60,8,,5,5,50,300,256,4,26,20,2,,28,1,0,1,,,,5,1,1,1,213,
1,1,90,0,80,80,90,50,70,70,20,50,100,60,100,100,100,70,30,0,,70,80,6,7,2,10,,1,0,1,1,2,9,7,10,1,0,5,7,8,8,5,7,7,9,9,5,5,5,6,3,3,10,3,8,,8,0,0,0,0,0,10,9,5,0,,5,0,2,7,10,80,80,,,13,4,50,300,4,4,13,20,1,,21,1,0,6,Employed full time and a part time University Student,,,8,1,1,1,213,
1,1,90,0,90,100,100,50,50,50,50,90,100,100,100,100,100,52,55,11,,80,60,5,5,1,10,10,0,0,0,0,1,10,10,10,0,0,5,5,6,6,5,5,5,10,10,10,10,10,10,5,7,8,5,2,,5,5,0,0,1,0,10,10,9,7,7,7,0,5,5,5,10,10,4,,9,3,100,300,8,8,13,60,2,,40,3,1,1,,,,5,1,1,1,213,
1,1,100,0,80,100,100,100,100,70,80,70,50,50,50,80,80,,,,,,,8,7,8,10,5,0,0,0,0,,,,,,,3,4,7,4,5,4,,9,9,2,7,7,9,9,9,7,2,7,,2,5,1,7,3,2,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,,,
1,1,90,0,80,80,100,100,100,80,80,100,90,70,60,90,90,40,25,23,,40,40,,,,7,,0,0,0,0,0,10,10,10,0,1,5,6,10,10,,2,0,8,8,7,7,7,7,9,8,,1,,,,,,5,,,8,,,,8,8,9,0,,,20,60,,,14,,50,3,2,2,25,20,1,,37,2,0,6,Free Lance ,,,6,1,1,1,213,
1,1,0,50,100,0,100,50,70,100,80,90,100,100,100,100,100,60,25,15,40,70,70,5,5,5,5,5,5,5,2,5,3,10,10,10,0,2,5,5,5,5,5,5,10,8,9,9,8,9,8,7,6,5,7,7,,3,4,5,5,5,2,10,10,0,0,7,5,0,5,7,10,20,50,5,,14,6,50,300,4,4,1,18,2,,25,1,0,1,,,,3,1,1,1,213,
1,1,90,0,100,100,100,0,0,100,70,0,100,100,80,100,80,50,40,10,100,60,80,3,4,3,10,8,0,0,0,0,2,10,10,10,0,0,9,8,8,8,8,8,7,7,7,8,8,8,10,7,8,7,6,7,,3,6,1,6,4,1,9,9,5,0,8,8,1,7,7,10,70,90,7,,12,6,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,90,100,100,90,90,90,90,80,70,100,80,100,100,15,70,15,,70,70,5,5,3,9,8,1,1,1,1,4,8,9,10,0,1,8,7,8,8,5,7,9,8,9,8,7,9,9,8,8,8,3,6,,4,4,1,4,4,0,9,9,5,1,6,7,2,7,7,8,40,50,,,11,9,25,300,4,8,26,15,2,,29,1,0,6,Freelance,,,2,1,1,1,213,
1,1,70,0,40,90,100,90,90,80,70,90,70,100,100,100,100,,70,30,100,60,60,8,8,8,,10,5,4,5,,8,8,7,7,5,5,7,10,7,8,8,8,7,8,7,7,7,7,8,7,7,5,3,,,7,7,6,5,4,5,10,10,8,1,8,7,1,8,8,5,60,50,6,,1,7,50,,,,13,10,2,,66,1,1,5,,,,6,1,1,1,213,
1,1,100,0,100,100,100,50,80,100,100,70,100,100,100,100,100,90,10,,,80,80,10,10,10,10,10,0,0,0,0,7,10,10,10,0,0,10,10,7,9,7,10,10,10,10,10,6,6,9,2,6,10,10,8,,1,1,2,8,2,0,10,9,5,0,6,5,0,8,8,10,50,80,2,,14,9,50,300,4,8,26,30,2,,28,3,0,2,,,,3,1,1,1,213,
1,1,40,20,80,80,100,80,80,80,70,70,90,40,100,100,100,,70,36,,80,70,0,7,6,10,10,3,3,3,4,4,7,8,7,2,3,3,3,4,4,7,7,6,7,7,7,7,7,8,6,7,6,3,8,,10,8,1,8,7,3,8,8,3,2,8,7,9,9,7,6,20,40,,,1,7,50,900,4,8,13,20,1,,34,3,1,1,,,,6,1,1,1,213,
1,1,100,10,90,80,90,90,90,80,30,90,100,100,70,100,100,0,100,0,100,80,80,5,5,1,7,7,0,0,0,0,2,10,9,9,1,1,7,10,10,10,9,1,0,9,9,7,8,8,8,7,7,8,1,8,,1,5,1,6,3,1,10,9,8,1,8,7,1,7,7,8,80,80,5,,16,8,25,300,4,4,1,15,1,,68,1,2,5,,,,6,1,1,2,Two hundred and thirteen,
1,1,70,0,50,100,100,70,60,100,50,70,20,30,0,20,0,100,0,0,0,50,30,5,5,5,10,5,6,7,5,6,5,8,8,9,0,0,8,5,8,8,5,5,0,6,5,7,8,8,10,7,6,2,3,7,,3,5,4,5,3,0,10,10,5,0,5,7,0,9,7,10,100,100,5,,16,7,50,,4,,26,15,2,,32,3,2,6,Stay home mother,,,4,1,1,1,213,
1,1,90,20,90,90,90,70,80,100,70,90,80,90,90,90,70,0,65,35,,60,60,5,7,5,10,9,8,0,0,0,8,8,8,9,0,2,0,0,7,2,0,5,5,8,8,7,1,8,8,7,7,7,8,8,,4,4,0,3,3,2,8,8,7,0,7,6,0,6,7,8,50,60,5,,14,8,50,100,4,,,,2,,,2,0,4,,,,4,1,1,1,213,
1,1,100,10,80,80,90,80,90,50,20,70,90,100,,80,100,75,25,0,,50,70,0,,1,9,10,,2,1,,2,10,9,7,0,2,7,8,7,10,3,7,9,6,,3,,,4,7,7,4,7,,,9,,7,,6,7,10,10,,0,5,8,0,,,10,80,90,,,16,8,25,3,7,4,25,15,2,,35,3,4,6,"Employed, on extended maternity leave ",,,5,1,1,1,213,
1,1,100,20,100,100,100,90,100,90,90,100,100,90,50,80,70,65,35,0,,70,60,7,10,8,10,8,5,0,8,5,2,8,10,8,0,8,10,4,6,8,1,3,7,8,3,7,6,6,10,3,6,7,7,3,,6,4,0,5,3,0,8,6,5,2,6,6,0,8,9,6,80,100,3,,11,7,50,3000,4,4,25,15,2,,20,2,0,4,,,,4,1,1,1,213,
1,1,100,0,10,0,0,,100,90,,100,90,90,90,90,100,81,21,20,,70,70,1,5,,9,8,,,,,9,9,9,9,10,,,,,,,,,,9,,,,,,9,,2,,,9,,,,,,,,5,5,,,,,,,,,,,14,,,,,,,,2,,67,3,3,3,,,,6,1,1,2,,
1,1,,,,,,,,,,,,,,,,0,100,0,100,,,,8,5,10,8,,,,,0,10,10,10,0,0,,,,,,,,,,7,8,9,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,80,100,,,60,70,70,40,30,0,100,20,80,20,,,0,20,10,10,10,10,10,0,0,0,0,4,2,8,8,2,2,8,7,10,9,,,7,2,2,2,7,7,10,8,8,3,3,7,,8,8,7,,,6,8,8,,0,8,8,2,,,10,90,80,,,9,7,25,300,4,4,26,15,2,,43,1,0,1,,,,5,2,1,1,213,
1,1,100,0,100,100,100,70,90,100,100,80,60,80,0,90,50,90,10,0,10,60,50,0,5,1,10,8,0,0,0,0,2,10,10,9,0,1,9,9,10,7,5,5,9,10,8,7,8,9,10,8,6,7,6,8,,4,6,0,5,4,9,10,7,8,0,9,9,2,2,7,7,60,50,5,,4,8,50,300,3,2,26,20,2,,36,3,2,6,Free lance,,,4,1,1,1,Two hundred and thirteen,
1,1,,,,,,,,,,,90,90,30,100,100,,,,,70,70,,,,7,7,,,,,,,,,,,,,,,,,,8,8,,,,,8,8,3,3,,,5,,0,5,5,1,,,,,,,,,,,10,20,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,90,0,90,80,100,100,100,100,90,90,80,90,60,80,80,10,75,15,100,70,80,6,5,5,10,10,2,2,0,0,4,10,9,7,1,3,8,8,4,6,6,2,1,8,8,8,9,8,9,7,8,6,1,8,,2,6,1,0,5,0,10,8,5,0,6,5,0,4,7,9,10,40,5,,14,9,25,300,7,4,26,15,2,,36,3,1,6,Self employed,,,3,1,1,1,213,
1,1,90,10,70,90,100,70,80,90,60,40,80,80,60,100,80,25,75,,100,70,60,5,5,5,10,9,2,0,1,0,3,8,8,8,1,2,8,7,7,7,4,8,8,7,6,7,7,7,8,4,8,4,2,7,,7,6,3,7,3,5,9,8,5,1,5,5,1,3,4,8,50,60,7,,11,6,50,3,7,4,25,15,1,,34,3,1,1,,,,3,1,1,1,213,
1,1,100,0,100,100,100,,,,,100,100,100,,100,100,25,50,25,,70,80,1,10,,10,10,7,0,0,0,,10,10,10,0,0,10,,10,,7,7,0,10,10,,,,10,10,10,0,0,10,,0,,0,0,0,0,10,10,5,0,10,,,,0,,50,70,,,16,10,50,3,4,4,26,20,2,,56,3,1,6,Self employed,,,5,1,1,1,213,
1,1,100,0,80,100,100,80,80,80,60,100,100,100,60,100,100,82,47,,,10,80,0,,,10,10,10,8,10,,6,4,8,10,0,3,9,10,10,10,0,,2,8,9,8,6,4,,8,8,10,2,0,,10,8,0,10,10,2,10,10,,0,10,10,0,8,3,10,0,20,8,,16,8,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,70,70,100,100,100,0,20,0,30,80,50,40,10,,70,60,,,,8,8,8,7,7,7,0,10,10,10,0,0,,,7,8,,8,10,10,10,10,8,8,10,10,9,0,0,8,,2,,0,,,0,10,10,,0,7,7,10,8,8,10,80,100,,,15,9,50,3,7,2,25,15,1,,34,2,3,1,,,,5,1,1,1,213,
1,1,50,40,100,100,100,100,100,100,100,70,70,100,70,100,100,0,50,50,100,60,70,5,10,5,10,6,0,0,0,0,7,10,10,10,5,0,5,10,10,10,10,10,5,10,7,10,10,10,10,5,10,8,6,7,,5,10,5,10,6,0,10,10,10,0,7,7,0,7,10,10,70,70,7,,1,5,50,900,4,8,25,25,2,,23,2,0,2,,,,3,1,1,1,213,
1,1,100,0,100,100,100,100,100,0,10,100,90,90,100,90,100,0,100,0,,10,20,5,5,5,10,5,0,0,0,0,5,10,10,10,0,0,0,0,0,0,0,0,0,5,5,2,5,5,10,8,10,5,0,2,,0,5,0,3,0,0,10,10,0,0,10,10,0,6,6,10,10,80,5,,5,3,50,300,16,,,,2,,35,1,0,1,,,,6,1,1,1,213,
1,1,100,0,0,0,0,50,40,100,,,,,,,,100,100,,,100,70,0,6,,10,10,0,0,0,0,0,10,10,10,0,6,5,10,10,10,10,10,,10,5,10,,,10,,7,6,0,7,,,,10,,,0,10,10,0,0,7,0,0,5,,10,,,0,,16,10,50,300,16,8,26,,2,,36,1,0,1,,,,6,1,1,2,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,10,8,9,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,30,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,,90,70,100,70,80,90,50,60,80,80,80,100,100,53,53,37,,50,60,,8,7,9,7,5,2,5,4,5,9,9,9,1,3,4,8,9,8,6,3,2,9,8,5,5,7,8,8,8,3,5,7,,3,3,2,4,4,3,8,9,3,3,7,5,5,6,6,5,60,60,5,,11,6,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,,100,,,10,80,6,4,4,10,10,4,6,6,4,2,10,10,10,1,0,4,3,4,5,4,5,4,10,10,,,,,10,7,7,2,8,,,7,0,5,2,0,10,9,3,1,6,6,2,6,6,6,20,40,3,,9,7,50,300,4,8,1,60,2,,50,3,2,3,,,,5,1,1,1,213,
1,1,90,0,90,80,100,70,70,100,100,60,80,90,60,90,70,50,25,25,,60,70,5,5,5,10,7,4,3,2,5,1,10,10,10,0,2,8,7,8,7,,7,7,7,6,10,6,7,10,7,7,10,,6,,2,,2,7,3,0,10,8,2,0,5,6,2,6,6,10,80,90,5,,12,4,50,100,4,82,26,10,2,,23,2,0,4,,,,4,1,1,1,213,
1,1,80,10,10,100,100,0,0,30,0,100,100,100,90,100,100,,100,,100,80,80,0,,0,10,10,0,0,0,0,3,10,10,10,0,10,10,10,8,10,10,3,,8,9,7,4,7,10,7,8,3,8,8,,0,,0,7,7,6,8,9,8,0,9,8,0,10,10,9,20,60,1,,4,2,50,100,7,4,25,20,1,,55,3,0,1,,,,3,1,1,1,213,
1,1,90,0,90,100,100,80,80,80,80,80,100,100,100,100,100,80,100,0,,70,70,5,5,5,9,8,3,0,0,0,5,9,8,9,0,0,7,6,7,8,6,5,8,7,7,6,7,7,7,6,7,7,4,7,,6,5,4,3,0,0,7,7,7,0,7,8,2,2,5,6,70,70,2,,10,7,50,300,4,8,26,20,2,,42,3,2,2,,,,4,1,1,1,213,
1,1,100,10,100,100,100,80,80,100,30,100,70,70,0,100,100,0,100,0,,30,70,3,5,5,10,8,2,2,2,0,2,10,10,10,0,0,5,5,6,5,3,7,6,7,8,7,6,6,8,8,10,5,2,7,,3,5,5,5,5,5,10,10,5,0,5,6,0,5,9,10,40,20,4,,16,9,50,3,7,4,26,45,2,,51,3,0,1,,,,3,1,1,1,213,
1,1,70,30,30,90,100,70,70,100,60,90,80,70,,80,70,70,32,,,,,,6,3,10,7,6,3,2,2,2,10,8,8,1,1,7,7,8,7,,7,10,7,6,6,7,6,8,9,7,,2,,,7,3,4,,3,,8,8,6,1,7,6,2,7,7,8,70,70,2,,9,8,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,80,70,100,80,90,100,100,100,100,100,0,100,0,100,80,80,2,5,2,10,10,0,0,0,0,7,7,8,8,2,3,8,6,7,7,5,5,5,10,9,7,7,8,9,10,8,3,5,9,,3,3,0,3,0,0,7,8,4,5,5,5,8,5,5,5,20,50,5,,9,10,50,300,4,826,26,20,2,,32,1,1,1,,,,3,1,1,1,213,
1,1,80,100,60,100,100,100,100,100,60,100,40,60,60,80,70,100,100,0,100,70,70,5,6,3,10,7,3,3,3,2,4,8,8,9,0,0,7,7,7,8,8,5,7,7,6,8,7,8,8,7,8,7,6,7,,4,,1,6,5,0,10,8,7,0,7,7,0,7,7,8,70,70,,,14,8,50,900,4,4,13,20,,,,,,,,,,,,,,,
1,1,100,0,80,90,100,50,100,50,100,70,70,80,70,100,100,10,70,20,100,70,70,5,5,4,10,8,2,3,3,3,4,8,7,7,3,3,5,5,10,6,7,8,10,7,7,7,7,7,7,7,7,5,5,7,,5,3,3,5,3,3,8,8,5,2,5,7,2,7,6,8,50,50,5,,16,7,50,3,7,4,27,20,2,,28,1,0,2,,,,4,1,1,1,213,
1,1,100,0,100,90,100,60,60,80,30,100,90,60,30,100,70,50,30,20,,30,60,6,,5,10,9,0,0,1,1,2,9,10,9,0,0,8,6,8,6,7,4,8,1,3,2,2,1,10,6,6,7,2,0,,6,2,0,3,0,1,9,9,2,0,5,5,1,3,7,8,0,20,5,,16,8,25,3,7,4,25,15,2,,40,1,0,1,,,,4,1,1,1,213,
1,1,100,0,90,100,100,80,80,100,100,100,100,100,100,100,100,80,20,,100,80,80,3,3,0,10,7,0,0,0,0,8,10,10,10,0,3,8,7,3,7,0,6,0,8,8,6,6,6,6,7,,6,6,4,,2,2,0,6,0,2,9,9,1,0,7,,0,2,2,10,60,80,3,,10,8,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,80,100,100,90,100,100,60,70,50,100,80,100,90,70,20,10,,70,60,5,5,5,10,5,0,0,0,0,,,,,,,5,5,4,5,5,3,6,,,,,,10,,,,,,,,,,,,,,,,,,,,,,,60,70,7,,6,8,,,,,,,2,,27,3,1,1,,,,6,1,1,1,213,
1,1,,,,,,100,100,100,100,100,100,100,100,100,100,,,,,,,,,,10,10,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,80,20,60,80,90,70,70,80,70,80,50,70,70,80,80,0,100,0,,50,60,7,7,5,10,8,5,4,6,6,3,8,8,9,2,1,6,7,6,7,5,4,4,7,7,7,7,7,8,7,7,6,5,7,,5,5,3,6,6,1,9,9,8,1,8,9,1,9,9,9,70,70,,,14,5,25,3,6,4,13,10,2,,34,3,1,2,,,,6,1,1,2,213,
1,1,100,20,80,80,100,100,100,100,70,100,100,40,100,100,100,,85,15,100,70,60,0,5,0,10,8,0,0,0,0,2,8,10,6,0,3,5,6,0,8,3,0,0,7,8,8,7,7,8,10,10,0,0,7,,0,0,0,0,0,0,10,8,,0,7,8,0,8,8,10,100,100,3,,16,8,50,1,7,4,,15,2,,35,2,0,1,,,,2,1,1,1,213,
1,1,100,10,100,100,100,100,100,100,100,100,80,100,100,100,80,75,15,10,,0,10,8,,2,10,0,0,0,0,1,0,8,10,10,2,3,0,10,10,10,7,8,2,0,0,2,8,3,2,0,0,10,10,0,,0,10,,7,1,,8,9,0,1,2,9,9,4,9,8,20,20,0,,16,1,25,900,7,8,26,10,1,,32,2,0,3,,,,10,1,1,1,213,
1,1,,,,,,,,,,,10,10,10,0,10,,,,,,,9,10,10,,,,,,,5,10,10,10,0,0,,,,,,,,,,,,,,8,9,4,3,8,,,,,,,,8,8,8,5,5,5,5,5,5,8,,,,,16,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,6,6,,,,,2,0,0,,,,,,,9,8,10,,,,6,,,,,,,,,,,,,,,,,,,10,10,5,0,8,,0,8,8,8,,,,,11,,,,,,,,,,,,,,,,,,,,,,
1,1,100,30,90,90,100,80,,30,60,60,100,100,100,100,100,0,100,0,,40,60,8,8,,10,,0,0,0,1,2,10,10,7,0,3,7,,9,9,9,10,3,8,10,6,10,8,10,8,8,7,7,4,,7,10,6,10,8,0,10,10,0,0,0,0,0,7,0,10,,30,,,9,8,25,300,7,16,25,20,1,,34,2,0,1,,,,1,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,10,10,10,,100,100,100,100,100,90,0,100,0,,80,70,0,0,0,10,9,0,0,0,0,0,10,10,10,0,0,10,10,10,10,5,10,10,6,10,5,8,8,10,8,8,5,1,7,,0,0,0,0,0,0,10,10,5,10,8,8,0,5,7,10,70,70,4,,16,8,25,3,7,4,25,15,2,,70,3,3,5,,,,5,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,80,100,100,100,50,100,100,50,50,0,50,80,70,5,5,5,10,5,5,0,5,5,0,10,10,10,0,0,10,10,10,10,5,0,0,10,8,10,10,10,10,5,10,0,0,10,,0,5,0,5,5,0,10,10,5,0,10,10,0,5,5,10,0,30,10,,16,8,,,,,,,,,,,,,,,,,,,,,
