screening,Q109,physical_contact1,physical_contact2,physical_contact3,physical_contact4,physical_contact5,physical_hygiene1,physical_hygiene2,physical_hygiene3,physical_hygiene4,physical_hygiene5,policy_support1,policy_support2,policy_support3,policy_support4,policy_support5,generosity1,generosity2,generosity3,generosity4,psych_wellbeing1,psych_wellbeing2,collective_narcis1,collective_narcis2,collective_narcis3,national_identity1,national_identity2,conspiracy_theories1,conspiracy_theories2,conspiracy_theories3,conspiracy_theories4,open-mindedness1,open-mindedness2,open-mindedness3,open-mindedness4,open-mindedness5,open-mindedness6,morality_as_cooperation1,morality_as_cooperation2,morality_as_cooperation3,morality_as_cooperation4,morality_as_cooperation5,morality_as_cooperation6,morality_as_cooperation7,trait_optimism1,trait_optimism2,social_belonging1,social_belonging2,social_belonging3,social_belonging4,trait_self-control1,trait_self-control2,trait_self-control3,trait_self-control4,self_esteem,Q108,narcissism1,narcissism2,narcissism3,narcissism4,narcissism5,narcissism6,moral_identity1,moral_identity2,moral_identity3,moral_identity4,moral_identity5,moral_identity6,moral_identity7,moral_identity8,moral_identity9,moral_identity10,risk_perception1,risk_perception2,political_ideology,moral_circle,moral_circle1,health,CRT1,CRT2,CRT3,CRT4,CRT5,CRT6,sex,Other (please specify),age,marital,children,employment,Other (please specify),ladder_instro,ladder_picture,ladder_answer,urban,tested_positive,know_tested_positive,no_bots,Q110
1,1,,,,,,80,80,90,70,90,100,100,100,100,100,0,70,30,,,,6,7,7,,,,,,,4,7,8,8,,,7,6,5,5,5,1,,8,8,6,7,9,9,,,,,7,,,,,,,,,,,,,,,,,,60,60,,,,7,,,,,,,,,,,,,,,,,,,,,
1,1,90,0,80,100,100,50,50,100,70,100,50,60,20,30,60,66,34,0,100,50,20,5,5,5,10,5,6,6,6,6,3,8,8,8,1,3,6,6,5,6,5,5,5,8,8,4,6,6,7,8,7,3,4,7,,3,5,4,5,4,1,8,8,5,0,7,8,1,5,6,8,20,30,,,14,8,50,3,4,4,25,20,2,,40,3,2,1,,,,4,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,6,5,,,7,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,
1,1,90,0,100,80,100,50,100,100,70,60,70,60,60,100,60,50,100,2,,60,30,8,8,6,7,8,1,1,0,1,4,8,9,9,2,1,6,6,8,7,5,4,5,5,7,5,7,7,7,7,9,6,3,6,,3,3,3,7,5,5,9,9,5,1,6,5,2,5,4,7,60,70,,,11,9,49,3,7,4,2545,45,2,,40,3,1,6,Self employed,,,5,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,70,10,50,90,100,70,90,100,70,90,70,90,60,70,70,79,16,2,,60,90,3,8,7,9,9,4,4,4,4,10,9,10,10,2,2,7,3,8,7,3,4,3,7,7,4,3,3,3,4,7,8,9,7,,1,1,1,2,1,2,6,6,4,6,4,6,6,6,6,4,70,80,3,,3,8,50,300,4,4,,15,2,,44,3,2,1,,,,4,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,6,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,70,100,100,100,100,100,100,100,100,100,100,100,100,100,50,46,5,,40,50,6,7,2,10,10,0,0,0,0,0,10,10,10,0,0,0,1,0,0,0,0,0,6,6,10,10,10,10,7,7,6,4,10,,0,0,0,10,0,0,10,10,5,0,10,10,3,10,10,10,70,60,,,16,8,50,300,4,8,13,20,2,,40,2,3,1,,,,3,1,1,1,213,
1,1,100,0,80,100,100,100,100,100,80,90,80,90,70,100,100,,98,0,100,50,40,5,5,8,9,9,0,0,0,0,6,7,8,8,1,2,8,9,8,8,5,5,8,8,8,10,8,10,9,5,5,7,3,7,,5,5,5,5,5,2,9,8,5,7,6,5,3,9,8,7,80,80,4,,14,8,25,3,4,4,25,15,2,,67,3,2,5,,,,3,1,1,1,213,
1,1,100,0,80,100,100,50,50,100,20,100,40,80,40,70,50,100,0,0,,60,60,4,4,3,10,6,0,2,0,2,1,9,9,9,1,1,6,3,6,5,2,7,7,6,6,6,4,5,6,7,4,8,6,4,,4,4,5,3,1,5,4,7,0,0,4,5,4,0,1,5,80,80,5,,3,7,25,300,7,4,25,15,1,,31,3,1,1,,,,4,1,1,1,213,
1,1,100,20,70,100,100,80,80,80,80,,60,90,90,90,90,3,100,0,100,70,60,,4,,10,6,3,2,2,2,4,8,7,7,0,3,3,,,7,,2,10,9,10,,,,7,8,7,3,8,7,,3,,3,,,,10,7,5,3,3,,3,,,,70,80,5,,10,6,,300,,,,,,,,1,0,1,,,,6,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,10,10,10,10,10,0,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,50,40,70,100,0,100,100,100,50,90,70,100,100,100,100,1,,96,,80,70,10,8,5,10,5,5,2,0,1,5,0,10,10,5,5,5,10,8,10,5,2,0,7,10,5,5,6,7,5,5,5,5,5,,5,5,4,7,5,4,10,10,5,3,10,10,0,10,10,10,50,80,5,,16,6,50,,4,,13,,2,,37,3,2,6,Self-employed,,,6,1,1,1,213,
1,1,100,30,80,100,100,50,50,60,30,50,20,40,0,100,70,100,0,0,,20,60,5,5,5,10,10,2,0,0,0,4,10,10,6,0,2,10,8,10,8,3,10,10,6,4,8,8,6,10,9,8,6,6,6,,5,5,1,5,5,0,10,10,0,0,5,5,0,1,10,5,70,70,5,,3,8,50,300,4,4,27,156,1,,33,2,0,1,,,,3,1,1,1,213,
1,1,100,10,90,90,90,90,90,70,,100,80,100,100,90,90,30,60,10,100,20,10,9,7,10,10,10,,,1,1,8,10,9,10,1,1,8,9,8,9,8,8,10,10,,8,,2,7,8,7,,3,3,,,3,1,,2,3,10,7,,1,,,1,,,9,60,70,,,16,5,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,100,100,100,100,30,100,100,100,20,90,10,0,100,50,60,0,0,0,10,0,0,0,0,0,5,10,10,10,0,0,10,10,10,10,,,,2,,0,5,7,10,4,10,4,3,10,,2,,0,0,0,0,10,10,5,0,7,7,0,,7,10,70,70,5,,16,4,50,3,4,4,13,20,2,,52,1,2,1,,,,4,1,1,1,213,
1,1,100,90,100,100,100,90,100,100,100,90,100,100,90,100,100,82,10,8,100,80,90,5,,,9,,5,5,5,5,3,10,10,10,0,0,10,10,10,10,5,,10,10,5,9,8,8,9,9,10,6,7,8,,10,0,0,0,0,0,10,9,0,0,5,,0,5,6,10,20,40,3,,16,9,25,300,7,8,25,20,2,,68,3,3,5,,,,4,1,1,1,213,
1,1,100,0,100,90,100,70,90,100,100,,,,20,,80,10,85,5,100,60,,6,,,9,9,10,7,,,,8,8,8,1,2,7,8,10,9,7,9,9,,7,,6,6,9,7,8,7,,6,,,6,5,,,,10,8,,,8,,4,,,7,70,70,,,12,8,50,3,7,4,25,15,2,,58,3,2,2,,,,6,1,1,1,213,
1,1,100,0,100,100,100,10,30,90,10,10,10,10,10,10,10,100,,,,10,60,1,5,5,10,9,6,8,6,6,2,8,8,8,1,1,9,9,6,9,6,6,6,9,9,6,1,2,8,7,8,1,5,7,,1,1,1,5,1,1,10,9,2,2,1,1,1,1,1,7,10,10,5,,16,8,50,3,4,4,25,30,2,,44,2,2,6,stay at home Mom,,,3,1,1,1,213,
1,1,,,,,,100,100,70,60,50,,,,,,,,,,,,,,,,,10,5,5,5,,,,,,,10,10,9,6,5,5,0,,,,,,,10,6,10,0,,,10,5,0,5,5,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,60,2,100,,,,,,,,,,,,,,10,10,10,0,5,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,60,60,100,70,90,100,90,90,90,90,40,50,10,100,40,40,7,8,10,10,10,6,6,6,6,3,8,8,9,0,0,5,10,8,8,5,5,10,7,7,7,8,8,10,6,5,7,4,5,,2,3,0,3,2,0,10,8,6,0,8,8,2,5,5,9,100,80,5,,16,3,50,3,4,4,26,45,2,,59,3,7,6,Disabled by stroke,,,8,1,1,1,213,
1,1,100,0,80,80,100,100,80,80,70,70,80,100,70,80,60,70,30,,,70,50,,7,,8,,0,0,0,0,3,10,7,8,1,3,7,6,10,7,6,6,6,7,7,6,5,6,7,9,7,6,0,7,,6,8,5,8,7,4,9,8,,1,7,7,9,7,6,8,80,70,,,16,8,,3,,,,,2,,32,1,0,1,,,,5,1,2,1,213,
1,1,100,100,100,100,100,70,70,100,100,100,70,70,100,100,30,100,50,0,50,0,10,0,10,5,10,10,10,10,7,7,10,10,10,10,0,0,5,7,10,10,10,0,0,0,2,5,7,5,10,10,8,2,0,5,,0,0,0,1,0,0,10,10,10,0,10,5,3,8,8,10,50,40,8,,16,10,50,33,4,8,13,30,2,,31,3,0,6,Contract worker,,,9,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,50,50,0,,60,60,,,,,,,,,,,,,,,,,,,,,,,6,7,,,,,,,,,,,4,3,3,6,3,1,,,,,,,,,,,90,80,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,10,100,90,100,,,,,,100,100,100,100,100,33,97,20,,100,80,,,,10,10,,,,,,,,,,,10,9,10,10,8,10,10,10,9,9,7,8,9,9,9,1,5,,,2,2,0,3,1,1,,,,,,,,,,,90,100,5,,,7,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,50,50,100,100,100,0,70,100,100,70,100,0,0,100,0,20,5,10,5,10,10,10,10,5,7,10,10,10,10,0,0,5,10,10,10,10,0,0,2,0,5,5,5,10,10,3,5,0,5,,0,0,0,0,0,0,10,10,10,0,5,0,0,7,7,10,50,50,10,,1,10,,,,,,,,,,,,,,,,,,,,,
1,1,80,0,50,90,90,80,90,100,80,100,60,80,30,90,90,50,25,25,50,90,90,2,0,0,9,4,1,1,0,1,2,9,9,10,0,1,8,10,10,10,5,8,10,10,2,8,10,10,10,7,8,4,3,9,,1,0,0,2,4,0,10,10,5,0,9,9,0,8,9,10,70,70,5,,9,7,50,3,7,4,25,15,2,,25,1,0,2,,,,2,1,1,1,213,
1,1,100,0,90,100,100,90,80,100,100,100,100,100,100,100,100,50,50,,50,70,60,0,0,1,8,8,0,0,0,0,3,8,8,7,0,2,7,,10,8,,,10,7,7,7,6,6,7,8,9,3,0,7,,6,7,2,6,4,3,9,8,,1,8,6,2,3,9,8,40,80,6,,16,6,50,300,4,4,26,0,2,,47,3,2,6,Stay at home mom,,,6,1,1,1,213,
1,1,100,0,100,100,100,90,100,100,70,,80,80,50,100,100,50,50,0,100,20,20,6,,,10,8,1,1,0,1,5,3,7,8,1,5,5,5,5,6,5,5,5,3,5,5,7,8,9,4,4,4,4,2,,5,5,3,5,4,6,9,7,5,2,5,5,2,5,5,7,40,40,4,,3,8,50,100,7,4,1,15,2,,59,3,3,1,,,,2,1,1,2,213,
1,1,90,0,80,100,100,70,100,80,70,100,90,100,100,90,100,100,,,,50,50,5,10,9,10,10,9,5,5,5,5,5,5,5,1,1,7,8,10,8,7,7,9,7,7,7,10,10,10,3,8,10,7,5,,5,7,5,5,3,0,8,7,5,5,5,5,9,5,5,5,0,70,5,,16,5,50,300,4,8,1,20,2,,40,3,0,1,,,,7,1,1,1,213,
1,1,100,0,100,100,100,100,90,100,100,100,100,100,100,100,100,50,25,25,,80,70,5,6,6,10,10,0,0,0,0,10,10,10,10,0,0,5,5,5,5,3,4,0,10,10,,,,,8,10,3,0,10,,6,10,5,10,8,3,10,10,10,0,10,10,0,7,8,10,50,50,5,,7,4,,,,,,,,,,,,,,,,,,,,,
1,1,30,80,30,100,70,100,100,70,100,100,100,40,80,100,90,100,,,,20,20,,10,,8,7,3,2,2,0,0,10,8,10,0,0,7,8,10,8,5,7,10,8,7,10,10,4,7,3,6,7,7,3,,0,2,0,8,5,0,10,8,2,0,3,1,0,2,7,8,60,30,3,,11,6,25,3,5,16,25,15,1,,22,1,0,1,,,,8,1,1,1,213,
1,1,100,10,80,100,100,100,100,100,100,100,100,100,100,100,100,100,1,1,2,90,100,8,7,2,10,10,8,6,6,6,1,10,10,10,0,0,10,10,10,10,10,9,10,10,8,10,10,10,10,7,10,3,1,10,,1,0,0,1,1,0,10,10,10,0,8,8,0,0,10,10,30,70,0,,6,10,50,300,8,8,13,0,2,,46,1,1,1,,,,6,1,1,1,213,
1,1,50,10,50,90,100,100,100,100,30,100,80,40,30,80,70,20,50,30,100,50,40,2,5,3,9,9,6,6,6,5,5,7,8,8,2,3,5,5,5,5,6,5,5,3,3,4,7,5,5,7,6,8,6,7,,5,5,3,3,2,2,9,8,5,2,2,2,2,2,2,9,20,50,5,,,7,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,40,40,20,100,30,0,4,5,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,5,10,5,10,10,10,10,10,10,10,10,10,10,0,10,,0,5,5,5,5,5,10,10,10,0,10,5,0,10,10,10,50,90,5,,7,10,50,300,8,4,13,0,2,,19,1,0,3,,,,10,2,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,90,10,90,90,100,80,100,100,10,100,90,100,30,100,100,,100,,100,80,90,0,,0,10,10,1,0,0,0,0,10,10,10,0,0,9,7,10,7,,10,10,8,10,10,9,10,10,10,10,0,0,8,,1,,0,,0,0,10,10,7,0,5,5,0,1,0,8,50,60,2,,10,10,25,300,7,4,25,15,2,,26,2,0,1,,,,2,1,1,1,213,
1,1,100,0,100,90,100,100,100,100,100,100,30,100,100,100,100,50,50,0,,,70,7,10,7,10,10,0,,,,0,10,10,10,0,0,8,10,10,10,8,10,9,10,10,10,8,10,10,10,8,0,0,4,,2,2,0,3,3,0,10,10,10,0,8,10,0,4,10,8,0,70,3,,16,10,,,,,,,,,,,,,,,,,,,,,
1,1,100,100,100,100,100,100,100,100,50,100,100,100,50,100,100,,,,,50,30,10,10,10,10,10,5,10,0,5,10,10,10,10,10,0,10,10,10,10,5,10,10,5,5,10,10,8,8,5,5,5,0,5,,0,0,0,10,0,0,10,10,5,5,10,10,10,10,10,,100,100,5,,16,2,,,,,,,1,,70,3,2,5,,,,8,1,1,1,213,
1,1,100,0,100,100,100,50,80,50,50,50,100,100,100,100,100,100,0,0,,0,10,2,6,5,10,10,0,8,2,2,3,10,10,10,0,1,8,8,10,9,8,8,1,1,1,1,5,3,7,8,10,8,0,10,,0,7,5,5,3,0,10,10,5,0,7,10,0,5,5,5,20,50,5,,16,9,50,3,,,,,2,,40,3,1,6,Self employed,,,8,2,1,1,213,
1,1,100,0,100,100,100,70,70,100,100,100,90,90,70,100,70,0,,100,,50,70,5,5,5,10,5,0,4,4,7,0,10,10,10,0,0,0,0,10,10,9,10,10,6,7,5,7,7,9,8,7,10,6,4,,0,0,0,5,0,0,10,9,5,0,5,,0,0,1,1,100,100,5,,16,5,50,300,4,4,26,20,2,,53,3,2,1,,,,6,1,1,1,213,
1,1,90,100,100,100,100,80,80,80,50,50,50,80,30,50,100,20,80,0,,70,40,5,5,5,10,4,0,5,2,2,2,9,5,9,0,0,9,8,9,9,8,8,10,7,10,5,5,10,8,8,5,6,5,7,,0,5,0,8,5,2,8,8,4,5,5,9,9,5,5,5,50,50,5,,4,8,50,300,4,4,25,20,1,,55,3,0,1,,,,6,1,1,1,213,
1,1,90,100,100,100,100,50,50,80,100,100,80,60,30,80,80,50,66,23,,50,50,5,5,3,10,10,0,1,2,1,9,10,10,10,2,1,7,10,10,9,5,3,9,7,7,1,5,5,9,4,5,5,7,7,,2,2,1,1,2,0,10,10,7,8,8,8,1,10,10,5,10,60,2,,9,7,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,80,100,0,100,100,100,0,100,50,71,19,19,,,40,5,5,0,10,10,10,5,3,3,5,10,10,10,0,5,10,5,10,10,5,10,1,6,10,10,10,10,10,5,10,10,5,9,,5,5,5,7,5,5,10,10,10,0,10,10,0,5,5,10,50,100,,,15,10,50,1,4,4,25,7,2,,47,2,0,1,,,,4,1,1,1,213,
1,1,90,0,90,90,0,80,80,80,60,80,100,100,70,100,100,30,40,30,,80,60,5,7,6,10,10,0,0,0,0,5,8,8,8,0,8,7,7,8,7,7,7,7,8,8,4,4,4,7,8,7,6,5,4,,2,2,0,3,1,0,9,8,7,0,7,6,0,6,6,10,50,50,5,,16,8,25,3,7,4,25,15,2,,37,3,0,1,,,,6,1,1,1,213,
1,1,90,0,100,100,100,,,100,20,100,30,80,20,90,100,50,50,,50,80,80,3,2,3,10,10,1,0,0,0,10,10,10,10,0,1,7,8,7,9,7,3,1,8,8,8,8,9,8,8,7,7,2,10,,3,,1,7,,0,10,10,,0,10,10,0,10,10,10,60,70,8,,7,7,50,300,7,4,26,20,2,,60,3,1,5,,,,3,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,70,0,10,0,10,,,,,,,,,,,,,,,,,,,,,,,3,3,0,8,10,10,5,2,6,,,,,,,,,7,,,,,7,4,7,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,40,100,100,100,90,50,50,31,75,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,50,70,100,100,100,60,100,60,100,100,60,40,,,70,70,1,4,6,10,10,0,0,0,0,3,10,10,10,0,0,,,,,,,10,7,8,10,9,8,10,7,10,10,4,7,,0,0,7,10,6,0,10,10,10,0,,,3,2,10,7,100,80,,,16,8,50,300,4,8,13,20,2,,49,3,2,1,,,,5,1,1,1,213,
1,1,100,20,90,100,100,100,100,100,100,90,30,,,80,70,50,50,27,50,100,100,10,4,9,10,10,10,10,10,10,10,10,10,10,10,3,10,10,9,10,10,9,10,10,10,10,9,10,10,10,10,3,0,10,,10,9,10,10,10,3,10,10,10,0,10,4,3,3,10,10,50,20,,,1,10,50,100,6,8,49,10,1,,40,1,0,3,,,,10,2,1,1,123,
1,1,100,0,90,80,100,90,100,90,80,80,60,50,70,30,70,54,58,29,,60,40,,8,,10,9,0,0,0,0,7,8,8,8,0,6,0,0,1,,1,5,5,,,,3,6,7,6,7,6,7,,,2,2,0,6,0,,8,8,7,2,7,7,2,,8,9,90,60,,,12,7,50,300,,,,,2,,41,3,1,1,,,,5,1,1,1,213,
1,1,100,0,100,100,100,100,100,100,100,100,100,100,30,100,40,0,100,0,100,90,70,5,7,2,10,10,0,0,0,0,4,8,10,10,1,3,8,9,10,10,7,1,1,10,10,7,7,8,8,10,10,5,0,,,1,1,1,5,5,0,10,10,5,0,8,8,0,8,8,10,50,50,5,,7,7,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,60,60,60,50,50,80,70,70,70,70,20,60,20,100,90,70,2,3,2,7,2,3,0,0,0,3,8,10,10,0,0,7,10,10,10,8,0,0,7,7,7,7,7,7,6,7,6,2,4,,0,0,0,0,0,0,10,10,0,0,5,5,0,0,0,10,40,40,2,,16,7,25,3,4,4,26,15,1,,70,3,3,5,,,,1,2,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,10,100,90,100,80,80,100,50,100,80,100,20,100,100,50,50,0,,100,60,0,7,0,10,10,0,0,0,0,1,10,10,10,0,1,10,10,10,10,10,10,10,5,6,6,5,7,8,5,9,8,6,9,,5,8,0,5,1,5,9,7,0,0,7,4,2,7,7,5,80,80,3,,14,7,25,3,7,4,25,15,2,,49,3,2,1,,,,6,2,1,1,213,
1,1,100,0,100,100,100,50,80,60,,100,100,100,0,100,100,100,,,,0,40,0,0,0,10,10,10,10,10,10,4,10,10,10,0,0,5,5,10,5,0,1,0,0,0,,8,8,10,0,,7,,7,,5,0,0,0,0,0,10,10,5,0,5,5,0,5,8,10,50,80,,,16,6,50,100,4,4,26,20,2,,43,1,0,1,,,,6,2,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,70,30,0,100,80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,,,,,,,,
1,1,90,10,90,100,100,100,100,100,90,90,50,50,50,90,90,90,10,,,40,40,9,9,10,8,8,1,0,0,0,9,9,9,9,0,,7,7,8,8,7,,2,7,7,5,5,5,8,8,9,2,2,8,,5,5,2,5,3,,9,8,9,2,8,8,3,8,8,8,30,60,5,,4,9,50,300,4,8,13,20,2,,72,2,2,5,,,,6,1,1,1,213,
1,1,100,10,100,20,100,50,40,100,40,100,100,100,0,50,80,90,10,0,,60,60,7,6,5,8,8,4,2,0,2,7,10,10,5,5,5,8,8,5,7,7,5,0,7,8,5,8,9,10,4,8,6,5,8,,0,0,0,5,5,0,8,8,8,0,5,5,8,7,6,10,0,10,6,,5,1,50,300,4,4,12,20,2,,67,1,1,5,,,,6,1,1,1,213,
1,1,70,30,100,100,100,50,50,90,100,0,0,0,0,0,0,0,50,0,,60,70,1,0,0,10,5,0,0,0,0,0,10,10,10,0,0,7,7,10,10,3,0,0,10,10,6,6,7,5,7,10,10,5,10,,0,0,0,5,0,0,7,6,4,0,5,5,5,0,3,5,80,100,3,,16,5,25,3,7,4,26,15,1,,51,3,5,6,Consultant ,,,4,2,1,1,213,
1,1,100,0,100,100,100,40,20,90,30,30,70,80,40,80,80,100,,,,80,80,1,,0,9,9,1,0,0,0,,10,10,10,0,0,0,0,,,1,0,0,9,8,,,10,10,9,10,3,2,8,,0,0,0,0,0,,8,8,,2,,,2,2,2,8,90,80,7,,16,8,25,3,7,4,25,15,2,,51,3,3,2,,,,3,1,1,1,213,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,70,80,100,100,100,100,70,100,80,100,70,100,100,50,40,10,,80,80,7,10,10,10,10,3,4,3,3,3,10,10,10,0,0,2,8,5,8,5,5,5,9,8,7,7,7,10,7,8,6,7,8,,3,5,5,8,5,3,10,10,5,0,7,7,0,7,8,10,0,20,5,,16,8,50,300,4,4,1,20,2,,44,1,3,1,,,,5,1,1,1,213,
1,1,,,,,,,,,,,100,,100,,,51,50,,100,70,60,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,,0,8,0,10,,0,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,,,,,,,
1,1,70,0,100,100,100,50,50,50,30,80,0,0,0,0,0,51,50,0,100,60,60,10,10,7,10,10,0,7,7,8,3,10,10,10,0,0,7,7,7,9,2,2,0,8,9,10,10,10,10,8,8,7,2,10,,7,5,0,10,8,0,10,10,6,0,10,7,0,8,7,7,0,20,2,,16,10,50,900,,,,,2,,54,3,1,2,,,,3,1,1,2,213,
1,1,100,0,50,100,100,90,100,90,40,90,100,100,100,100,100,51,60,25,,30,70,10,10,6,7,8,5,5,5,5,10,10,10,9,10,5,7,10,8,7,8,7,7,10,10,3,5,5,5,8,8,2,1,1,,8,7,0,8,1,5,9,8,8,7,8,8,8,8,7,8,80,30,2,,10,8,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,50,30,30,30,100,30,30,70,100,70,10,30,30,50,,0,100,0,,50,60,3,5,5,10,10,3,6,7,8,6,10,10,5,1,3,5,5,5,7,5,7,7,5,7,8,7,8,9,10,8,7,4,2,,2,3,3,2,0,5,9,10,8,0,10,7,2,5,5,8,70,70,4,,16,8,503,300,4,82,27,60,2,,49,3,3,6,Self employed,,,6,1,1,1,213,
1,1,100,0,50,100,100,100,100,100,,100,50,50,0,50,0,,,,,,,10,10,5,,,,,,,5,10,10,10,0,0,,,,,,,,,,5,6,10,10,,,,,,,,,,,,,10,5,6,5,5,5,5,6,5,6,,,5,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,80,80,100,100,80,100,30,30,100,100,50,25,25,,,,5,,,0,0,0,0,0,0,3,10,10,10,0,0,,,,,,,,7,,6,7,7,10,,,,,,,0,0,0,0,0,0,10,10,,0,8,8,10,7,,10,70,70,,,9,,,,,,,,,,,,,,,,,,,,,,
1,1,100,10,100,100,100,70,60,100,80,100,80,80,40,100,70,,,,,80,70,,,,10,10,,,,,3,10,10,8,0,2,10,10,10,10,8,8,8,,,,,,,8,10,5,4,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,100,0,100,100,100,100,100,100,100,100,100,100,100,100,100,0,100,0,,70,70,5,5,5,10,10,5,3,0,3,0,10,10,10,0,0,10,10,10,10,10,5,5,3,3,7,8,8,10,8,10,5,0,10,,5,5,0,5,0,0,10,10,5,0,7,7,0,5,8,10,10,90,5,,4,8,50,3,3,4,26,20,2,,58,3,1,2,,,,3,1,1,1,213,
1,1,100,0,50,100,100,100,100,100,100,100,,,100,100,100,35,40,25,,10,30,,,,0,0,0,1,1,,10,10,10,9,0,1,8,9,10,8,5,2,10,8,9,,3,3,5,10,10,0,0,6,,9,10,,,2,1,10,10,10,10,10,5,1,10,,9,90,80,0,,16,,250,3,4,4,13,10,2,,34,1,2,6,Self employed ,,,9,1,1,1,213,
1,1,90,0,100,90,100,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1,1,,,,,,,,,,,,,,,,85,15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,,,,,,,,
