sex;age;children;education;household_size;marital_RO;physical_contact1;physical_contact2;physical_contact3;physical_contact4;physical_contact5;physical_hygiene1;physical_hygiene2;physical_hygiene3;physical_hygiene4;physical_hygiene5;policy_support1;policy_support2;policy_support3;policy_support4;policy_support5;generosity1;generosity2;generosity3;psych_wellbeing1;psych_wellbeing2;collective_narcis1;collective_narcis2;collective_narcis3;national_identity1;national_identity2;conspiracy_theories1;conspiracy_theories2;conspiracy_theories3;conspiracy_theories4;open_mindness1;open_mindness2;open_mindness3;open_mindness4;open_mindness5;open_mindness6;morality_as_cooperat1;morality_as_cooperat2;morality_as_cooperat3;morality_as_cooperat4;morality_as_cooperat5;morality_as_cooperat6;morality_as_cooperat7;trait_optimism1;trait_optimism2;social_belonging1;social_belonging2;social_belonging3;social_belonging4;trait_self_control1;trait_self_control2;trait_self_control3;trait_self_control4;self_esteem;narcissism1;narcissism2;narcissism3;narcissism4;narcissism5;narcissism6;moral_identity1;moral_identity2;moral_identity3;moral_identity4;moral_identity5;moral_identity6;moral_identity7;moral_identity8;moral_identity9;moral_identity10;risk_perception1;risk_perception2;political_ideology;CRT1;CRT2;CRT3;CRT4;CRT5;CRT6;moral_circle1;health;employment;employment_other;ladder_answer;urban;tested_positive;know_tested_positive;marital
2;43;1;7;3;3;98;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;100;70;5;5;7;8;5;10;10;5;5;5;5;5;10;10;10;0;5;10;10;10;10;10;2;9;5;9;5;5;7;10;5;8;7;2;8;4;5;0;5;5;5;9;10;2;1;8;8;0;8;9;10;51;71;5;105;2;12;2;29;30;10;9;1; ;5;1;1;1;3
2;41;0;7;2;2;96;5;88;91;94;97;94;97;92;86;94;83;82;94;87;0;170;0;3;4;4;4;6;8;8;5;2;4;5;2;9;9;9;0;1;5;5;5;9;5;9;9;5;5;5;5;5;8;5;5;8;5;4;2;1;1;3;3;0;5;6;5;0;6;4;0;5;3;9;68;88;5;100;100;24;8;15;20;1;5;2; ;5;1;1;2;2
2;66;0;7;1;5;23;72;17;0;0;95;82;89;87;42;85;80;69;83;87;0;170;0;5;2;8;10;8;10;9;6;8;9;8;3;7;8;5;8;3;8;10;9;9;10;2;6;7;8;8;5;6;6;7;4;5;2;4;2;0;1;5;1;1;8;7;2;1;7;3;3;2;2;7;9;74;5;10;100;24;4;15;20;1;6;5; ;6;1;1;1;1
1;25;0;7;2;3;51;100;0;100;100;100;100;100;100;100;50;50;50;50;50;100;50;20;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;10;5;10;10;10;5;5;5;6;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;5;50;50;0;100;100;24;4;1;20;2;5;1; ;5;1;1;2;3
1;33;2;6;4;3;88;3;0;100;99;100;100;100;100;1;100;100;100;100;100;100;50;20;9;6;0;0;0;10;1;10;3;6;5;2;10;10;10;0;0;10;10;10;10;6;6;0;9;8;7;8;7;9;7;8;4;9;9;7;5;5;5;7;0;10;7;0;0;7;0;7;0;0;7;53;100;10;100;5;24;4;31;0;16;7;1; ;5;1;1;1;3
2;29;0;5;3;1;94;8;97;100;100;100;100;100;68;100;91;92;53;100;59;120;50;0;6;6;5;5;5;5;5;8;6;8;7;3;10;10;10;0;2;7;3;10;7;8;5;10;5;6;2;2;2;6;2;7;8;7;10;8;8;5;8;9;3;3;2;2;2;2;0;7;1;1;5;3;10;5;105;5;24;4;29;15;5;3;1; ;4;1;1;1;1
1;23;0;7;2;2;100;10;100;60;30;80;50;35;35;0;75;100;100;100;100;100;50;20;8;5;2;2;5;10;5;1;0;0;1;5;8;10;10;0;0;6;5;7;8;2;5;3;5;5;4;5;4;5;5;2;8;10;3;2;3;0;4;5;0;10;6;0;0;8;10;0;4;8;10;75;60;8;105;5;47;4;15;15;16;4;2; ;3;1;1;1;2
1;50;0;7;2;2;77;12;14;98;98;95;99;93;92;94;91;95;96;94;99;0;170;0;0;3;4;9;6;9;8;8;9;9;4;1;9;9;9;1;1;9;9;9;9;7;2;1;10;9;9;9;9;10;9;9;2;0;9;9;6;1;4;9;2;9;9;9;1;9;10;1;9;9;6;6;92;9;100;100;24;4;30;20;1;9;1; ;6;1;1;1;2
1;19;0;5;1;1;91;24;75;73;100;86;83;98;0;100;100;100;100;100;100;20;100;50;9;6;8;4;1;10;7;1;1;1;1;2;8;7;4;1;0;9;8;10;7;9;6;9;8;7;3;4;6;8;3;7;6;3;7;2;2;0;2;2;1;10;8;3;0;3;3;2;6;6;8;13;20;1;100;5;24;16;30;15;3;9;4; ;5;1;1;1;1
2;65;0;6;2;2;93;0;95;96;95;96;96;95;98;98;97;96;97;96;98;100;50;20;6;6;8;9;10;10;10;9;9;9;9;0;10;10;9;1;0;10;10;10;10;7;6;10;9;9;10;9;10;10;10;10;0;0;8;0;1;1;8;8;0;8;8;8;0;8;8;9;0;1;8;2;42;6;100;20;0;0;15;0;14;8;5; ;6;1;1;1;2
2;29;0;7;4;1;84;6;6;7;4;96;94;92;87;26;92;85;92;89;91;50;60;60;5;5;1;2;3;8;8;2;1;1;1;6;6;6;8;1;1;10;9;8;9;9;9;1;8;8;7;7;7;10;9;8;6;3;5;1;0;0;1;0;0;4;7;4;0;3;0;8;5;6;2;11;45;6;10;100;24;8;15;20;1;5;1; ;5;1;1;2;1
2;57;1;7;3;5;100;1;99;95;99;88;89;96;95;86;97;93;98;99;74;50;100;20;4;3;8;6;6;10;10;10;8;9;10;4;10;10;10;1;3;10;6;10;10;6;5;4;6;6;8;9;8;10;4;8;9;3;6;4;0;2;8;3;0;9;7;4;0;6;6;1;6;6;9;50;70;6;105;5;12;4;15;15;10;7;1; ;4;2;1;1;1
1;51;0;7;2;2;20;77;15;15;75;0;0;100;0;75;0;0;0;0;0;0;170;0;5;7;10;10;10;10;10;7;8;7;8;0;10;10;10;0;1;10;10;10;7;1;3;8;10;10;7;3;7;8;2;10;8;7;7;5;5;2;5;5;5;10;5;5;2;2;5;5;0;0;10;0;50;3;105;5;47;4;29;15;16;9;5; ;5;1;1;1;2
2;29;1;7;2;1;100;100;100;100;100;100;95;100;77;100;64;75;73;100;100;90;40;40;3;3;5;10;10;10;10;7;7;7;3;0;10;10;10;0;0;5;5;9;8;10;5;5;3;5;5;5;5;5;5;5;3;2;10;9;9;8;10;8;9;6;8;9;0;9;8;1;10;10;8;50;100;5;100;100;24;4;30;20;16;9;3; ;4;1;1;1;1
1;36;0;6;3;1;72;24;42;99;100;100;100;100;100;100;38;70;27;74;50;10;120;40;6;5;10;3;7;10;10;9;9;8;6;3;9;9;9;1;1;9;9;10;10;10;4;0;8;9;7;6;9;10;7;7;6;1;6;2;4;3;2;1;1;8;8;7;0;6;5;1;0;9;9;0;74;5;100;100;24;8;15;15;1;9;1; ;5;1;1;1;1
1;40;0;4;2;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;170;0;10;8;0;0;10;10;10;1;2;10;10;0;10;0;10;0;0;10;7;10;10;10;3;0;8;10;10;0;10;10;3;5;10;7;10;6;5;5;10;8;0;10;10;7;0;5;0;0;6;5;10;26;100;0;100;5;47;4;31;15;9;9;1; ;5;1;1;1;3
2;58;0;5;2;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;170;0;6;6;5;6;8;10;10;8;4;0;0;0;10;10;10;0;0;10;10;10;10;10;0;4;10;10;10;0;10;10;10;10;0;0;10;0;0;0;0;10;0;10;10;0;0;10;10;0;10;10;10;0;0;10;100;100;24;8;15;0;1;7;5; ;3;1;1;1;3
1;22;0;5;4;1;48;58;62;30;70;21;59;39;79;43;18;77;34;66;24;150;10;10;4;4;3;6;6;7;5;3;4;5;8;4;8;10;8;6;6;1;4;6;8;3;7;3;3;6;4;6;7;5;3;7;3;7;5;4;8;8;6;6;6;4;5;7;7;7;4;7;4;6;6;62;64;4;10;100;24;8;30;20;1;3;4; ;3;1;1;1;1
1;42;2;5;4;3;90;0;98;98;100;100;100;100;0;100;100;100;100;100;100;150;10;10;2;3;5;5;5;10;5;10;0;10;0;5;10;10;10;0;10;5;5;10;10;10;5;10;0;5;10;10;10;10;10;10;0;0;5;10;5;0;5;5;0;10;10;10;0;10;5;0;0;5;10;50;100;5;100;5;24;8;15;20;16;3;2; ;5;1;1;1;3
1;53;0;7;2;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;170;0;7;7;0;0;5;10;6;5;2;2;3;0;10;10;10;0;0;10;10;10;10;8;3;0;7;9;8;8;8;8;6;8;3;2;7;2;4;6;6;6;2;10;7;7;1;7;8;0;6;6;8;0;100;5;100;100;24;4;30;15;1;9;1; ;5;1;1;1;3
2;46;2;6;4;3;98;0;98;85;100;91;93;100;58;95;58;100;26;82;100;70;50;50;0;7;5;0;5;4;4;10;5;0;1;5;10;10;10;0;0;8;7;10;10;10;5;10;8;10;8;8;8;6;0;8;10;7;8;5;3;4;5;3;5;10;10;8;0;9;5;0;0;0;10;14;67;5;105;5;12;4;31;15;3;5;1; ;5;2;1;1;3
1;41;0;5;2;2;100;0;100;100;100;100;100;100;80;87;100;100;100;100;99;170;0;0;2;7;0;0;0;5;0;3;2;2;2;6;10;10;10;0;4;6;6;7;7;8;5;5;3;4;0;0;1;6;6;5;6;7;5;5;0;6;0;1;6;7;7;0;0;5;0;3;0;0;1;65;90;5;100;100;24;4;30;20;16;5;1; ;5;1;1;1;2
2;56;0;5;3;1;97;13;84;79;91;100;100;66;50;61;64;84;31;100;50;150;20;0;6;7;7;8;5;10;9;5;5;5;5;4;10;7;6;0;2;7;6;9;5;8;5;7;7;6;5;5;5;5;5;6;7;4;5;6;5;0;5;6;2;4;5;5;5;6;6;5;5;5;5;50;100;0;105;5;1;4;1;15;16;5;1; ;5;1;1;1;1
1;32;1;5;3;3;84;22;84;96;100;100;100;100;76;100;97;100;88;100;63;100;40;30;4;4;10;10;9;10;10;6;5;5;7;5;5;6;8;2;1;8;8;8;8;9;2;10;5;3;5;4;4;6;7;8;2;2;4;4;3;3;3;6;4;8;8;8;2;9;9;8;9;9;5;0;34;5;100;5;24;4;15;10;16;6;1; ;0;1;1;1;3
1;37;0;4;2;1;50;10;100;20;100;100;100;40;50;30;30;100;20;44;100;50;50;70;10;7;10;10;10;10;10;10;10;10;10;10;10;10;10;0;10;10;10;10;10;0;0;10;10;10;10;0;0;0;0;10;0;0;10;10;10;0;10;10;0;10;10;10;0;10;0;0;0;10;10;100;100;5;100;50;24;8;30;40;1;5;1; ;5;2;1;1;1
2;56;0;6;2;3;94;0;100;89;100;90;99;90;100;77;92;100;76;100;100;80;50;40;8;7;9;5;7;10;10;5;2;2;5;5;10;10;10;0;0;5;6;9;5;7;10;9;8;10;8;9;9;7;3;5;9;2;9;5;8;0;8;8;0;8;8;8;1;5;6;1;5;5;8;55;50;7;105;1;16;4;30;20;15;9;1; ;4;1;1;2;3
2;24;2;7;6;3;100;0;100;100;100;95;100;100;61;100;100;100;100;100;100;0;150;20;10;7;9;7;10;10;10;0;0;0;0;4;10;10;5;0;1;10;10;10;10;10;7;10;10;10;10;6;8;10;10;10;10;0;9;4;6;0;5;5;0;10;10;4;0;10;0;0;5;6;10;17;100;10;105;5;30;4;30;15;2;9;6;Casnica;5;2;1;1;3
2;51;0;7;1;1;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;100;50;20;10;8;7;8;9;10;10;4;2;1;1;3;9;10;10;0;1;10;10;10;10;10;0;0;8;8;6;6;7;10;6;9;3;3;8;3;1;0;4;1;1;10;10;10;0;10;10;0;0;3;10;1;79;10;100;100;24;8;29;20;1;8;1; ;3;1;1;1;1
2;38;1;5;5;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;50;80;40;3;7;0;0;0;8;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;10;10;10;4;6;6;6;7;9;2;9;9;9;5;5;0;0;0;0;1;10;9;6;0;6;7;0;10;10;10;50;50;10;100;5;24;4;30;15;16;8;1; ;5;1;1;1;3
2;28;1;7;3;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;160;10;9;10;0;8;7;10;10;0;0;0;0;0;10;10;10;0;0;10;10;10;10;10;10;10;10;10;10;10;10;10;10;10;0;1;10;1;3;0;3;10;0;10;10;5;0;10;10;0;10;10;10;80;100;10;100;100;24;4;31;20;16;10;1; ;6;1;1;2;3
2;40;2;7;4;3;100;2;93;92;100;94;55;95;24;95;93;95;15;97;95;100;70;0;5;6;5;8;7;9;8;7;5;8;7;4;7;7;8;1;2;4;5;9;7;7;5;2;8;8;6;6;5;9;5;4;4;9;7;6;4;4;4;5;4;9;9;5;2;8;5;2;4;6;9;48;80;5;100;5;1;4;29;20;4;4;1; ;5;1;1;1;3
1;38;2;6;4;3;100;0;100;100;100;100;98;100;99;100;100;100;100;100;100;100;20;50;7;7;2;3;3;10;6;6;4;4;6;0;10;10;10;0;4;6;7;10;10;10;6;10;9;10;6;9;10;10;10;10;3;0;5;1;5;0;1;6;0;10;10;6;0;6;0;7;3;2;7;1;30;5;100;100;24;4;50;20;1;10;1; ;4;1;1;1;3
2;42;1;7;3;3;93;11;93;73;100;100;98;100;100;87;75;96;77;25;25;150;10;10;9;7;6;6;5;10;10;8;8;8;7;10;10;10;9;10;7;9;5;10;8;9;10;10;9;10;8;9;9;9;8;10;9;9;10;10;9;10;10;10;5;5;5;6;2;10;10;2;5;5;5;0;50;10;100;100;24;8;30;20;2;8;3; ;5;1;1;1;3
1;38;1;7;3;3;100;0;100;100;100;100;100;100;76;100;100;100;100;100;100;70;50;50;6;4;8;5;8;8;8;4;0;1;2;1;10;10;8;0;5;7;6;9;9;9;5;9;7;7;7;9;8;8;6;7;7;7;8;6;6;1;7;8;0;8;8;6;0;6;7;1;7;6;7;50;50;8;105;5;47;4;29;15;16;8;1; ;5;1;1;1;3
2;23;0;7;2;1;100;100;100;100;100;100;100;100;100;100;100;100;100;95;100;0;170;0;8;7;8;10;10;9;9;10;10;10;10;0;10;10;10;0;0;10;10;10;10;8;6;10;10;10;9;9;10;9;8;10;5;6;7;4;4;0;4;6;0;10;10;7;0;10;9;0;9;9;10;38;70;3;105;5;24;4;31;10;1;10;1; ;5;1;1;1;1
1;56;0;7;4;3;100;2;41;98;99;100;100;72;64;63;33;35;0;94;0;170;0;0;4;7;7;3;0;1;1;0;0;0;0;1;10;10;10;0;0;6;2;7;7;2;8;10;6;7;3;7;7;7;2;6;8;6;6;4;1;0;4;3;1;6;6;4;3;6;4;6;1;1;3;0;56;1;105;5;47;4;30;15;3;7;1; ;5;1;1;1;3
1;58;0;7;1;5;88;11;94;63;90;37;89;90;95;90;76;86;89;93;93;50;100;20;5;4;7;7;7;10;10;7;7;6;4;1;10;9;9;1;1;10;9;8;9;8;5;8;9;9;9;9;9;9;6;8;3;7;6;7;3;3;3;6;1;9;9;7;2;7;7;3;6;6;9;68;85;7;100;100;24;4;30;20;16;7;1; ;4;1;1;1;1
2;36;1;7;3;3;100;0;100;100;100;99;93;100;96;100;100;90;70;100;98;150;10;10;8;7;5;5;5;7;5;5;3;3;3;3;7;10;7;0;0;7;5;10;5;7;7;10;7;8;7;7;7;9;7;7;3;1;7;3;3;2;2;1;0;9;9;5;0;7;5;1;8;8;8;70;70;7;105;5;47;4;29;15;9;8;1; ;6;1;1;1;3
2;36;0;7;2;3;98;2;98;98;99;97;97;98;98;98;98;97;100;99;99;0;170;0;2;6;10;8;6;8;6;2;3;6;6;3;8;8;8;1;2;8;6;10;8;7;7;1;1;3;6;7;7;3;7;8;7;7;3;3;1;1;1;2;1;10;9;4;0;6;5;0;2;2;10;94;89;10;10;5;1;4;15;60;1;3;1; ;3;2;1;1;3
2;26;0;7;2;3;93;5;94;89;100;100;69;99;65;95;59;79;26;92;34;170;0;0;9;8;0;5;1;10;8;1;2;0;2;5;10;10;1;1;0;6;5;9;5;6;9;9;9;9;7;7;8;9;6;8;4;5;9;3;5;5;5;5;3;9;9;1;1;5;5;1;1;1;8;40;99;6;105;5;47;4;29;15;11;9;1; ;8;1;1;1;3
2;43;0;7;2;2;100;0;96;100;100;96;100;94;100;98;75;77;81;97;86;100;50;20;8;5;3;5;2;3;3;9;5;6;7;5;9;1;6;2;2;8;6;9;9;8;5;3;8;8;5;8;9;10;10;10;6;2;7;8;7;6;5;7;1;10;7;9;0;7;8;0;7;8;10;19;59;5;90;5;12;4;1;45;16;9;1; ;7;1;1;1;2
1;23;0;7;4;1;100;21;100;100;100;98;100;96;53;98;26;72;73;77;76;0;100;70;5;5;0;0;0;10;1;5;5;5;5;0;10;10;10;0;0;5;5;10;7;7;5;5;4;5;5;5;5;6;5;5;3;7;5;5;2;0;1;5;0;5;5;5;5;5;5;5;5;5;5;49;51;5;5;5;24;4;15;9;10;10;4; ;3;1;1;1;1
2;32;1;7;3;3;100;14;82;100;100;100;53;100;100;81;0;21;93;100;83;20;90;60;10;8;5;2;6;9;2;2;10;10;10;3;10;10;9;10;1;8;10;10;10;5;10;1;10;10;9;10;10;10;10;10;8;2;8;10;4;2;6;10;0;1;6;2;0;7;0;1;2;9;10;0;60;0;100;100;24;4;15;20;16;10;1; ;5;1;1;1;3
2;27;0;7;2;2;100;0;89;85;100;100;100;100;73;92;100;100;100;100;100;0;85;85;1;3;5;5;5;3;2;0;0;0;0;9;8;10;9;1;8;9;8;10;10;7;10;9;7;8;3;3;4;9;9;9;9;2;9;2;2;1;5;3;5;7;8;2;2;7;8;1;1;8;8;18;79;5;105;5;47;4;29;15;16;8;1; ;7;1;1;1;2
2;24;1;6;4;1;100;0;100;100;100;100;100;100;100;100;100;100;72;100;100;0;170;0;4;6;3;2;2;10;5;5;5;5;5;1;10;9;10;0;0;7;9;10;10;10;3;0;10;10;10;10;10;10;5;8;10;7;8;7;6;1;4;4;0;10;10;4;0;10;3;2;7;7;10;50;100;0;100;5;24;4;15;20;3;10;1; ;2;1;1;2;1
2;25;2;5;4;3;100;0;100;79;100;100;100;100;60;100;100;100;74;100;100;100;35;35;7;7;0;0;3;10;10;5;2;0;8;7;10;10;10;0;0;10;10;10;10;10;5;0;10;10;10;10;10;10;10;10;7;9;10;5;0;0;10;7;0;10;10;8;0;10;0;0;0;10;10;0;27;5;10;5;24;4;15;0;10;10;1; ;5;1;1;1;3
2;38;1;7;3;2;100;0;100;100;100;82;100;100;79;90;100;100;50;100;80;150;10;10;5;6;5;9;9;6;7;5;9;9;9;2;10;9;10;0;0;8;5;10;7;9;9;10;9;9;6;8;7;10;8;9;4;4;9;7;5;3;8;4;9;7;9;5;1;4;5;2;4;8;9;5;82;5;100;100;24;4;31;20;1;9;1; ;5;1;1;1;2
2;29;0;7;2;2;82;76;100;92;100;100;100;100;100;100;100;100;50;100;100;0;120;50;10;8;8;7;3;10;5;0;0;0;0;0;10;10;10;0;0;10;10;10;10;10;0;0;10;10;6;9;10;10;6;7;3;6;8;0;6;0;0;0;0;10;8;6;0;7;9;2;10;9;10;0;35;5;100;100;47;8;15;20;12;10;1; ;4;1;1;1;2
1;18;0;4;4;1;65;30;23;12;16;90;98;96;91;27;83;85;0;47;64;70;50;50;2;9;8;8;1;8;7;5;2;9;8;1;9;7;8;1;1;7;2;8;8;10;4;2;8;9;9;6;10;8;9;7;0;1;6;3;2;0;1;5;0;10;4;5;4;0;5;5;5;5;5;0;15;4;105;100;24;4;30;15;16;10;4; ;5;2;1;1;1
2;33;1;4;4;1;41;41;0;19;24;32;100;100;88;100;0;0;0;100;0;50;70;50;6;6;8;3;4;7;8;9;7;4;2;5;4;4;1;0;1;3;3;2;4;4;4;2;4;5;1;1;0;1;1;2;1;3;3;3;4;4;4;3;2;3;3;3;3;3;3;4;3;3;4;8;25;4;100;100;4;8;2;6;1;6;5; ;10;1;1;1;1
2;28;0;7;1;1;100;0;91;100;100;100;100;92;86;100;69;100;30;100;66;50;80;40;8;6;0;0;0;10;0;0;0;0;0;0;10;10;10;0;0;8;10;10;10;9;6;0;7;10;7;8;9;7;8;8;3;6;8;4;5;0;5;5;0;10;9;0;0;0;7;0;0;0;9;50;75;10;5;5;3;4;29;15;16;9;1; ;6;1;1;1;1
1;57;0;7;2;3;89;93;95;80;99;89;95;100;84;100;99;98;0;99;84;170;0;0;9;8;0;0;0;5;0;1;0;0;0;1;10;10;10;0;0;0;0;10;10;8;5;9;10;10;9;9;8;10;5;5;5;1;1;0;0;0;0;0;2;8;8;5;0;5;5;5;0;1;5;50;65;8;105;5;47;4;29;15;4;8;1; ;6;1;1;1;3
2;24;0;7;2;2;95;10;90;100;100;100;100;100;100;100;100;100;100;100;100;50;60;60;4;0;10;10;10;10;10;2;7;5;5;0;10;10;9;0;0;10;10;10;10;9;9;9;8;8;9;8;9;10;6;8;3;7;8;0;4;2;6;6;0;10;9;7;0;7;7;3;5;5;9;82;91;6;100;5;24;4;30;20;16;8;1; ;5;1;1;1;2
1;20;1;5;6;1;100;19;100;100;25;100;100;100;30;15;100;100;100;100;100;100;50;20;1;2;0;10;7;10;7;10;6;7;6;0;10;10;10;0;0;10;6;10;10;8;1;0;6;8;10;8;9;10;9;9;10;10;9;3;2;0;8;9;0;10;9;10;0;5;2;0;5;5;9;0;20;3;100;5;47;4;31;20;5;9;6;Elev;5;1;1;1;1
1;37;1;7;5;3;65;1;12;35;2;81;91;98;95;80;18;23;14;10;13;100;50;20;8;8;5;5;5;9;9;9;7;7;7;6;1;9;8;7;2;8;6;5;6;8;6;6;8;9;7;8;9;9;8;8;3;1;8;5;5;2;8;7;5;5;5;5;5;5;5;5;5;5;5;50;50;5;100;100;24;4;15;15;1;7;1; ;8;1;1;1;3
2;29;0;7;2;2;100;9;92;100;100;100;100;100;100;100;100;100;100;100;100;50;100;20;3;7;10;10;10;10;10;0;0;0;0;2;10;10;10;0;0;10;6;9;9;9;9;9;6;7;8;8;10;9;10;10;10;3;9;2;1;0;0;7;0;10;10;10;0;10;10;0;9;9;1;66;91;5;100;5;24;4;15;15;1;7;1; ;5;1;2;1;2
2;31;1;7;3;3;54;80;68;33;29;35;46;62;38;64;24;34;36;41;32;50;100;20;5;4;5;6;6;3;1;1;4;4;5;3;3;4;3;3;4;9;7;9;8;9;7;1;9;8;5;4;5;7;6;6;5;6;5;2;4;1;3;5;3;7;7;7;3;4;7;6;7;7;7;61;79;5;100;100;0;16;15;20;1;5;3; ;6;1;1;1;3
1;56;0;5;2;3;14;0;100;100;100;100;100;100;100;100;94;100;73;100;100;100;50;20;5;7;5;7;8;10;10;0;0;0;0;0;10;10;10;0;0;8;10;10;6;10;0;10;6;4;8;8;9;9;4;8;8;0;8;0;0;0;0;0;0;10;10;1;0;10;8;0;5;8;10;20;65;10;10;5;24;4;15;20;12;4;1; ;2;1;1;1;3
2;67;0;7;2;3;100;0;100;100;100;100;100;100;90;96;100;100;87;100;100;0;100;70;6;8;10;9;10;10;10;5;1;1;1;0;0;0;10;0;0;10;10;10;10;10;10;10;7;8;8;9;9;10;5;8;5;4;5;6;5;0;5;5;0;10;9;9;0;9;8;0;5;3;10;17;100;5;100;100;24;4;30;20;9;8;5; ;5;1;1;1;3
1;36;1;5;4;3;10;0;100;100;100;100;100;100;91;89;100;100;100;100;79;70;70;30;5;7;0;5;5;10;10;10;1;5;5;0;10;10;10;0;0;6;6;6;4;6;8;10;8;9;5;6;7;5;6;5;2;2;8;5;2;1;5;3;0;8;7;3;2;5;5;2;0;2;5;32;51;1;100;5;24;4;1;20;1;8;3; ;5;1;1;1;3
2;30;0;7;2;2;77;70;50;92;100;99;93;100;80;100;100;98;50;100;100;0;150;20;8;6;6;7;6;6;5;7;7;7;7;7;9;9;2;2;2;7;7;9;9;10;9;9;8;8;3;6;6;8;7;7;7;9;10;9;9;3;8;8;5;9;7;3;3;9;2;5;2;3;4;14;59;0;105;5;47;4;15;15;14;9;1; ;7;1;1;1;2
1;34;2;7;9;3;100;0;100;100;100;100;100;100;100;100;100;100;0;99;95;165;5;0;6;5;4;5;4;10;5;2;1;5;5;3;10;10;6;7;4;7;7;6;7;3;7;2;10;10;10;4;7;10;7;7;5;6;6;5;6;7;5;6;6;6;6;6;6;6;6;5;5;6;7;45;49;5;105;100;47;4;29;15;1;8;1; ;4;1;1;1;3
2;56;0;6;3;3;75;1;96;75;96;96;95;95;71;52;41;50;10;41;54;50;120;0;10;10;5;1;1;10;10;10;5;3;10;0;10;10;9;0;0;5;9;10;10;5;5;5;10;10;5;7;8;10;8;10;7;0;10;1;5;0;7;10;0;9;8;5;0;9;8;5;5;5;5;0;1;5;105;5;47;4;15;20;5;9;1; ;5;1;1;1;3
2;23;0;7;4;1;99;68;62;68;82;81;89;88;87;93;80;90;88;92;96;0;100;70;9;9;10;10;10;10;10;8;8;8;9;10;9;9;9;8;10;10;8;8;8;9;9;9;10;10;10;10;10;8;8;9;9;10;8;9;8;9;8;9;6;9;9;9;10;10;10;8;10;9;10;90;85;2;100;100;1;4;30;20;14;9;1; ;3;1;1;1;1
2;28;2;5;4;3;99;4;100;100;100;100;100;100;100;100;100;100;100;100;100;100;35;35;8;5;10;10;9;10;10;10;10;10;10;10;10;10;10;10;5;6;6;9;8;8;8;5;10;10;7;7;7;10;10;10;3;0;10;3;4;1;10;10;3;5;10;9;0;9;10;0;10;10;10;2;50;5;100;100;24;8;30;20;16;10;3; ;5;2;1;1;3
1;73;0;7;2;3;94;4;30;89;100;88;93;96;55;92;83;95;93;96;96;100;65;5;8;8;7;9;9;10;10;3;3;3;3;4;9;9;9;2;1;9;6;10;10;9;5;0;8;8;7;8;8;10;10;8;5;0;7;5;4;5;4;3;1;8;7;7;1;8;7;5;2;3;7;0;20;3;10;5;1;4;15;20;6;7;5; ;4;1;1;1;3
1;20;0;3;3;1;92;40;70;72;95;72;100;90;50;100;80;11;87;66;91;100;40;30;4;6;10;10;10;10;10;1;0;2;1;3;3;6;6;5;6;8;9;2;7;6;7;4;6;6;9;9;7;10;8;7;6;10;8;10;7;10;10;8;9;7;5;9;10;3;6;6;7;6;10;75;90;4;105;5;24;4;15;20;16;10;3; ;3;2;1;1;1
1;19;1;5;4;1;100;0;92;50;100;100;66;100;83;21;100;100;100;100;100;70;50;50;7;5;5;7;8;10;10;5;3;5;5;0;10;2;0;0;0;10;5;10;10;10;5;10;10;5;5;5;4;2;10;10;10;7;5;3;1;3;4;1;0;5;3;10;0;10;5;0;5;6;10;50;50;5;105;5;47;4;30;20;3;10;4; ;5;1;1;1;1
1;64;0;6;2;7;50;50;50;50;75;50;50;50;25;10;5;15;75;50;25;170;0;0;2;1;5;9;9;10;10;10;9;9;9;1;10;10;10;0;0;10;9;10;10;5;6;5;5;3;8;5;1;5;10;9;9;3;7;3;9;1;0;1;0;9;6;3;0;5;0;5;0;0;10;50;50;3;100;5;24;4;30;20;1;5;5; ;2;1;1;1;2
2;66;0;7;1;6;89;0;90;94;100;82;88;100;100;82;76;84;21;88;100;110;30;30;3;3;8;5;8;10;9;3;6;7;4;2;9;9;8;1;1;7;6;10;8;7;4;9;7;8;9;8;8;10;8;7;2;3;7;3;5;1;2;5;1;9;8;2;0;5;1;1;0;1;9;10;20;6;105;5;1;4;15;15;16;7;5; ;6;1;1;1;1
1;52;0;6;5;3;84;0;100;64;94;84;55;99;98;79;86;91;3;92;97;50;100;20;9;7;10;10;10;10;10;0;1;0;0;1;10;10;10;0;0;10;9;10;10;10;7;0;8;8;8;9;9;10;9;8;1;1;9;2;1;0;6;5;0;7;7;7;0;7;7;1;5;8;8;50;50;5;105;100;40;6;32;15;7;8;5; ;6;1;1;1;3
