sex;age;children;education;household_size;marital_RO;physical_contact1;physical_contact2;physical_contact3;physical_contact4;physical_contact5;physical_hygiene1;physical_hygiene2;physical_hygiene3;physical_hygiene4;physical_hygiene5;policy_support1;policy_support2;policy_support3;policy_support4;policy_support5;generosity1;generosity2;generosity3;psych_wellbeing1;psych_wellbeing2;collective_narcis1;collective_narcis2;collective_narcis3;national_identity1;national_identity2;conspiracy_theories1;conspiracy_theories2;conspiracy_theories3;conspiracy_theories4;open_mindness1;open_mindness2;open_mindness3;open_mindness4;open_mindness5;open_mindness6;morality_as_cooperat1;morality_as_cooperat2;morality_as_cooperat3;morality_as_cooperat4;morality_as_cooperat5;morality_as_cooperat6;morality_as_cooperat7;trait_optimism1;trait_optimism2;social_belonging1;social_belonging2;social_belonging3;social_belonging4;trait_self_control1;trait_self_control2;trait_self_control3;trait_self_control4;self_esteem;narcissism1;narcissism2;narcissism3;narcissism4;narcissism5;narcissism6;moral_identity1;moral_identity2;moral_identity3;moral_identity4;moral_identity5;moral_identity6;moral_identity7;moral_identity8;moral_identity9;moral_identity10;risk_perception1;risk_perception2;political_ideology;CRT1;CRT2;CRT3;CRT4;CRT5;CRT6;moral_circle1;health;employment;employment_other;ladder_answer;urban;tested_positive;know_tested_positive;marital
2;54;0;6;2;1;94;12;92;71;97;92;92;93;87;67;69;81;25;86;81;100;70;0;8;8;5;10;10;10;10;10;10;10;10;2;2;10;8;1;1;10;9;10;10;9;6;5;10;10;9;8;8;7;8;8;7;3;7;6;3;3;8;3;1;10;10;9;2;8;9;9;4;7;9;4;70;5;100;5;48;4;15;20;16;9;1; ;5;1;1;1;1
2;29;0;7;2;3;74;67;65;94;100;91;93;93;16;82;99;90;14;91;93;170;0;0;0;2;1;1;1;5;8;9;0;10;8;0;10;10;10;0;0;9;10;10;10;10;10;9;9;2;1;1;1;5;7;8;8;1;7;1;0;10;0;1;1;10;10;5;0;4;1;0;0;1;10;2;93;5;100;5;24;4;30;15;16;10;3; ;5;1;1;1;3
1;36;1;7;4;3;86;61;84;91;92;87;87;95;93;91;90;59;26;51;49;150;20;0;9;8;2;3;2;8;5;1;2;4;2;2;9;9;8;1;2;4;4;9;6;7;5;4;9;8;8;8;8;8;7;8;5;4;8;4;5;7;5;8;2;5;5;3;1;3;2;3;3;2;5;86;92;5;105;5;47;4;29;15;3;9;1; ;8;1;1;1;3
1;49;1;7;4;3;100;0;100;100;100;100;100;100;100;100;100;100;53;80;100;70;100;0;7;7;10;10;10;10;10;5;5;5;5;0;10;10;10;0;0;5;5;10;10;5;8;10;10;10;8;10;7;10;10;10;0;0;7;3;3;3;3;3;0;10;8;7;0;5;5;0;5;5;10;15;30;10;105;1;24;4;30;15;7;8;1; ;5;1;1;1;3
2;43;0;7;1;1;100;0;100;100;100;50;50;100;50;70;100;100;100;100;100;0;100;70;5;6;5;5;5;10;10;0;0;0;0;0;10;10;10;0;0;3;4;10;4;9;4;10;5;6;6;6;6;8;8;6;7;7;6;6;5;2;5;4;0;9;6;5;0;5;5;3;4;7;7;50;50;6;100;100;24;4;30;0;14;7;1; ;4;1;1;1;1
2;23;0;5;3;1;100;0;88;62;100;75;40;100;42;100;100;100;0;100;100;170;0;0;10;9;10;7;6;10;5;10;5;5;0;5;10;10;10;0;0;10;0;0;0;0;0;0;10;0;0;0;0;10;0;0;0;10;10;10;0;0;10;10;10;4;5;4;10;0;1;0;0;0;0;0;100;5;10;20;24;4;1;20;1;10;4; ;5;1;1;1;1
2;49;0;7;2;6;85;35;75;90;100;100;100;98;95;96;75;75;86;95;100;80;55;35;8;7;9;9;9;10;10;8;7;8;9;4;9;9;8;2;2;10;10;9;10;10;9;9;8;9;9;9;9;10;8;8;7;5;8;9;7;7;8;8;5;9;9;8;3;8;8;4;8;8;9;35;85;8;100;100;24;4;30;6;1;8;1; ;7;1;1;1;1
1;30;0;5;2;2;100;8;91;87;81;82;85;99;78;81;91;85;89;86;82;40;100;30;8;8;9;9;8;10;10;1;1;1;1;2;8;8;8;2;1;8;9;9;9;10;7;8;8;8;8;9;8;9;7;8;1;0;8;6;7;2;6;7;0;8;8;4;0;7;4;0;7;7;7;72;73;9;105;5;47;4;29;15;10;7;1; ;3;1;1;1;2
2;62;1;7;5;3;87;0;72;81;94;97;99;96;98;99;82;87;74;99;86;50;100;20;5;5;10;10;10;10;10;10;7;8;10;2;10;10;10;1;10;10;10;10;10;10;10;10;4;5;7;8;9;10;5;8;9;0;9;7;5;2;8;7;1;5;7;9;1;9;10;0;8;9;6;0;9;1;100;100;48;4;15;60;2;5;1; ;2;1;1;2;3
2;44;0;7;3;2;23;0;76;100;100;100;100;100;74;100;100;100;100;100;100;100;65;5;8;6;0;0;0;10;10;0;0;0;0;0;10;10;10;10;0;10;10;10;10;10;0;4;8;9;9;9;9;10;8;10;8;0;8;0;0;0;0;0;0;10;10;0;0;2;2;1;0;1;0;0;0;5;100;100;24;8;30;15;1;10;1; ;8;1;1;1;2
2;55;1;7;3;3;26;1;91;87;100;88;83;100;88;95;83;100;63;100;100;160;10;0;5;7;5;7;5;8;8;5;5;5;5;5;10;10;9;0;5;10;10;10;10;8;8;10;7;9;7;9;9;9;8;8;4;3;9;9;9;10;10;8;6;10;10;10;0;10;9;0;9;8;10;5;21;5;105;5;47;4;15;15;10;8;1; ;8;1;1;1;3
1;50;0;4;3;3;100;0;52;59;100;100;99;86;64;75;74;86;36;97;100;0;150;20;8;5;10;10;10;10;10;0;0;0;0;6;0;10;10;1;10;9;10;10;10;10;1;0;7;8;10;8;9;9;4;8;7;7;5;7;5;5;7;6;3;10;8;9;2;8;7;8;0;2;10;78;89;6;10;10;12;4;30;3;16;7;1; ;0;1;1;1;3
2;29;1;7;3;3;95;0;100;100;100;100;100;100;100;100;100;100;100;100;100;0;170;0;4;7;2;8;6;8;8;3;4;4;3;3;8;9;7;2;2;4;4;10;7;7;6;8;6;7;4;8;7;8;7;7;4;2;8;7;7;9;7;8;1;9;7;7;1;7;7;2;5;4;8;100;100;6;105;100;47;4;31;15;16;9;1; ;7;1;1;1;3
1;58;0;5;3;3;92;0;77;83;81;92;87;91;91;76;98;98;60;97;86;50;80;40;6;7;6;6;7;9;9;8;6;6;6;3;8;9;8;5;3;8;8;9;9;9;6;9;6;6;8;7;8;7;7;7;8;6;8;8;7;6;7;8;4;8;8;4;1;8;6;1;7;6;7;10;88;4;105;5;16;4;30;20;11;7;5; ;4;1;1;1;3
1;33;0;2;1;3;23;0;100;100;100;76;65;26;47;17;0;66;97;73;72;35;45;90;9;8;8;4;7;4;3;3;4;10;4;4;3;6;7;8;9;3;4;8;4;7;8;1;2;7;3;6;7;9;2;0;7;8;2;8;7;3;7;7;8;3;9;8;8;4;7;2;10;9;7;71;73;7;58;60;35;6;7;42;1;7;2; ;10;1;1;2;3
1;31;1;5;5;3;100;12;67;68;100;100;97;96;94;96;100;92;91;100;100;140;20;10;6;7;8;8;8;10;9;6;8;8;9;0;9;9;8;0;1;9;9;9;10;9;5;10;6;7;6;6;7;8;6;7;9;8;7;7;4;1;5;5;1;9;9;9;0;7;6;0;6;6;9;83;94;3;105;5;47;4;15;15;16;8;1; ;6;1;1;1;3
2;38;1;7;3;1;99;0;100;100;100;68;73;100;81;93;100;100;100;100;90;70;50;50;7;5;6;5;5;4;5;5;5;7;7;3;9;10;7;1;1;10;6;10;10;10;10;8;4;3;4;1;5;2;4;5;2;5;4;3;1;1;1;1;1;7;7;3;5;2;5;2;3;1;3;0;20;5;100;100;24;4;15;30;16;5;3; ;3;1;1;1;1
1;56;0;7;1;5;69;40;80;90;94;96;100;100;76;100;1;0;0;70;50;100;40;30;6;8;10;8;9;10;10;10;10;10;10;5;10;10;8;0;0;8;8;10;10;7;5;0;5;8;5;5;8;8;5;8;5;2;7;5;2;0;2;5;0;10;8;8;0;8;8;0;8;8;10;50;49;9;105;5;47;4;15;15;1;9;1; ;8;1;1;1;1
2;27;0;7;2;2;100;0;100;100;100;100;100;100;90;100;100;100;75;85;100;100;50;20;5;7;0;0;0;7;5;5;0;5;0;7;6;9;6;0;5;5;6;6;5;10;5;7;8;8;4;6;5;6;3;5;5;4;6;3;1;0;0;2;0;6;5;5;0;5;5;0;5;6;6;50;50;8;105;5;24;4;29;15;14;9;1; ;6;1;1;1;2
2;46;1;7;2;5;100;0;100;100;100;100;100;100;100;100;95;100;100;100;100;0;150;20;7;8;10;10;10;10;10;10;10;10;9;8;10;10;10;0;0;10;9;9;10;9;10;7;8;8;10;10;10;10;3;9;10;3;8;8;2;4;8;1;9;10;8;3;0;10;8;0;5;6;10;0;2;5;105;5;24;2;31;10;16;7;1; ;9;1;1;1;1
1;56;0;7;2;3;100;0;100;100;100;71;90;100;50;100;80;100;20;80;80;0;170;0;3;5;10;7;9;10;10;4;4;4;2;2;9;9;9;0;0;8;8;10;10;7;1;1;8;8;8;8;8;10;7;8;3;3;8;2;5;3;5;3;2;10;8;8;0;9;8;0;0;7;10;75;75;3;105;5;47;4;29;15;12;8;1; ;4;1;1;1;3
2;32;0;7;1;1;100;25;100;100;100;78;100;100;100;100;100;100;82;100;100;170;0;0;2;7;1;5;5;7;2;2;3;2;3;5;10;10;10;0;0;10;5;10;10;10;0;0;3;9;5;7;7;10;5;10;5;3;9;0;0;0;0;1;0;10;10;10;0;2;5;0;0;7;10;50;50;0;10;100;24;8;16;20;1;9;2; ;3;1;1;2;1
2;20;1;5;4;1;100;64;78;39;52;55;65;91;48;61;100;83;100;80;100;100;35;35;10;8;5;10;10;10;8;4;1;3;4;7;10;10;10;0;0;10;10;8;9;10;8;10;8;8;8;5;5;8;3;4;8;10;7;10;9;4;8;8;4;10;10;10;0;8;8;0;9;10;10;0;67;5;105;5;47;4;30;15;16;5;4; ;5;2;1;2;1
2;61;0;7;2;5;82;3;96;91;98;91;82;97;83;93;94;95;30;98;93;0;170;0;4;6;9;9;5;9;9;8;8;9;9;2;8;9;9;1;2;7;7;8;7;7;5;5;7;5;7;7;8;8;3;7;7;2;7;5;5;5;7;6;3;7;7;5;1;8;5;1;7;5;6;50;50;7;105;5;1;4;31;20;16;8;2; ;4;1;1;1;1
2;29;1;7;3;3;96;0;95;100;100;75;75;100;75;50;100;100;80;100;100;100;50;20;9;10;1;1;1;10;8;9;0;0;0;2;10;9;10;0;2;9;5;9;7;2;2;7;8;8;8;5;8;9;8;9;6;4;9;4;1;0;5;3;2;10;9;7;0;5;7;0;3;2;8;60;60;7;105;5;47;16;29;15;11;10;6;Concediu de maternitate;8;1;1;1;3
1;66;0;7;2;3;100;100;100;50;76;98;100;97;1;99;77;77;3;100;2;170;0;0;5;3;0;0;5;5;5;5;5;5;5;0;10;10;10;0;0;5;5;10;5;2;5;5;7;8;8;10;10;10;3;8;8;5;9;7;5;1;5;5;9;9;9;5;0;9;5;0;5;1;9;100;88;9;105;5;47;4;15;15;16;8;5; ;4;1;1;1;3
1;25;0;7;2;1;76;21;83;55;9;69;81;97;76;72;92;88;16;85;72;120;50;0;4;5;0;0;0;9;5;6;0;5;5;2;10;10;10;1;1;9;1;6;7;7;9;1;6;3;5;7;9;6;5;5;6;3;5;4;1;4;3;3;1;8;8;8;1;7;9;2;8;9;9;85;90;9;105;5;24;4;15;20;14;5;6;Angajat - somaj tehnic;5;1;1;2;1
1;43;1;5;4;3;100;0;100;100;100;90;90;100;100;100;100;100;70;80;81;70;50;50;8;6;5;5;5;10;5;5;1;1;1;0;10;10;10;0;0;5;5;8;8;5;5;5;8;8;5;9;9;10;9;7;1;2;9;1;1;5;5;5;0;10;10;5;0;9;5;0;9;9;9;10;50;5;100;5;24;4;15;15;16;9;3; ;4;2;1;1;3
2;60;0;7;1;5;57;41;88;86;98;100;100;100;98;87;50;72;35;68;88;70;50;50;6;6;7;7;7;7;7;7;8;9;10;4;8;8;7;1;2;9;8;9;9;8;5;7;7;7;7;7;7;7;6;5;7;7;7;5;6;2;6;6;2;7;6;6;2;5;6;2;5;6;7;29;22;10;105;5;12;4;29;15;1;8;1; ;6;1;1;1;1
2;39;1;7;3;3;100;0;100;100;100;100;100;100;100;100;76;0;0;85;100;0;85;85;7;5;6;6;5;7;5;10;10;10;10;0;0;10;10;0;0;10;10;10;10;10;0;2;10;10;7;5;5;5;10;10;3;0;10;10;5;0;0;6;0;10;5;5;0;7;2;9;3;4;8;0;60;10;10;100;24;8;14;0;1;4;1; ;8;1;1;2;3
1;38;0;7;4;1;100;0;100;100;100;100;100;100;100;100;80;100;80;100;100;0;120;50;9;7;10;7;8;10;10;5;5;5;5;6;10;10;10;0;0;10;10;10;10;7;8;0;10;10;8;9;9;10;9;10;1;0;10;0;8;5;5;7;1;10;10;7;0;9;10;0;7;7;10;2;50;5;105;1;47;4;30;15;11;10;1; ;6;1;1;1;1
1;33;2;6;5;3;100;1;100;100;100;100;100;100;99;100;100;100;26;100;100;150;20;0;8;6;5;5;5;10;10;3;0;1;0;3;10;10;10;0;0;10;10;10;10;10;7;8;10;10;7;7;8;9;10;10;5;0;9;8;5;0;5;3;2;10;10;5;0;5;4;0;5;3;10;50;50;5;105;100;24;4;31;15;1;9;1; ;6;1;1;1;3
1;52;0;5;3;3;100;0;100;100;100;100;100;100;75;74;85;100;23;100;100;140;20;10;5;6;5;5;4;10;8;0;0;0;0;3;9;9;9;2;2;10;3;10;8;4;9;10;10;9;8;9;9;10;9;9;8;4;10;4;6;6;6;9;2;10;10;7;2;6;6;4;3;6;9;66;68;8;105;5;47;4;29;15;10;9;1; ;6;1;1;2;3
2;68;0;3;1;6;100;0;24;100;100;100;100;100;100;100;100;100;100;100;100;70;50;50;8;8;10;10;10;10;10;8;7;7;7;6;10;8;8;8;9;10;6;9;5;7;3;3;10;10;9;7;10;10;10;10;7;0;7;7;6;4;8;8;1;7;7;8;1;7;7;1;2;1;5;16;32;5;100;100;24;2;15;20;16;8;5; ;5;2;1;1;1
2;56;0;7;3;4;22;0;14;81;98;93;100;100;100;100;100;100;23;100;100;130;30;10;4;6;7;4;4;10;7;3;1;4;3;6;10;10;10;0;1;4;6;10;7;5;9;10;4;5;4;5;7;7;3;7;8;7;6;5;2;8;7;2;1;7;8;7;0;9;6;3;9;10;8;35;100;6;100;100;47;4;15;20;1;5;1; ;3;1;1;1;1
2;53;1;7;3;3;100;0;100;100;98;100;100;100;100;100;100;100;100;100;100;150;20;0;10;10;10;5;5;10;10;10;5;9;10;0;10;10;10;0;0;8;8;10;10;5;5;5;10;10;5;10;10;10;10;10;0;0;10;0;8;0;10;0;0;10;10;0;0;10;5;0;0;10;10;0;20;5;105;5;47;4;29;15;16;10;6;Casnic;10;1;1;2;3
1;47;1;6;2;5;100;0;100;80;100;52;56;53;9;98;91;82;53;55;50;170;0;0;6;5;5;0;1;1;1;5;0;5;5;5;7;6;7;0;6;5;5;9;5;5;5;5;6;1;5;5;5;5;9;9;5;9;8;5;5;6;5;2;5;5;5;4;5;5;5;5;5;5;5;50;45;5;101;5;24;16;29;20;1;5;1; ;3;1;1;1;1
1;22;0;7;1;1;100;17;100;100;100;100;100;100;100;100;100;100;50;31;100;0;150;20;9;6;0;5;4;5;7;0;1;1;1;2;10;10;10;0;3;10;8;10;10;2;10;0;7;7;8;8;9;10;4;7;3;5;7;3;3;0;5;6;0;10;10;6;0;10;10;7;6;8;10;0;100;4;100;5;24;4;15;20;9;10;1; ;4;1;2;2;1
2;55;0;7;1;1;99;68;95;77;100;68;74;100;50;100;70;72;50;99;71;0;150;20;5;3;7;6;5;9;10;10;5;8;8;1;9;10;10;0;1;6;6;10;6;8;4;1;8;9;9;9;9;9;7;9;6;2;8;6;6;5;6;8;0;8;8;6;0;1;1;2;1;1;7;4;50;5;109;5;24;4;15;20;16;9;1; ;7;1;1;1;1
1;55;0;7;2;2;100;4;100;98;100;49;50;100;3;50;21;16;3;13;17;10;100;60;9;6;0;0;0;10;10;10;10;10;10;5;5;10;5;0;0;10;10;10;10;10;5;0;5;5;5;5;5;10;7;10;0;5;5;0;2;1;1;2;0;9;9;5;0;5;5;0;0;1;9;1;5;5;100;5;24;4;15;15;16;6;1; ;5;1;1;1;2
2;39;2;7;3;5;89;23;85;100;100;94;85;100;63;100;100;100;100;100;82;120;50;0;8;6;2;4;5;10;7;0;0;0;0;4;8;8;7;0;3;4;5;8;6;7;7;10;4;5;0;0;0;0;6;7;5;2;5;5;0;4;3;0;0;8;7;5;2;3;5;1;0;3;7;57;67;8;105;100;12;16;29;20;1;8;1; ;2;1;1;1;1
2;45;2;7;4;2;100;0;100;80;100;100;100;100;95;100;100;100;0;80;90;0;170;0;2;5;5;5;5;10;5;5;5;8;8;10;10;10;10;10;0;10;10;10;10;10;5;0;9;10;8;2;9;10;8;8;10;8;5;5;5;7;0;5;0;10;10;5;0;5;5;0;0;0;10;50;50;5;100;100;24;4;15;45;6;8;1; ;5;1;1;1;2
2;29;2;7;4;3;100;50;100;100;100;100;100;100;100;100;52;95;52;100;100;140;30;0;10;9;5;10;5;10;10;10;10;10;4;5;10;10;10;0;10;10;10;10;10;5;2;1;10;10;10;6;10;10;2;8;2;0;10;5;2;10;7;4;0;10;10;8;0;8;2;0;3;2;10;100;100;5;105;5;24;4;30;12;1;10;6;Concediu de ingrijirea copilului;5;1;1;1;3
1;58;0;5;3;3;88;7;100;98;97;74;97;100;63;64;100;100;100;100;100;170;0;0;5;7;4;4;1;9;8;1;0;0;1;3;10;9;10;1;2;8;6;6;7;6;6;9;3;5;8;8;8;10;4;4;7;6;6;7;2;3;5;5;4;9;8;7;2;7;3;5;4;6;10;77;100;8;100;5;47;4;29;20;4;6;5; ;6;1;1;2;3
2;37;0;3;4;1;100;16;88;99;100;100;100;98;96;94;94;89;80;43;47;100;40;30;6;9;7;7;8;2;7;7;7;8;9;7;8;4;8;6;6;6;5;6;7;8;6;7;6;7;9;7;7;8;7;7;8;9;7;7;6;8;8;6;8;6;5;7;6;6;8;8;7;8;6;78;69;6;10;50;90;8;15;30;1;7;1; ;1;1;1;2;1
2;42;1;7;3;3;83;17;87;87;89;90;90;89;93;88;38;31;34;31;54;150;10;10;5;5;3;5;5;5;3;4;7;9;8;4;9;8;8;2;4;8;7;9;8;6;3;2;8;8;8;5;8;8;4;8;8;5;7;7;5;3;4;3;2;8;8;3;3;5;4;3;3;3;7;0;15;8;105;5;24;4;30;0;1;8;1; ;5;1;1;1;3
2;22;0;3;2;2;28;1;62;28;86;98;98;79;22;3;95;98;97;98;97;100;70;0;6;7;0;0;0;10;3;0;0;0;0;3;8;10;2;0;2;8;1;10;9;3;2;2;8;7;10;9;10;3;10;9;2;1;5;0;0;0;0;0;0;9;5;2;2;2;5;3;1;1;7;2;97;8;105;100;24;4;15;15;15;10;1; ;5;1;1;1;2
1;42;1;7;4;6;100;50;100;85;100;100;100;100;100;100;100;100;100;100;100;100;50;20;9;9;10;7;8;10;10;10;0;8;0;0;10;10;10;0;0;10;9;10;7;10;7;9;9;10;9;9;9;10;9;10;3;0;8;2;7;10;8;8;1;10;9;7;0;7;6;0;5;6;10;50;100;9;100;5;24;4;1;20;10;9;1; ;5;1;1;1;1
2;53;0;7;2;2;100;0;99;98;100;100;100;96;93;99;95;100;96;97;98;0;100;70;1;5;8;9;8;10;10;10;9;10;10;6;5;9;6;1;3;7;7;10;10;9;9;9;8;9;5;5;5;8;6;7;7;6;6;8;6;5;6;5;5;7;7;6;3;7;7;7;1;2;6;7;7;5;10;5;24;4;15;0;16;7;1; ;5;1;1;1;2
2;48;1;7;3;5;70;60;66;86;97;92;91;95;90;85;94;93;94;95;95;50;100;20;5;4;5;5;5;4;5;2;2;2;2;2;9;9;8;1;1;8;5;9;8;7;9;8;5;5;5;6;7;8;5;5;5;6;5;5;4;5;5;6;5;7;8;7;1;5;5;2;5;6;8;50;50;7;10;100;12;16;30;10;10;5;1; ;5;1;1;1;1
2;40;2;7;3;5;100;0;100;100;100;100;100;100;100;100;100;83;0;100;87;0;100;70;1;8;10;9;10;10;10;9;10;10;8;2;10;10;2;0;2;10;10;10;10;10;6;10;10;10;9;9;9;10;10;10;0;1;9;3;1;4;6;6;0;10;10;10;0;10;10;0;10;10;10;88;99;5;105;100;47;8;31;15;1;10;1; ;5;1;1;1;1
1;35;1;7;3;2;100;30;100;76;71;100;100;100;100;80;100;74;100;100;72;170;0;0;6;8;0;3;7;8;7;10;8;7;3;7;10;10;10;3;6;9;7;7;7;1;6;9;7;7;6;7;7;6;6;7;8;0;7;8;6;6;10;7;4;7;6;7;1;7;6;8;7;6;6;10;78;3;100;100;24;4;15;20;16;7;1; ;5;1;1;1;2
2;52;1;7;5;3;99;100;100;100;100;100;100;100;100;100;100;100;100;100;93;0;170;0;7;8;5;7;10;10;10;9;8;9;7;0;10;10;10;0;1;8;7;10;10;10;6;7;6;5;6;7;7;9;7;8;7;1;5;5;1;1;4;6;1;8;5;7;0;7;7;9;7;7;9;50;50;5;5;5;47;4;29;15;16;6;6;Casnica;6;1;1;1;3
1;62;0;7;2;2;94;3;100;100;100;100;100;100;100;100;100;100;0;100;100;120;40;10;7;8;5;5;5;9;7;0;0;0;0;4;7;7;7;1;0;5;5;5;5;5;5;5;8;8;6;5;7;7;8;8;5;2;7;6;7;7;7;7;2;7;7;4;3;8;5;3;2;2;7;51;70;1;60;25;2;12;29;3;3;7;5; ;4;2;1;1;2
1;38;1;7;3;3;82;0;85;100;100;100;73;100;74;100;75;100;85;100;100;20;75;75;6;5;3;5;6;10;8;8;2;5;7;1;1;9;9;1;1;8;1;5;1;8;7;8;8;7;5;7;7;8;7;5;5;1;8;1;3;0;8;7;0;5;6;1;1;3;2;3;1;1;5;48;61;9;105;5;24;4;30;15;6;7;1; ;4;1;1;1;3
2;38;2;7;4;3;100;0;96;100;100;100;100;100;100;100;100;100;100;100;100;0;150;20;8;7;8;8;7;10;9;6;5;6;7;4;10;10;9;0;0;10;10;10;10;10;4;10;10;10;10;7;10;10;9;10;8;0;8;0;0;0;6;4;0;10;10;10;6;10;10;10;10;10;10;57;58;0;10;100;5;16;15;10;1;8;1; ;3;1;1;1;3
1;35;0;7;2;2;100;0;100;75;100;100;100;100;100;0;100;100;100;100;100;170;0;0;0;0;0;0;0;2;3;10;10;10;0;0;10;10;10;0;0;6;9;10;7;0;10;10;0;0;0;0;0;5;9;9;1;1;3;3;0;5;0;4;10;0;1;1;4;6;7;10;8;9;0;100;100;4;5;20;47;16;30;15;1;3;1; ;3;1;1;1;2
1;66;0;5;3;3;80;14;74;60;51;90;88;94;38;45;87;100;16;20;23;50;50;70;7;4;0;1;0;10;5;5;5;3;2;1;10;9;9;5;3;10;10;10;9;5;4;0;10;10;9;8;8;10;10;10;9;7;4;5;3;3;5;5;0;9;9;3;9;7;8;8;2;2;9;84;85;0;100;5;24;8;15;0;3;5;5; ;4;1;1;1;3
2;43;2;7;4;3;90;100;100;100;100;70;70;100;0;80;100;100;1;80;80;100;50;20;7;6;5;5;5;5;5;9;0;5;1;2;10;10;10;0;0;9;2;9;9;5;5;5;5;6;2;1;5;5;10;5;1;1;5;5;3;1;2;5;0;10;8;8;0;8;5;0;5;5;8;50;50;5;100;5;47;4;29;15;5;7;1; ;7;1;1;2;3
2;51;0;7;3;3;98;0;100;97;100;100;98;99;98;99;100;97;99;100;100;100;50;20;10;9;10;8;5;10;10;3;0;0;0;3;10;9;9;0;1;5;5;5;5;8;2;2;9;9;8;9;8;9;8;8;2;8;5;1;1;1;7;5;5;10;9;7;0;5;5;1;5;8;10;50;62;10;10;20;24;8;30;20;2;9;1; ;5;1;1;1;3
1;48;2;7;4;3;100;0;100;100;100;100;100;100;100;100;100;100;100;100;100;170;0;0;7;6;5;5;7;8;10;7;7;8;7;2;0;0;0;0;2;7;6;10;10;10;8;10;10;10;10;10;10;10;10;10;2;1;10;6;4;3;10;6;2;8;6;7;2;8;7;2;2;7;8;100;100;5;105;5;48;8;31;15;2;7;1; ;7;1;1;1;3
2;22;0;7;2;1;100;30;100;100;100;50;79;100;81;74;85;100;100;100;91;170;0;0;2;4;5;7;5;8;3;0;0;0;1;4;4;9;7;0;5;4;0;10;3;9;5;10;1;3;4;5;4;8;5;7;8;6;4;6;3;5;5;5;3;8;5;5;0;6;3;4;10;10;6;50;74;5;105;100;24;4;30;15;11;5;3; ;5;1;1;1;1
2;62;0;6;2;2;99;1;100;98;100;100;99;100;98;100;100;100;100;100;100;100;50;20;10;9;0;2;7;10;10;2;0;1;1;4;10;10;7;0;4;4;6;10;10;10;3;6;9;10;8;10;10;10;9;10;2;0;9;3;6;2;10;9;0;10;10;7;0;10;3;0;5;10;10;0;60;10;100;100;24;4;15;20;15;10;5; ;5;1;1;1;2
2;47;0;7;2;2;100;2;94;96;99;64;61;60;0;14;63;98;27;97;98;160;0;10;4;5;8;8;8;10;10;10;10;10;10;10;7;10;4;0;6;10;10;10;10;6;6;5;6;9;7;7;7;10;10;10;6;3;10;6;3;4;6;3;2;9;9;6;0;9;9;0;9;7;9;0;15;6;10;100;24;16;30;20;8;9;1; ;5;1;1;2;2
2;55;0;7;2;5;92;94;90;99;100;98;98;99;97;97;92;99;97;99;98;70;100;0;8;7;6;5;4;9;4;5;5;4;4;3;9;9;9;1;1;5;4;3;4;4;3;3;8;8;2;2;8;10;9;9;5;0;6;7;3;3;4;3;0;9;9;8;0;7;6;4;1;0;9;0;95;9;105;5;47;4;7;15;6;9;1; ;7;1;1;1;1
2;42;2;7;4;3;89;96;97;98;93;97;92;99;40;64;97;100;100;100;98;150;20;0;5;4;5;5;9;10;9;5;1;0;1;5;1;2;2;0;5;9;10;10;10;9;5;4;5;4;5;4;4;10;5;4;3;7;5;4;4;4;5;4;2;8;7;7;9;5;6;5;5;5;5;58;85;3;5;100;96;8;15;15;10;4;1; ;5;1;1;1;3
2;53;0;5;4;5;98;1;98;99;46;77;98;99;75;98;93;95;96;96;97;50;100;20;8;4;4;7;6;8;7;4;2;5;7;1;8;8;2;1;2;6;10;9;6;6;7;7;3;4;6;2;2;7;4;4;4;2;4;2;2;3;6;3;1;5;7;4;0;9;3;0;1;1;5;44;69;10;10;100;24;8;15;20;16;4;1; ;0;1;1;1;1
2;50;0;5;3;3;94;0;96;59;3;99;93;100;92;48;93;92;58;98;96;170;0;0;2;5;10;6;6;4;0;5;6;7;6;1;10;9;9;0;0;9;7;10;7;9;5;9;1;4;4;7;8;7;0;3;10;4;4;7;1;4;0;4;0;4;4;1;1;3;1;7;1;1;5;35;55;5;90;100;24;8;15;20;14;9;1; ;4;1;1;1;3
2;46;2;7;4;3;11;11;84;96;99;84;87;100;17;98;81;96;99;100;87;100;70;0;6;5;2;6;2;9;9;2;2;3;2;3;8;8;6;2;2;5;4;7;6;6;4;5;8;8;7;6;6;7;5;6;6;5;7;4;4;4;6;4;3;6;5;4;3;2;2;4;1;1;5;50;73;6;100;5;24;4;30;20;5;9;1; ;7;1;1;2;3
1;42;2;5;4;3;100;100;83;82;100;100;100;100;100;0;100;71;100;64;74;150;20;0;4;6;8;7;7;10;7;10;10;10;6;0;10;10;10;0;2;10;3;8;8;2;5;8;9;8;8;10;9;10;7;9;7;3;10;4;3;6;5;3;3;10;10;8;0;10;10;0;2;10;10;100;100;0;100;5;24;4;30;15;10;7;1; ;3;1;1;2;3
1;19;0;5;1;1;100;0;0;100;100;100;100;100;100;100;100;100;40;100;100;50;50;70;10;0;0;0;10;10;10;0;0;0;0;0;10;10;10;0;0;10;0;10;10;10;0;0;10;10;10;10;10;10;10;10;0;0;10;0;0;0;0;0;0;10;10;0;0;10;0;0;10;10;10;0;100;10;100;100;24;4;14;20;3;10;4; ;5;1;1;1;1
