caseid,q1_1,q1_2,q1_3,q1_4,q1_5,q2_1,q2_2,q2_3,q2_4,q2_5,q3_1,q3_2,q3_3,q3_4,q3_5,q4_1_1,q4_2_1,q4_3_1,q5_1,q6_1,q7_1,q7_2,q7_3,q8_1,q8_2,q9_1,q9_2,q9_3,q9_4,q10_1,q10_2,q10_3,q10_4,q10_5,q10_6,q11_1,q11_2,q11_3,q11_4,q11_5,q11_6,q11_7,q12_1,q12_2,q13_1,q13_2,q13_3,q13_4,q14_1,q14_2,q14_3,q14_4,q15_1,q16_1,q17_1,q17_2,q17_3,q17_4,q17_5,q17_6,q18_1,q18_2,q18_3,q18_4,q18_5,q18_6,q18_7,q18_8,q18_9,q18_10,q19_1,q19_2,q20_1,q21,q22_1,q23,q24,q25,civilstatus,children,jobsituation,jobsituation_other,q26,q27,q28,q29,q30,gender,age,profile_age1,profile_age2,profile_age3,region,household_income,profile_education,tot_time,endtime
1300163220,100,0,80,100,100,6,10,10,5,10,10,10,7,10,10,80,10,10,3,5,5,5,5,5,1,7,1,1,1,5,10,6,6,0,0,9,4,10,10,9,10,9,5,5,7,3,5,8,5,10,2,2,5,0,1,2,5,5,7,2,10,7,5,1,6,8,8,2,2,7,50,70,5,1,5,50,300,4,3,2,3,"",3,2,1,1,213,1,47,2,6,3,5,4,7,559.42,2020-04-28 05:20:25
1300137288,10,10,50,50,100,5,5,8,1,7,5,5,1,1,9,41,55,4,9,8,10,5,10,10,10,1,1,1,1,8,10,8,9,10,1,5,6,8,5,5,6,9,8,6,1,7,7,10,9,5,5,1,5,5,1,1,1,1,1,5,9,9,1,1,1,2,5,7,8,8,20,20,9,1,8,50,300,4,1,2,1,"",8,1,1,1,213,2,68,3,11,5,2,5,4,2151.823,2020-04-28 05:21:31
1300425280,100,10,100,100,100,10,10,10,10,10,8,10,7,10,10,54,45,1,3,1,9,5,5,10,10,5,5,5,5,5,7,8,5,5,5,5,5,5,5,5,5,5,3,7,5,5,5,10,5,8,5,5,5,0,5,5,5,5,3,5,5,5,5,5,5,5,5,5,5,5,90,50,5,9,5,50,900,6,1,0,5,"",5,2,1,1,213,1,74,4,12,6,3,13,7,1409.599,2020-04-28 05:29:21
1300137070,100,80,100,100,100,10,10,7,9,10,8,10,5,9,10,50,50,0,5,6,8,8,8,10,10,10,5,3,5,5,5,7,7,1,5,5,5,10,9,5,5,5,5,6,8,7,9,10,10,9,1,1,7,8,5,5,5,7,5,2,7,9,5,5,9,9,5,7,8,5,50,50,6,5,6,50,3,4,3,2,5,"",7,1,1,1,213,1,75,4,12,6,4,12,7,1315.427,2020-04-28 05:32:21
1300038084,90,0,90,90,100,2,2,10,10,10,10,10,10,10,10,100,0,0,10,8,1,5,2,10,9,2,1,1,1,1,10,9,9,1,5,5,7,8,8,7,8,7,10,10,10,10,10,10,10,9,1,1,6,0,1,2,1,2,1,1,9,9,5,1,9,9,1,5,7,10,90,80,3,5,8,50,0,0,3,2,2,"",8,2,1,1,213,1,61,3,9,5,2,10,6,868.225,2020-04-28 05:17:30
1300113072,50,10,90,90,90,6,5,9,1,3,6,8,3,5,4,70,10,20,4,6,1,2,1,10,3,0,0,0,0,4,7,10,7,3,2,5,4,6,5,5,4,6,5,6,7,7,7,6,8,5,6,6,4,0,4,2,0,0,0,1,10,5,1,1,5,3,4,5,5,7,20,30,1,2,8,50,3,7,3,0,5,"",5,2,1,1,213,2,72,4,11,6,4,5,7,1352.155,2020-04-28 05:33:38
1299946066,10,30,50,80,100,6,5,3,4,9,5,8,7,7,8,100,0,0,5,6,5,2,0,10,10,0,0,0,0,2,10,8,10,0,0,7,5,8,4,3,7,7,5,6,8,6,9,9,6,7,8,7,6,0,2,1,3,3,3,1,6,6,3,3,2,2,3,2,2,5,70,70,7,2,8,50,300,7,3,2,1,"",7,1,1,1,213,2,41,2,5,3,2,12,6,757.279,2020-04-28 05:34:07
1300051984,100,0,70,100,100,7,7,10,2,10,5,5,5,5,5,50,34,16,1,2,2,5,5,10,10,5,1,1,1,5,1,5,5,5,5,5,5,5,5,5,5,5,7,8,8,8,8,10,5,5,5,1,5,5,5,5,5,1,1,1,5,5,5,5,5,5,5,5,5,5,100,100,9,9,5,50,9000,4,1,2,5,"",5,1,1,1,213,1,64,3,10,5,3,2,6,934.597,2020-04-28 05:40:42
1299878776,100,100,100,100,100,8,6,6,2,10,7,10,5,9,10,85,15,0,5,7,5,5,5,10,10,5,5,5,5,7,10,10,10,10,3,9,8,10,9,6,7,4,6,4,9,7,8,8,7,5,5,1,3,0,6,5,3,5,1,1,6,7,5,5,5,3,5,1,5,5,50,60,5,16,3,50,900,4,3,2,5,"",4,2,1,1,213,1,69,3,11,5,5,3,1,2371.887,2020-04-28 05:41:16
1300075834,100,70,90,60,100,8,9,7,3,9,7,10,7,3,9,41,50,9,6,6,1,2,3,5,4,0,0,0,1,2,6,8,9,1,2,7,4,10,5,6,8,9,6,7,4,7,7,5,3,8,9,9,4,0,7,5,6,5,5,5,8,8,6,1,6,0,3,3,4,9,70,80,5,4,7,125,3,7,1,0,2,"",4,2,1,1,213,2,26,1,2,1,5,3,2,1435.461,2020-04-28 05:42:02
1300067374,100,0,100,100,100,7,7,7,5,10,10,10,10,10,10,0,50,50,5,5,0,5,0,10,10,0,0,0,0,5,9,9,9,0,1,5,5,5,5,5,5,5,5,5,0,5,5,5,5,5,7,7,5,0,0,0,0,0,0,0,8,8,0,0,5,5,2,0,0,7,50,50,3,16,2,0,0,0,1,0,1,"",5,2,1,1,213,2,64,3,10,5,3,4,2,698.512,2020-04-28 05:42:44
1300084878,70,10,80,90,100,8,8,8,3,7,10,10,5,10,7,71,23,6,8,9,5,6,5,10,7,1,1,1,1,3,9,9,9,1,2,5,5,5,5,7,2,5,7,9,2,8,8,10,7,7,5,2,7,0,2,1,3,5,5,1,6,5,1,0,7,0,6,5,0,7,0,20,5,2,7,50,3,4,3,0,4,"",5,1,1,1,213,2,26,1,2,1,4,12,2,1089.291,2020-04-28 05:48:28
1300152360,80,10,100,100,100,9,10,10,5,10,0,0,0,0,0,100,0,0,8,8,9,9,9,10,10,9,0,0,0,1,10,10,10,0,0,5,5,10,5,5,5,10,9,9,6,6,8,8,7,8,1,0,7,0,1,1,1,1,1,1,10,10,10,0,10,5,8,9,9,9,0,0,8,4,9,25,3,7,3,2,1,"",9,2,1,2,213,2,50,2,7,4,1,11,6,727.103,2020-04-28 05:49:52
1300444412,100,10,90,80,100,9,10,8,7,10,10,10,6,9,9,20,40,40,6,6,0,0,0,6,6,0,0,0,0,0,10,10,9,0,1,1,1,7,5,7,6,9,7,8,8,10,9,10,8,7,5,3,7,0,1,0,1,1,0,0,10,8,5,0,8,7,0,1,5,9,40,50,4,14,10,25,3,7,1,0,4,"",6,1,1,1,213,2,22,1,1,1,4,1,3,1044.238,2020-04-28 05:51:41
1300027382,80,20,90,100,100,10,10,10,5,10,10,10,5,10,10,100,0,0,7,8,5,5,5,10,10,1,1,1,1,10,10,10,2,1,1,5,7,10,6,9,6,10,10,10,10,10,10,10,10,10,1,1,7,5,5,5,1,5,5,1,5,5,5,5,5,5,5,5,5,5,30,40,3,7,5,50,3,4,3,3,1,"",5,2,1,2,213,2,61,3,9,5,2,7,4,805.913,2020-04-28 05:53:46
1300152398,0,1,0,0,0,1,1,1,1,0,0,0,0,0,0,30,70,0,0,2,0,0,0,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,50,300,4,3,1,3,"",4,2,1,1,213,1,40,2,5,3,5,3,4,720.879,2020-04-28 05:54:30
1300439638,100,10,30,70,100,8,8,5,5,10,3,10,9,9,10,6,50,44,7,7,5,6,6,10,8,1,1,1,1,5,10,10,10,5,1,5,5,9,6,5,9,5,9,9,8,9,10,10,6,4,5,5,5,10,1,1,10,1,1,10,1,5,5,5,5,5,5,5,1,1,60,50,5,9,9,50,3,4,3,0,6,Efterløn,5,1,1,2,213,2,63,3,10,5,2,3,4,1553.113,2020-04-28 05:55:31
1299665488,100,10,100,100,100,7,7,10,5,10,10,10,8,10,10,75,25,0,5,5,5,1,1,10,5,1,1,1,1,1,10,10,5,1,5,1,1,5,5,1,5,10,6,5,10,10,10,8,10,10,10,1,5,0,1,1,1,1,1,1,5,5,5,5,5,3,7,1,1,1,40,60,6,16,7,50,3,4,3,2,5,"",5,2,1,1,213,1,69,3,11,5,4,3,1,1196.757,2020-04-28 05:56:56
1299954416,100,10,10,10,10,6,6,4,4,7,1,3,3,3,8,100,0,0,7,7,0,0,0,9,1,5,2,1,1,6,6,6,6,4,1,0,0,0,0,0,0,0,5,5,5,5,5,4,5,5,5,5,8,0,1,5,1,5,1,5,5,1,1,5,5,1,5,0,5,5,100,90,5,4,99,50,900,0,2,0,1,"",5,1,2,2,213,1,39,2,5,2,1,12,3,1036.7,2020-04-28 05:57:11
1300137110,100,0,80,100,100,8,8,10,5,8,10,10,3,9,9,60,25,15,7,8,1,5,5,6,5,0,0,0,0,6,10,10,10,0,0,5,5,5,5,5,5,5,8,8,8,6,8,9,8,6,1,0,5,0,10,0,5,5,0,5,8,5,1,5,2,5,5,0,1,5,50,60,5,1,8,50,300,4,3,2,5,"",7,1,1,1,213,2,68,3,11,5,3,12,4,967.413,2020-04-28 05:57:32
1300085136,50,60,30,50,30,1,1,0,1,1,0,1,5,3,3,100,0,0,9,8,5,5,0,10,5,0,0,0,0,5,10,10,10,0,2,1,1,9,2,0,8,10,8,10,10,9,10,7,7,9,4,3,7,0,1,1,0,0,5,0,6,5,1,1,1,1,3,1,1,1,60,60,7,14,7,25,3,7,3,0,1,"",8,2,1,1,213,2,35,2,4,2,2,11,4,1161.7,2020-04-28 05:58:09
1300137202,100,20,100,100,100,10,10,10,3,5,10,10,5,10,10,50,50,0,7,9,0,0,0,8,6,0,0,0,0,5,10,10,10,0,0,5,8,8,5,5,8,8,7,8,7,7,7,7,5,5,10,5,7,0,5,0,5,5,0,5,10,5,5,0,5,5,4,5,8,5,10,10,4,14,8,25,300,7,3,2,5,"",4,1,1,2,213,2,63,3,10,5,1,10,1,1543.979,2020-04-28 05:58:21
1300075338,100,10,100,100,100,10,10,5,1,10,10,10,10,10,10,100,0,0,8,10,1,1,1,10,10,1,1,1,1,1,10,10,10,1,10,10,10,10,10,10,10,10,10,10,10,10,10,10,5,10,7,1,8,1,1,1,1,10,1,1,5,5,5,1,10,10,8,1,2,8,80,80,5,9,9,50,3004,4,3,2,1,"",5,1,1,1,213,1,52,2,7,4,1,9,6,573.087,2020-04-29 04:57:02
1300125578,90,30,80,100,100,8,10,10,10,10,10,10,1,10,10,50,50,0,2,6,1,1,1,10,8,1,1,1,1,1,9,9,9,1,1,5,4,8,6,7,7,2,2,2,4,2,3,9,1,10,9,2,2,0,1,1,6,1,1,1,7,8,1,1,1,1,1,2,5,7,50,50,7,1,5,50,300,6,2,2,1,"",5,2,1,1,213,1,48,2,7,3,3,8,4,830.592,2020-04-28 05:59:53
1299799794,90,10,90,90,100,6,7,10,5,9,7,9,4,10,7,98,2,0,10,9,9,9,8,10,10,6,0,1,1,4,9,8,8,9,7,7,5,7,7,5,4,4,8,8,8,7,7,9,8,9,3,5,8,0,6,5,4,6,5,3,9,9,5,2,7,5,1,5,8,9,20,30,7,1,9,50,3000,16,3,3,5,"",6,2,1,1,213,1,67,3,10,5,5,6,1,1153.492,2020-04-28 06:01:35
1299705196,90,50,30,100,100,1,2,1,1,5,1,2,2,5,2,99,1,0,2,2,1,5,0,2,2,1,1,1,1,3,9,5,8,0,5,5,5,5,4,5,5,5,2,2,2,5,6,5,5,8,7,6,1,0,3,1,6,2,1,2,5,5,1,5,1,1,1,1,1,1,50,50,1,1,0,50,3,7,2,1,5,"",2,1,1,1,213,2,70,4,11,6,3,5,6,1100.108,2020-04-28 06:05:57
1299908316,70,0,50,100,100,5,5,4,5,10,10,10,5,10,10,50,40,10,7,6,1,1,1,9,5,0,0,0,0,3,10,10,10,0,0,4,5,5,5,5,5,5,8,10,5,10,9,9,3,5,8,1,6,0,1,1,1,1,1,1,5,3,1,1,1,1,5,1,1,5,50,50,4,1,3,50,300,7,2,2,2,"",6,1,1,1,213,1,57,3,8,4,3,5,6,878.293,2020-04-28 06:06:48
1300101856,100,0,100,100,100,8,5,10,5,5,5,10,5,10,10,85,12,3,8,5,5,7,5,9,9,5,5,1,1,1,9,9,9,1,1,5,5,5,5,2,5,5,5,5,5,5,5,5,5,5,1,1,1,0,1,1,1,1,1,1,5,5,1,5,1,5,7,1,1,2,20,30,8,16,5,50,3,0,3,0,5,"",2,2,1,1,213,1,77,4,12,6,2,8,7,1012.038,2020-04-28 06:07:30
1300101898,90,30,80,80,100,6,7,8,1,3,2,5,5,5,7,75,25,0,3,6,4,5,4,10,5,2,1,1,1,6,6,6,6,5,5,6,5,6,6,6,6,5,5,5,5,4,4,6,4,4,8,2,5,6,4,4,6,5,3,3,5,5,5,5,5,5,5,6,6,6,50,50,5,16,5,50,3,4,3,2,1,"",7,1,1,1,213,1,43,2,6,3,5,9,4,641.696,2020-04-28 06:07:38
1300037792,80,30,50,100,100,10,10,10,10,10,10,10,1,10,10,89,8,3,5,5,5,5,5,10,10,0,0,0,0,1,1,10,10,1,1,8,8,8,5,9,5,5,8,7,9,9,9,9,5,10,5,3,8,0,5,5,1,9,7,8,10,5,10,10,10,10,5,5,5,8,50,50,6,16,8,50,3,6,2,0,5,"",3,1,1,1,213,2,53,2,8,4,1,3,6,869.781,2020-04-28 06:11:12
1300125572,90,10,100,100,100,9,10,9,10,10,10,10,10,10,10,100,0,0,5,6,1,1,1,7,5,1,1,1,1,5,9,10,10,1,2,10,10,10,10,10,10,5,1,5,5,5,5,7,1,1,10,2,1,0,1,1,1,1,1,5,9,9,1,1,1,1,1,1,1,6,70,70,5,14,6,125,900,2,3,1,6,jobafklaringsforløb,6,2,1,1,213,1,43,2,6,3,3,3,4,735.733,2020-04-28 06:12:16
1300101712,70,50,70,100,100,5,10,10,5,10,10,10,5,10,10,100,0,0,5,5,5,6,6,10,10,6,5,5,5,5,8,8,8,0,2,8,7,8,7,5,5,8,5,5,5,5,5,9,7,8,5,1,7,0,5,5,5,5,6,5,8,6,5,0,5,5,1,5,5,7,50,50,3,1,5,50,1,4,3,0,5,"",3,1,1,1,213,2,51,2,7,4,5,12,6,1386.924,2020-04-28 06:13:00
1300113044,50,10,20,90,100,8,8,2,0,5,5,5,5,10,10,100,0,0,7,8,1,5,1,10,6,5,1,1,1,5,10,10,10,0,7,5,4,6,5,2,5,6,10,10,2,5,8,4,5,8,2,6,9,0,2,2,5,1,1,0,5,5,2,2,2,5,5,0,0,0,10,30,6,14,6,25,3,7,3,3,1,"",9,2,1,1,213,2,53,2,8,4,1,10,5,782.812,2020-04-28 06:14:37
1300137214,100,10,100,100,100,6,6,10,5,10,7,8,5,10,10,50,25,25,4,3,1,10,1,10,10,1,1,1,1,1,10,10,10,1,1,6,6,10,6,9,8,9,9,7,10,10,10,10,3,6,5,2,8,0,1,1,1,1,5,1,10,10,5,1,9,10,3,6,5,7,60,80,5,14,5,50,3,7,1,0,1,"",7,1,1,2,213,1,52,2,7,4,1,7,6,1001.326,2020-04-28 06:16:11
1300467202,40,50,20,100,100,10,10,10,0,10,8,8,5,8,8,100,0,0,7,7,5,5,1,10,3,1,1,1,1,1,9,9,9,1,1,5,1,7,7,5,7,7,8,9,8,8,8,8,9,8,5,1,7,5,1,2,5,1,1,1,9,7,1,1,1,2,9,1,1,8,50,50,3,1,10,25,300,16,2,0,4,"",5,2,1,1,213,1,22,1,1,1,1,13,2,789.115,2020-04-28 06:19:03
1300152066,100,30,40,100,100,7,7,5,5,9,10,10,10,10,8,0,100,0,6,7,6,7,6,10,7,1,1,1,1,5,8,8,8,1,5,5,5,5,6,6,6,6,7,7,7,7,7,7,3,7,6,1,6,0,2,5,3,6,5,2,7,7,5,5,5,5,5,3,7,6,30,30,6,4,5,50,300,7,1,0,1,"",7,1,1,1,213,2,43,2,6,3,3,6,6,962.027,2020-04-28 06:19:18
1300067778,80,100,50,100,100,9,7,7,2,8,5,2,8,2,1,50,25,25,9,7,1,3,3,9,9,0,0,0,0,7,9,9,9,2,2,9,8,10,6,6,4,1,6,6,9,6,6,8,5,8,9,6,5,0,5,5,7,5,3,9,9,5,2,1,7,7,1,7,5,9,10,10,3,4,4,25,3,7,3,0,5,"",5,2,1,1,213,2,70,4,11,6,4,3,7,1118.203,2020-04-28 06:19:59
1299934532,0,0,100,100,100,10,10,10,5,5,10,10,8,9,8,100,0,0,10,7,6,5,5,9,9,1,1,1,1,5,10,10,10,1,1,5,5,5,5,5,5,5,9,9,9,9,9,9,1,9,5,1,9,0,2,2,2,2,3,1,8,9,6,1,9,9,1,5,8,5,90,90,6,5,8,50,3,4,1,3,1,"",8,1,1,2,213,2,49,2,7,3,2,5,6,873.535,2020-04-28 06:22:08
1300037672,80,80,60,80,100,8,6,10,1,8,7,10,8,10,10,5,50,45,8,7,5,5,0,9,7,0,0,0,0,5,0,10,10,0,0,5,5,5,5,5,5,5,9,9,4,5,5,5,9,10,2,1,6,0,4,2,1,1,1,0,9,5,8,0,5,5,5,5,1,1,30,30,5,11,8,50,3,7,3,2,1,"",7,1,1,2,213,2,42,2,5,3,1,7,5,1042.625,2020-04-28 06:23:36
1300067576,80,50,80,100,100,7,10,5,1,7,5,5,5,5,8,93,5,2,7,9,5,5,5,10,10,1,1,1,1,3,10,10,10,1,1,5,5,5,5,5,5,5,8,8,5,8,9,7,5,7,5,1,7,0,5,1,1,1,5,1,5,5,8,2,8,5,5,5,5,5,10,10,7,1,10,50,100,2,1,0,5,"",6,1,99,2,213,2,68,3,11,5,4,2,4,1542.938,2020-04-28 06:24:23
1300037366,100,50,100,100,100,8,7,10,1,7,8,8,6,8,9,100,0,0,7,7,1,1,5,10,8,5,1,1,1,4,7,8,9,1,1,5,6,7,6,5,7,8,7,8,5,4,5,8,4,7,8,5,4,0,6,5,4,7,2,1,5,6,5,3,1,2,5,5,1,1,70,80,5,3,5,50,300,4,2,2,6,Hjemmegående,4,1,1,1,213,1,36,2,4,2,2,12,6,856.235,2020-04-28 06:24:52
1300480884,100,10,100,100,100,10,10,8,8,10,10,10,10,10,10,99,1,0,7,9,5,5,5,10,9,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,9,8,5,5,8,10,5,10,5,1,5,10,5,5,1,5,3,1,5,1,5,5,5,5,5,5,5,5,50,50,4,7,4,50,300,4,3,2,2,"",8,1,1,2,213,2,53,2,8,4,1,11,3,827.086,2020-04-28 06:24:53
1299705176,100,10,50,100,100,1,1,10,3,10,10,10,10,10,10,100,0,0,6,6,8,5,5,10,10,1,1,1,1,5,5,10,10,10,1,1,5,5,5,5,5,5,10,6,3,8,8,2,5,10,4,1,10,0,6,5,5,5,5,5,10,10,5,5,5,7,5,5,1,5,0,10,7,1,5,50,900,4,3,2,1,"",7,2,1,1,213,2,64,3,10,5,3,8,4,690.869,2020-04-28 06:24:57
1300466500,80,50,70,90,100,10,10,10,9,10,9,10,9,10,10,75,25,0,5,6,6,5,3,10,10,5,2,2,2,2,9,9,10,5,0,7,7,7,8,7,7,7,5,6,10,10,8,8,6,6,5,2,3,0,3,1,2,1,1,1,10,10,8,0,8,5,0,5,5,10,80,80,3,1,9,50,300,4,3,2,6,efterlønner,5,1,1,1,213,1,64,3,10,5,5,5,5,1490.154,2020-04-28 06:25:29
1300085010,80,0,40,80,100,8,8,10,0,7,10,10,10,10,10,63,0,37,10,5,0,0,0,5,0,0,0,0,0,0,10,10,10,0,0,3,3,3,3,3,3,3,1,1,1,5,5,7,8,5,5,2,2,0,5,2,0,0,0,0,10,9,0,0,2,0,0,0,0,10,40,10,1,16,9,50,300,7,1,0,6,ønsker ikke at svare,5,1,99,99,213,2,25,1,2,1,1,12,2,1184.186,2020-04-28 06:25:38
1300051394,100,0,100,100,100,8,8,10,1,5,5,5,0,10,10,51,49,0,5,8,5,1,5,10,10,1,0,0,0,5,10,10,10,0,1,0,5,5,5,5,5,5,9,10,8,8,5,9,5,9,7,0,8,0,1,5,1,5,2,1,5,5,5,5,5,5,5,5,5,5,50,10,8,2,9,50,900,4,3,3,1,"",6,2,1,2,213,1,44,2,6,3,1,10,5,779.166,2020-04-28 06:27:13
1300067496,100,10,100,100,100,0,0,10,0,10,9,10,8,10,10,25,75,0,7,8,0,0,0,10,10,0,0,0,0,7,10,10,5,10,3,5,10,10,10,10,10,10,6,10,0,1,5,3,9,10,10,5,5,0,0,1,2,1,1,4,10,5,0,0,1,0,5,0,0,5,10,20,6,10,5,25,3,4,2,2,4,"",7,2,1,1,213,2,42,2,5,3,1,1,1,1102.945,2020-04-28 06:27:26
1300037764,100,10,100,100,100,10,8,10,2,10,5,5,2,5,10,50,50,0,8,8,5,5,2,10,8,0,0,0,0,3,7,7,5,1,3,5,5,5,5,5,5,5,8,8,7,5,9,8,9,9,6,1,7,0,0,0,0,0,0,0,9,10,5,0,8,8,5,9,8,6,50,50,2,14,8,50,3,7,1,2,1,"",5,2,1,1,213,2,46,2,6,3,2,5,3,774.939,2020-04-28 06:27:49
1300125986,100,10,75,100,100,8,8,9,6,7,10,8,8,10,10,42,53,5,8,9,5,4,2,7,7,1,1,1,1,3,9,9,9,1,1,9,7,8,7,5,6,2,8,9,6,6,8,7,5,7,2,5,6,0,1,4,3,4,1,1,7,7,5,2,5,6,5,4,3,5,50,40,6,16,99,50,3,8,3,0,1,"",6,1,1,1,123,2,40,2,5,3,1,7,4,822.423,2020-04-28 06:32:51
1300101582,90,10,90,90,100,8,8,2,5,5,10,10,7,10,10,10,80,10,9,9,5,10,1,9,2,0,0,0,0,0,10,10,10,0,0,1,1,1,1,1,3,7,9,9,7,7,7,4,7,8,7,5,8,0,2,1,0,2,2,0,1,1,0,8,1,7,9,2,1,0,50,50,6,9,3,25,3,7,3,0,1,"",8,1,1,1,213,2,60,3,9,5,4,10,7,1759.507,2020-04-28 06:34:06
1299928124,100,10,50,100,100,5,5,10,5,10,5,5,1,9,9,90,10,0,5,10,5,6,5,10,10,5,6,6,5,5,10,10,10,1,7,0,0,5,5,2,9,5,5,5,9,9,9,9,8,8,8,8,3,0,6,1,3,6,6,4,8,7,1,1,7,7,5,8,8,7,50,50,5,16,6,50,3,8,3,2,5,"",5,1,1,2,213,2,80,4,13,7,1,3,6,1317.714,2020-04-28 06:34:22
1299889640,50,100,0,80,100,4,4,0,0,10,10,10,5,10,10,100,0,0,8,7,5,5,2,9,7,1,1,1,1,9,10,10,10,0,0,5,5,10,5,5,10,10,9,9,3,5,10,2,5,8,6,1,6,0,5,5,5,5,2,0,10,8,6,0,0,6,0,8,8,10,80,80,6,7,8,25,3,7,1,1,1,"",7,1,2,1,213,2,56,3,8,4,3,5,6,663.018,2020-04-28 06:34:23
1299928318,90,20,90,80,100,5,5,10,3,10,9,10,5,10,10,100,0,0,7,7,8,7,6,10,10,5,1,5,5,1,10,10,10,0,0,7,7,5,10,5,9,10,7,6,7,8,10,10,6,6,7,4,5,0,0,1,2,1,0,0,10,8,5,1,9,4,1,1,3,7,20,30,5,16,7,125,3,7,1,0,1,"",5,2,1,1,213,1,54,2,8,4,4,4,6,1885.667,2020-04-28 06:34:45
1300101376,3,1,3,3,3,3,3,3,3,3,2,2,2,2,2,60,34,6,3,3,2,2,2,2,2,1,1,1,1,2,3,3,3,1,2,2,3,3,3,2,3,3,2,3,2,4,3,5,2,2,3,1,3,0,3,2,1,2,1,2,3,3,3,1,3,3,1,2,3,3,3,3,2,10,3,50,300,4,2,1,1,"",6,1,1,1,213,1,49,2,7,3,1,9,6,1228.904,2020-04-28 06:35:50
1299898454,80,10,70,90,100,8,8,9,6,10,8,9,6,8,9,33,33,34,8,8,5,7,4,8,8,0,0,0,0,3,8,8,9,1,2,8,8,9,7,7,5,7,8,9,6,7,8,8,5,6,6,3,7,0,6,5,3,5,5,1,8,8,7,1,5,5,3,5,5,7,80,80,5,11,7,25,3,7,3,2,1,"",8,2,1,1,213,2,51,2,7,4,4,11,7,1177.959,2020-04-28 06:36:26
1300125982,100,0,100,100,100,10,10,10,5,5,10,10,0,10,10,100,0,0,6,9,0,5,0,8,7,0,0,0,0,5,10,10,10,0,10,7,6,9,8,7,6,9,10,10,8,10,10,7,10,10,2,1,10,0,5,5,6,5,7,5,5,5,0,0,5,0,5,0,0,0,10,20,6,3,10,25,3,7,3,2,5,"",10,2,1,1,213,2,52,2,7,4,2,11,6,1034.703,2020-04-28 06:41:18
1300037766,80,20,90,100,100,10,10,10,10,8,8,10,9,9,9,50,0,50,8,9,1,1,1,5,5,4,3,0,4,5,9,10,10,0,0,6,8,9,8,8,5,8,10,9,8,8,8,8,6,8,5,1,8,0,5,1,1,1,6,1,8,9,8,0,8,0,4,8,8,8,50,50,4,16,8,0,300,7,3,2,1,"",7,1,1,1,213,2,33,1,4,2,1,5,4,959.124,2020-04-28 06:41:20
1300085190,90,10,50,90,100,5,5,5,3,8,9,10,7,9,9,100,0,0,5,5,1,0,0,6,5,0,0,0,0,1,10,9,9,0,1,5,5,8,5,5,5,5,7,7,8,8,8,8,5,7,5,2,6,0,3,1,1,1,1,5,7,7,6,0,5,5,6,5,5,5,10,10,7,4,7,25,3,7,3,2,1,"",6,1,1,1,213,2,57,3,8,4,4,11,7,961.103,2020-04-28 06:42:16
1300162926,60,10,50,100,100,10,10,9,5,8,10,10,10,10,10,70,15,15,7,8,0,1,0,10,5,0,0,0,0,0,10,10,10,0,0,7,7,7,6,6,5,9,4,5,6,8,9,9,5,5,2,3,5,0,3,5,0,5,2,0,8,7,2,0,5,6,0,8,8,6,10,20,4,12,7,25,3,6,3,3,5,"",6,1,1,2,213,2,69,3,11,5,4,9,4,2039.531,2020-04-28 06:42:18
1300067624,90,30,40,90,100,9,9,9,5,10,5,5,5,5,8,95,5,0,5,6,5,5,5,10,10,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,6,6,7,1,6,9,5,5,5,6,5,6,5,5,3,5,5,5,5,5,5,5,5,6,6,50,50,5,1,5,50,900,4,3,2,1,"",7,2,1,1,213,1,41,2,5,3,4,9,3,634.455,2020-04-28 06:43:20
1299889620,100,0,100,100,100,10,10,9,9,10,10,10,10,10,10,100,0,0,9,9,0,0,0,10,10,0,0,0,0,1,10,10,10,0,0,5,7,10,7,10,10,10,8,10,6,10,10,10,6,10,6,1,10,0,6,2,0,7,2,1,10,10,5,0,4,6,0,0,0,10,20,30,8,5,9,50,3,7,3,2,1,"",7,2,1,1,213,2,48,2,7,3,2,10,6,585.61,2020-04-28 06:43:29
1300492588,100,50,70,30,100,1,1,1,1,10,10,10,7,10,10,50,50,0,8,8,8,8,8,10,10,1,3,1,2,9,10,10,8,0,6,10,7,8,8,0,8,7,10,10,5,6,7,6,4,3,8,5,7,0,6,0,7,0,5,0,10,6,0,0,4,0,0,0,0,5,40,40,10,3,6,50,3,7,1,0,4,"",4,1,1,1,213,2,32,1,3,2,1,12,6,775.432,2020-04-28 06:44:56
1300488390,100,0,100,100,100,5,5,10,5,5,8,10,2,10,10,50,50,0,8,7,8,5,5,10,10,5,1,0,1,1,10,10,10,7,1,5,5,9,4,2,5,5,7,7,10,10,10,10,5,9,5,1,8,0,2,5,5,6,5,1,10,10,5,0,9,8,0,9,9,10,50,50,4,2,7,50,3,4,2,0,1,"",6,2,1,1,213,1,59,3,9,4,4,7,4,922.889,2020-04-28 06:45:12
