condition,labID,exclude,BL_adhere_1,BL_avoid_1,BL_avoid_2,BL_avoid_3,motiv_1,motiv_2,motiv_3,motiv_4,motiv_5,motiv_6,motiv_7,motiv_8,defy_1,defy_2,defy_3,defy_4,intention_1w,avoid_1w_1,avoid_1w_2,avoid_1w_3,intention_6m,avoid_6m_1,avoid_6m_2,avoid_6m_3,avoid_6m_4,avoid_6m_5,avoid_6m_6,avoid_6m_7,manip_1,r_manip_2,r_manip_3,age,gender,educ,essen_job,COUNID,month
3,19,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
2,19,0,7,1,1,2,4,4,4,1,4,4,1,1,4,4,4,4,7,7,1,1,24,24,8,24,24,24,24,24,1,4,4,NA,NA,NA,NA,CHL,May
1,19,0,2,1,5,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
2,19,0,7,7,7,7,7,7,7,7,7,7,7,7,1,1,1,1,7,1,1,1,24,24,24,24,24,24,24,24,7,7,1,56,1,4,2,CHL,May
2,19,0,7,7,7,7,2,1,1,1,1,1,1,1,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
2,19,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
3,19,0,6,7,6,7,6,7,7,7,6,7,7,7,4,4,5,2,7,7,6,7,24,24,24,24,23,24,12,24,7,2,3,NA,NA,NA,NA,CHL,May
2,19,0,7,1,7,1,7,7,7,7,1,7,7,7,1,1,1,1,7,1,7,1,24,24,24,24,24,24,12,24,3,7,7,NA,NA,NA,NA,CHL,May
3,19,0,7,1,1,1,6,6,6,7,7,6,7,7,1,2,2,2,7,1,1,1,NA,24,24,24,24,24,4,4,6,2,2,58,1,9,2,CHL,May
3,19,0,7,7,7,7,2,6,6,6,6,2,6,6,1,1,1,1,7,1,1,1,24,24,24,24,24,24,24,24,2,5,5,39,1,9,2,CHL,May
3,19,0,7,7,7,7,1,7,5,7,4,1,7,7,2,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
3,19,0,6,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
1,19,0,7,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
2,19,0,7,7,7,7,4,4,4,7,7,1,6,5,4,6,5,4,7,7,7,7,8,24,8,8,24,24,8,8,4,4,4,42,2,9,1,CHL,May
2,19,0,6,1,1,1,6,4,2,6,7,6,7,6,7,5,4,6,6,1,1,2,NA,NA,NA,NA,NA,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
2,19,0,6,6,7,7,1,7,7,7,1,1,7,7,1,1,1,1,7,1,1,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
3,19,0,6,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
1,19,0,7,1,7,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
3,19,0,7,7,7,7,1,7,1,7,1,7,7,7,1,1,1,1,7,7,7,7,21,24,24,24,24,24,24,24,1,7,1,NA,NA,NA,NA,CHL,May
1,19,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
1,19,0,6,1,1,1,NA,NA,NA,7,4,NA,NA,5,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7,NA,NA,NA,NA,NA,CHL,May
2,19,0,7,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
3,19,0,7,7,6,6,6,7,7,7,NA,7,7,7,6,2,6,2,7,7,7,7,24,24,24,24,24,24,24,24,6,2,2,73,1,10,2,CHL,May
1,19,0,7,7,7,7,7,7,7,7,1,7,7,7,1,1,2,6,1,7,7,6,24,24,24,24,24,24,24,24,2,2,3,66,2,8,2,CHL,May
2,19,0,7,7,7,7,1,7,1,7,1,1,7,7,1,6,1,1,7,7,7,7,24,24,24,24,24,24,6,24,4,7,7,38,2,9,2,CHL,May
2,19,0,7,7,7,7,7,7,7,7,1,7,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,1,24,6,7,2,36,1,10,1,CHL,May
3,19,0,7,7,7,7,1,7,7,7,4,1,7,7,1,4,4,1,7,7,7,7,24,24,24,24,23,23,12,24,1,7,6,49,2,9,2,CHL,May
3,19,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
2,19,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
3,19,0,6,7,7,7,7,7,7,7,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,CHL,May
1,19,0,7,7,7,7,4,6,5,6,5,4,6,6,2,6,3,4,7,7,7,7,24,24,20,24,24,24,24,24,7,7,7,48,2,10,2,CHL,June
1,20,0,5,5,5,4,3,6,3,7,3,3,6,6,1,3,2,1,5,6,6,4,24,18,18,24,24,18,0,24,4,3,3,43,1,5,2,FIN,May
2,20,0,6,6,7,6,4,5,3,7,5,3,6,6,5,6,5,5,6,6,6,6,24,12,16,24,16,8,24,24,2,1,2,35,1,5,2,FIN,May
1,20,0,6,6,7,7,2,7,6,6,5,2,7,7,2,2,2,2,7,6,7,7,24,24,24,24,24,24,24,24,6,6,6,47,2,4,2,FIN,May
3,20,0,6,7,6,6,4,5,5,6,6,3,5,5,2,5,5,2,6,7,6,6,6,0,4,4,24,2,2,24,3,3,3,47,2,5,2,FIN,May
3,20,0,6,6,6,6,5,6,5,5,4,5,6,6,2,4,4,2,5,3,6,6,24,24,0,24,24,24,24,24,3,4,3,35,2,4,2,FIN,May
2,20,0,6,6,6,6,5,4,6,6,5,5,6,7,2,5,5,3,6,6,6,6,24,24,24,24,24,24,24,24,1,4,1,36,1,5,2,FIN,May
1,20,0,7,7,6,7,4,5,6,7,4,7,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,6,7,6,39,2,5,2,FIN,May
3,20,0,6,1,2,2,1,5,1,6,1,1,7,7,1,5,3,1,6,6,7,6,24,8,8,2,24,24,24,24,2,7,4,55,2,3,2,FIN,May
3,20,0,7,6,7,6,3,7,2,6,2,2,6,7,1,6,2,2,7,6,7,6,24,24,24,24,24,24,24,24,5,7,7,36,2,5,2,FIN,May
3,20,0,6,7,6,6,4,6,6,6,1,1,7,7,1,3,1,1,7,7,7,7,6,24,24,8,24,24,8,24,6,7,6,58,2,5,2,FIN,May
3,20,0,6,6,6,6,3,5,4,4,3,3,5,7,1,4,5,1,6,6,6,6,24,24,4,8,24,24,12,24,4,6,3,33,2,5,2,FIN,May
2,20,0,6,7,6,5,2,6,5,6,2,4,6,6,2,2,2,2,6,7,6,6,20,24,24,24,24,1,5,24,3,6,4,52,2,5,1,FIN,May
3,20,0,6,7,7,6,1,7,5,7,1,1,7,7,1,1,1,1,7,7,7,6,24,24,24,24,24,24,24,24,5,7,7,40,2,5,2,FIN,May
2,20,0,2,7,6,6,1,2,1,2,1,1,1,5,7,7,7,7,1,2,2,2,2,24,2,2,3,0,0,24,1,1,1,57,2,3,2,FIN,May
1,20,0,5,7,7,5,5,6,7,6,6,6,6,7,2,5,2,2,6,7,6,6,24,24,24,15,24,8,15,24,5,6,4,35,2,5,2,FIN,May
2,20,0,3,5,6,7,5,2,2,5,7,7,2,6,4,7,7,3,5,5,5,6,4,12,5,3,24,24,1,8,3,1,1,41,2,5,2,FIN,May
1,20,0,6,6,7,7,4,6,5,7,6,4,6,7,2,5,3,4,6,6,7,6,24,24,8,24,24,24,10,24,5,4,4,54,2,4,1,FIN,May
3,20,0,5,6,7,7,5,5,6,7,3,4,7,7,1,1,1,4,7,6,7,7,24,2,4,24,24,24,8,0,3,2,3,35,1,5,2,FIN,May
2,20,0,4,5,5,5,2,4,3,4,2,5,5,6,3,5,6,4,3,3,6,6,4,1,4,4,12,4,0,8,2,1,3,36,2,5,2,FIN,May
3,20,0,7,7,7,6,3,7,5,7,1,5,7,7,1,1,1,1,5,7,7,7,12,4,24,2,24,2,8,14,5,5,3,59,1,4,2,FIN,May
3,20,0,4,3,6,2,6,3,5,3,6,7,5,5,2,6,2,2,2,1,7,1,4,0,0,8,4,0,0,0,6,3,5,36,2,5,2,FIN,May
1,20,0,5,7,7,6,5,6,5,7,5,4,7,7,2,6,5,2,7,6,7,6,13,24,24,24,24,4,24,24,4,2,3,46,4,4,2,FIN,May
2,20,0,7,7,7,6,4,3,2,4,4,4,2,6,4,6,6,4,6,7,6,4,8,24,24,4,24,0,3,24,4,4,4,56,1,5,2,FIN,May
3,20,0,3,1,3,1,6,4,1,2,2,5,2,4,6,5,5,5,2,1,5,3,0,0,0,0,24,0,0,0,3,4,2,35,4,3,2,FIN,May
3,20,0,2,3,7,1,5,6,5,5,5,3,6,6,2,6,2,3,5,2,6,2,10,10,5,16,16,5,10,24,2,6,3,NA,2,5,2,FIN,May
2,20,0,6,6,6,7,1,4,3,6,2,6,6,6,2,5,5,2,6,3,6,7,24,20,3,20,24,24,5,24,2,2,3,60,2,5,1,FIN,May
2,20,0,6,1,2,2,6,6,4,6,2,4,6,7,1,1,2,1,6,7,7,6,24,24,24,24,24,24,5,24,4,7,6,61,2,5,2,FIN,May
3,20,0,6,7,7,7,3,6,5,6,2,4,6,7,1,3,2,2,6,7,7,7,24,24,24,24,24,24,24,24,5,6,6,43,2,5,2,FIN,May
3,20,0,4,NA,NA,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
3,20,0,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
1,20,0,6,7,7,5,4,7,6,7,3,7,7,7,1,4,4,4,7,7,7,5,24,24,24,24,24,0,24,24,6,4,4,50,2,5,2,FIN,May
3,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
2,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
2,20,0,6,6,6,6,3,4,3,5,5,5,5,6,5,4,5,5,6,5,6,6,8,8,8,16,12,8,5,8,2,1,2,34,2,5,2,FIN,May
1,20,0,5,4,5,1,4,3,5,5,3,5,5,5,2,6,5,2,5,2,5,3,9,24,1,24,9,12,4,2,4,2,4,23,2,3,2,FIN,May
2,20,0,6,7,7,5,4,3,4,6,4,5,5,6,5,5,6,5,4,4,4,4,12,12,16,8,24,0,0,24,1,1,2,NA,2,5,2,FIN,May
2,20,0,7,7,7,7,4,7,5,7,5,5,7,7,2,5,5,2,7,7,7,7,24,24,24,24,24,24,24,24,5,1,2,50,2,5,2,FIN,May
1,20,0,6,6,7,6,2,2,3,4,2,3,6,7,1,2,3,1,6,6,7,7,24,24,24,24,24,24,24,24,3,5,3,49,1,5,2,FIN,May
1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
3,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
3,20,0,6,4,3,2,3,5,3,5,2,6,5,5,2,2,3,2,5,1,6,3,12,18,2,4,8,7,8,24,3,2,2,54,1,5,2,FIN,May
1,20,0,6,6,7,6,6,6,6,6,3,6,6,7,2,4,3,2,7,7,7,7,24,22,22,22,24,24,0,24,5,5,3,53,2,4,1,FIN,May
1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
2,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
1,20,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
2,20,0,6,6,7,7,3,5,4,5,3,3,5,5,5,7,6,5,6,6,6,6,24,24,5,24,24,24,24,24,2,2,1,42,2,5,2,FIN,May
3,20,0,6,6,7,7,5,2,6,6,6,1,7,7,1,2,1,1,6,7,7,7,24,24,3,24,24,24,24,24,6,7,6,39,2,4,1,FIN,May
2,20,0,6,7,7,6,3,6,5,7,3,3,6,7,5,3,5,4,6,7,7,6,NA,NA,NA,NA,NA,NA,NA,NA,2,2,2,54,2,5,2,FIN,May
2,20,0,5,7,5,7,6,6,5,5,2,6,7,7,1,7,7,7,7,7,7,7,24,12,12,24,24,4,4,4,5,3,6,63,1,5,2,FIN,May
3,20,0,7,7,7,7,2,7,6,7,2,2,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,3,7,3,34,2,5,1,FIN,May
2,20,0,5,6,7,6,5,6,6,6,4,5,7,7,1,2,2,2,7,7,7,6,24,10,6,24,24,6,0,24,4,7,6,68,2,5,2,FIN,May
3,20,0,7,7,7,7,2,7,1,7,3,3,6,7,1,1,1,1,7,6,7,7,24,21,20,23,24,24,21,24,2,6,6,39,2,5,2,FIN,May
1,20,0,4,5,5,5,2,3,2,5,2,2,5,5,5,2,2,4,4,3,7,5,4,3,0,0,6,2,0,2,5,6,4,50,2,5,2,FIN,May
1,20,0,6,5,6,3,5,5,5,4,6,2,6,6,2,3,1,2,4,5,5,3,24,4,8,24,24,0,24,24,4,5,3,37,1,5,2,FIN,May
3,20,0,6,7,7,7,4,6,6,7,4,4,7,7,1,2,1,2,7,7,7,7,24,24,24,24,24,24,24,24,4,7,7,64,2,5,2,FIN,May
1,20,0,4,4,6,4,5,6,5,6,6,5,6,7,1,5,1,1,6,6,7,5,24,0,24,0,24,24,2,24,6,3,6,56,1,5,2,FIN,May
2,20,0,6,5,2,1,1,5,2,6,2,5,5,7,4,4,5,4,6,6,6,6,24,24,1,24,24,24,3,0,2,2,2,44,2,5,1,FIN,May
1,20,0,6,6,6,6,4,5,5,5,2,4,6,6,2,5,3,2,6,4,6,7,20,2,4,24,24,20,20,24,3,4,3,45,2,5,2,FIN,May
1,20,0,7,7,7,6,7,7,7,7,6,2,7,7,1,2,1,1,6,6,7,6,24,23,0,15,24,24,9,24,5,7,4,64,2,4,2,FIN,May
3,20,0,6,6,7,7,5,6,2,5,4,1,6,7,1,6,1,1,5,5,7,6,24,24,24,24,24,24,24,24,4,7,7,NA,4,3,2,FIN,May
2,20,0,5,7,6,6,1,6,6,6,5,5,7,7,1,2,2,2,5,6,6,6,24,24,24,24,24,24,8,24,5,3,3,42,2,5,1,FIN,May
3,20,0,5,7,6,6,5,6,6,6,5,5,7,7,2,5,2,2,6,7,6,6,10,16,10,14,24,20,10,20,2,6,5,37,2,5,2,FIN,May
3,20,0,5,7,6,5,3,6,3,5,3,2,5,6,3,5,2,3,5,5,6,5,20,22,17,24,24,12,24,24,3,6,2,34,1,5,2,FIN,May
1,20,0,7,6,7,7,2,7,2,7,4,4,7,7,1,4,1,1,6,5,7,7,7,24,2,2,24,24,24,9,4,6,6,57,1,5,1,FIN,May
1,20,0,7,6,7,7,3,6,5,6,3,5,6,6,2,2,2,2,6,6,6,6,24,12,6,24,24,24,12,24,4,6,4,37,2,5,2,FIN,May
3,20,0,6,7,7,7,6,6,6,6,6,6,6,6,5,6,4,3,7,7,7,7,20,24,20,20,22,24,15,24,2,4,3,38,2,4,2,FIN,May
3,20,0,6,7,7,6,3,6,5,5,3,3,7,7,1,4,2,2,6,6,7,6,24,24,24,24,24,24,8,24,5,3,6,35,1,5,1,FIN,May
3,20,0,6,4,7,5,4,6,6,5,3,3,6,7,2,4,2,2,6,3,7,5,24,24,0,24,24,0,24,24,5,6,5,32,1,4,2,FIN,May
1,20,0,6,7,7,7,6,7,3,7,2,3,7,7,1,1,2,1,6,6,6,6,24,16,20,24,24,24,0,16,3,6,6,47,1,4,1,FIN,May
2,20,0,6,6,7,5,5,6,5,6,2,4,6,6,2,2,2,2,6,6,7,6,24,20,10,24,24,10,10,24,3,3,2,51,1,3,2,FIN,May
2,20,0,3,6,7,6,6,3,2,2,2,6,4,6,2,2,5,2,3,2,4,6,24,0,1,2,1,20,24,24,5,3,2,59,1,4,2,FIN,May
2,20,0,7,5,1,5,5,7,6,7,1,7,7,6,1,2,2,1,7,6,7,6,24,24,24,12,24,24,24,24,6,7,6,63,2,5,2,FIN,May
1,20,0,6,5,6,5,4,6,3,6,2,5,5,7,2,3,2,2,6,3,6,6,24,0,0,24,24,24,0,0,4,4,4,39,2,5,2,FIN,May
1,20,0,6,6,7,5,5,6,2,7,2,2,6,6,2,2,2,5,7,3,7,7,23,24,0,1,24,24,0,14,4,6,3,42,1,5,2,FIN,May
3,20,0,5,6,6,5,4,6,4,5,4,6,5,7,1,6,1,2,5,5,6,6,24,20,15,24,24,24,20,24,2,2,5,25,2,4,1,FIN,May
3,20,0,7,6,7,6,3,6,6,6,2,4,7,7,4,4,4,5,6,6,6,6,24,24,24,24,24,24,10,24,5,6,4,45,1,4,2,FIN,May
2,20,0,6,7,7,7,4,7,6,7,7,3,7,7,1,5,1,3,6,7,7,6,24,24,24,4,24,24,24,24,2,2,4,37,1,5,2,FIN,May
2,20,0,5,5,6,5,2,6,5,5,2,2,6,6,2,3,5,2,6,6,7,6,24,24,0,24,24,10,0,10,5,2,2,45,2,4,2,FIN,May
3,20,0,5,7,7,7,1,6,4,7,2,1,7,7,1,5,2,2,7,7,7,7,24,24,24,24,24,24,0,24,5,2,3,68,2,5,2,FIN,May
2,20,0,4,4,5,4,3,3,3,5,2,3,5,3,4,4,5,4,4,4,4,4,NA,24,0,24,0,0,4,24,2,3,3,NA,1,4,2,FIN,May
2,20,0,5,4,5,5,2,5,2,5,2,5,5,5,2,2,2,2,6,5,6,6,NA,0,0,24,24,24,0,NA,3,6,6,31,2,4,1,FIN,May
1,20,0,6,7,6,7,4,6,6,7,4,4,6,6,2,2,2,2,7,7,7,7,24,24,24,24,24,24,4,24,4,4,4,70,2,3,2,FIN,May
3,20,0,6,6,7,6,2,6,2,5,2,1,6,7,1,1,1,1,7,6,6,6,24,24,24,24,24,24,24,24,6,7,6,66,2,5,2,FIN,May
1,20,0,6,6,7,6,3,7,4,5,2,4,6,7,1,1,1,1,6,1,7,6,24,0,24,4,24,24,0,24,4,7,6,53,2,5,2,FIN,May
2,20,0,3,2,7,4,1,4,2,4,1,2,2,1,3,1,3,2,1,1,6,4,4,0,1,8,24,3,3,3,1,7,6,30,1,4,2,FIN,May
3,20,0,6,6,6,7,1,5,5,6,2,3,7,7,1,5,2,1,7,6,6,7,24,24,24,24,24,24,24,24,2,3,3,43,1,5,1,FIN,May
3,20,0,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
1,20,0,7,7,6,6,5,6,6,7,1,6,7,7,2,2,2,2,7,7,7,6,24,24,24,24,24,24,24,24,2,6,3,53,2,4,1,FIN,May
3,20,0,2,2,3,2,1,1,1,1,3,7,6,7,7,7,7,7,1,1,4,1,NA,0,0,0,1,0,0,0,7,3,4,50,4,5,2,FIN,May
1,20,0,7,7,7,7,5,7,7,7,2,2,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,5,6,6,51,2,5,2,FIN,May
2,20,0,6,7,7,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
1,20,0,6,5,6,6,6,7,7,7,5,7,7,7,1,1,1,1,7,7,6,6,24,24,24,24,24,24,24,24,3,2,6,52,1,5,2,FIN,May
3,20,0,5,7,7,7,3,5,3,5,3,3,5,6,1,5,1,2,3,7,7,7,24,24,5,24,24,24,8,12,5,6,3,36,2,4,2,FIN,May
1,20,0,7,5,6,4,2,NA,5,6,2,NA,NA,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
2,20,0,6,6,7,6,6,6,5,5,5,5,5,6,3,3,1,3,6,6,7,6,24,0,24,24,24,12,24,24,3,7,6,35,1,4,2,FIN,May
3,20,0,6,6,6,5,2,4,3,4,3,3,6,7,3,5,3,4,6,6,7,6,24,24,10,24,24,10,8,24,3,4,4,36,2,5,2,FIN,May
1,20,0,5,7,7,5,3,6,5,6,5,4,6,6,2,4,2,2,5,6,7,5,24,24,24,24,24,24,10,24,5,6,6,46,2,5,2,FIN,May
3,20,0,7,7,7,7,2,7,5,7,3,4,7,7,2,6,2,1,7,7,7,7,24,24,24,5,24,24,3,24,2,6,5,52,2,3,2,FIN,May
2,20,0,7,7,7,7,3,7,5,6,2,3,7,6,1,2,1,2,7,7,7,7,24,24,24,24,24,24,24,24,6,6,6,60,1,4,2,FIN,May
3,20,0,6,7,7,6,5,5,6,5,5,6,6,6,1,1,5,2,2,6,2,6,24,2,10,3,24,24,1,1,3,3,2,57,2,5,1,FIN,May
3,20,0,6,6,7,6,2,6,3,6,2,2,7,7,2,3,2,2,6,6,7,6,24,24,24,24,24,24,5,24,5,3,3,57,1,3,2,FIN,May
1,20,0,6,7,6,6,4,6,6,5,5,2,6,6,1,2,1,3,6,7,6,6,24,24,4,24,24,24,6,24,5,2,4,54,2,4,2,FIN,May
3,20,0,4,5,5,5,6,2,5,2,5,5,3,3,6,7,6,6,2,6,6,6,3,4,2,2,8,8,8,24,1,2,2,43,2,5,2,FIN,May
2,20,0,7,7,7,7,2,7,5,7,6,1,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,2,2,2,44,2,5,2,FIN,May
1,20,0,4,3,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
3,20,0,7,7,7,5,1,6,7,7,1,1,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,6,7,2,51,2,4,2,FIN,May
2,20,0,6,7,6,7,4,6,7,6,5,7,7,7,1,1,1,1,6,7,6,6,24,24,24,24,20,24,24,24,1,1,4,46,1,3,2,FIN,May
2,20,0,7,1,1,7,5,6,6,6,4,5,6,6,2,2,4,2,7,7,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
1,20,0,6,7,7,6,5,6,7,6,3,4,7,7,1,6,2,1,7,7,7,7,24,24,22,20,24,20,24,24,5,6,3,43,1,5,2,FIN,May
2,20,0,6,6,6,6,3,5,4,5,4,4,6,5,5,4,5,5,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,3,3,3,65,1,5,2,FIN,May
1,20,0,6,6,7,7,7,7,7,7,7,7,7,7,1,6,1,1,7,7,7,7,12,12,12,12,24,24,12,12,2,7,1,55,2,5,2,FIN,May
1,20,0,5,7,7,7,5,7,5,6,5,4,6,7,1,1,1,1,7,6,7,7,24,1,1,4,24,24,0,24,6,7,6,54,2,5,2,FIN,May
2,20,0,7,7,7,7,3,7,6,7,6,3,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
3,20,0,5,7,6,4,5,6,3,5,3,2,5,6,5,2,1,5,7,6,7,5,24,16,17,24,24,15,0,24,6,7,3,44,2,4,2,FIN,May
2,20,0,6,7,7,6,4,7,7,7,5,4,7,7,1,4,1,1,7,7,7,6,24,24,24,24,24,24,24,24,2,3,2,41,2,5,2,FIN,May
1,20,0,6,7,7,7,4,5,5,7,4,5,6,7,2,3,4,5,7,7,7,7,24,24,24,22,24,18,24,24,6,5,4,65,2,5,2,FIN,May
1,20,0,7,1,7,2,5,7,5,7,5,5,7,7,1,2,1,1,7,7,7,6,20,24,16,24,20,10,10,20,3,6,3,51,4,4,1,FIN,May
2,20,0,6,6,7,7,4,6,5,6,2,4,6,7,1,2,2,2,6,7,6,7,24,12,18,24,24,24,24,24,5,5,4,49,1,4,2,FIN,May
3,20,0,7,7,7,7,5,6,5,5,3,5,7,6,2,5,2,2,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,FIN,May
1,20,0,2,2,3,4,4,5,6,6,5,4,6,7,1,2,2,1,5,6,6,5,12,12,12,24,12,12,12,24,2,5,5,65,2,5,2,FIN,May
3,20,0,5,7,7,6,3,7,2,7,2,3,7,7,1,2,2,1,7,7,7,7,24,24,24,24,24,24,24,24,2,6,2,59,2,3,2,FIN,May
