"","condition","study_order","BL_adhere_1","BL_avoid_1","BL_avoid_2","BL_avoid_3","motiv_1","motiv_2","motiv_3","motiv_4","motiv_5","motiv_6","motiv_7","motiv_8","defy_1","defy_2","defy_3","defy_4","intention_1w","avoid_1w_1","avoid_1w_2","avoid_1w_3","intention_6m","avoid_6m_1","avoid_6m_2","avoid_6m_3","avoid_6m_4","avoid_6m_5","avoid_6m_6","avoid_6m_7","manip_1","r_manip_2","r_manip_3","age","gender","educ","essen_job","COUNID","month"
"15955","controlling_message","001_first",6,2,1,2,7,7,7,7,3,7,7,7,1,3,1,1,7,7,7,7,20,24,24,20,24,NA,NA,NA,7,6,7,NA,"Female",NA,NA,"DEU","June"
"15956","controlling_message","001_first",4,5,6,4,1,4,5,5,3,2,6,7,2,2,2,2,5,2,6,3,12,1,0,8,4,1,4,0,2,2,2,NA,"Female",NA,NA,"FRA","June"
"15957","controlling_message","003_first",5,4,7,6,1,5,1,1,1,1,1,7,4,7,7,7,1,1,7,4,2,20,0,24,24,2,4,24,1,1,1,NA,"Female",NA,NA,"ARG","June"
"15958","no_message","001_first",5,4,6,6,2,2,4,4,4,3,3,5,1,5,5,2,4,4,4,4,24,0,0,0,24,0,0,0,3,1,2,NA,"Male",NA,NA,"POL","June"
"15959","no_message","003_first",6,6,7,6,4,5,6,6,2,5,7,7,1,5,3,2,6,6,7,6,24,24,24,22,24,22,22,20,3,5,6,NA,"Female",NA,NA,"NOR","June"
"15960","no_message","001_first",1,1,4,1,5,6,6,4,6,6,6,7,4,5,5,3,6,1,2,1,5,4,4,8,4,4,8,8,3,3,5,NA,"Female",NA,NA,"USA","June"
"15961","no_message","003_first",2,3,4,2,5,7,7,7,5,4,7,7,1,2,2,4,4,6,6,2,20,24,20,24,20,4,24,24,5,4,6,NA,"Female",NA,NA,"GRC","June"
"15962","controlling_message","003_first",5,3,4,1,6,7,6,6,1,1,7,7,1,1,1,1,6,6,6,7,24,24,24,24,24,24,0,0,4,6,7,NA,"Male",NA,NA,"FRA","June"
"15963","controlling_message","001_first",5,5,2,2,7,7,7,7,7,7,7,7,6,6,2,3,6,6,4,4,8,24,1,24,24,24,24,24,7,7,7,NA,"Male",NA,NA,"MAR","June"
"15964","controlling_message","003_first",5,1,1,1,1,1,4,4,6,2,4,5,4,7,7,4,6,7,7,7,24,24,18,24,24,24,24,12,3,2,4,NA,"Female",NA,NA,"FRA","June"
"15965","controlling_message","001_first",7,7,6,6,4,5,4,5,4,4,6,7,3,3,4,4,7,7,6,6,12,12,2,2,8,7,24,24,2,2,4,NA,"Female",NA,NA,"RUS","June"
"15966","no_message","003_first",5,6,6,6,2,6,5,6,5,5,6,7,1,1,1,1,6,6,7,7,24,0,6,12,24,20,24,24,6,2,5,NA,"Male",NA,NA,"PRT","June"
"15967","controlling_message","001_first",6,6,3,4,6,5,6,2,5,1,4,4,6,4,6,6,5,6,7,6,2,2,1,3,2,4,4,5,2,1,4,NA,"Female",NA,NA,"NLD","June"
"15968","controlling_message","003_first",7,7,7,7,7,7,6,7,1,1,7,7,7,6,3,2,7,7,7,7,24,9,19,24,24,21,24,10,7,6,6,NA,"Female",NA,NA,"PAK","June"
"15969","no_message","003_first",7,7,7,7,1,7,7,7,2,1,7,7,1,2,1,1,7,7,7,7,24,4,NA,NA,NA,NA,3,NA,7,7,7,NA,"Female",NA,NA,"CRI","June"
"15970","no_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"15971","controlling_message","003_first",6,6,6,1,2,5,7,6,4,1,6,6,5,4,6,5,5,6,6,6,16,24,16,24,16,24,24,24,4,2,2,NA,"Female",NA,NA,"FRA","June"
"15972","no_message","003_first",7,7,7,7,4,4,7,7,6,5,7,7,1,7,4,1,7,7,7,7,17,15,20,10,21,20,17,20,5,4,5,NA,"Female",NA,NA,"TUR","June"
"15973","no_message","001_first",6,7,5,1,7,7,7,7,7,7,7,7,5,5,5,5,7,7,7,7,21,24,20,23,24,24,24,24,7,1,3,NA,"Female",NA,NA,"USA","June"
"15974","controlling_message","001_first",3,2,1,4,6,7,7,6,6,7,6,7,1,5,5,2,2,1,3,3,24,0,2,0,1,2,0,0,2,1,3,NA,"Female",NA,NA,"AUS","June"
"15975","controlling_message","003_first",3,5,6,5,2,5,4,6,1,2,5,6,5,6,7,5,4,5,6,6,24,24,16,24,24,24,14,24,2,2,2,NA,"Female",NA,NA,"NOR","June"
"15976","no_message","003_first",6,7,7,7,1,6,2,7,2,1,6,7,1,1,4,1,7,7,7,7,5,24,24,5,5,24,3,24,6,2,1,NA,"Female",NA,NA,"FRA","June"
"15977","no_message","001_first",1,1,4,2,4,6,6,4,1,4,6,7,1,1,1,2,2,1,6,5,21,24,17,24,24,24,24,22,6,5,4,NA,"Female",NA,NA,"FRA","June"
"15978","no_message","003_first",2,4,5,1,1,4,2,1,1,1,2,6,1,6,5,2,2,2,3,7,24,24,12,24,24,24,24,24,4,7,7,NA,"Female",NA,NA,"AUT","June"
"15979","no_message","003_first",7,7,7,7,1,7,4,4,3,4,7,7,1,4,4,3,7,7,7,7,20,24,20,24,24,20,20,24,6,4,1,NA,"Female",NA,NA,"ARG","June"
"15980","controlling_message","003_first",6,6,7,7,5,6,6,6,6,1,7,7,7,7,7,7,2,2,6,7,12,20,12,24,20,24,NA,16,1,1,2,NA,"Female",NA,NA,"NLD","June"
"15981","controlling_message","001_first",6,3,7,2,5,7,7,7,1,6,5,6,2,3,2,1,6,3,7,7,24,24,1,24,24,22,24,24,7,7,3,NA,"Female",NA,NA,"POL","June"
"15982","controlling_message","003_first",7,7,7,6,4,7,4,7,4,4,7,7,1,3,1,1,7,7,7,7,24,24,24,24,24,24,20,24,6,7,2,NA,"Female",NA,NA,"ARG","June"
"15983","controlling_message","003_first",5,6,7,7,6,6,6,6,3,6,7,7,2,1,2,3,6,6,7,7,24,24,24,24,24,24,6,24,6,6,6,NA,"Female",NA,NA,"PHL","June"
"15984","no_message","003_first",7,7,7,7,1,7,7,7,5,3,6,7,2,2,4,1,6,6,6,4,24,10,4,18,20,4,5,10,5,4,1,NA,"Female",NA,NA,"MKD","June"
"15985","no_message","001_first",3,1,5,5,5,4,3,4,7,6,5,5,6,7,7,7,2,1,6,5,2,2,0,0,3,2,24,24,1,1,1,NA,"Female",NA,NA,"RUS","June"
"15986","controlling_message","003_first",5,4,4,6,2,6,6,4,5,6,4,4,3,6,5,5,NA,2,2,6,12,16,12,24,12,12,24,16,5,2,2,NA,"Female",NA,NA,"FIN","June"
"15987","autonomy_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"15988","no_message","003_first",7,7,7,1,7,7,7,7,7,7,7,7,1,1,1,1,7,1,1,1,24,24,24,24,24,24,24,24,4,3,1,NA,"Female",NA,NA,"MEX","June"
"15989","controlling_message","003_first",5,5,3,4,4,4,5,5,2,2,4,3,3,3,4,6,4,6,4,3,7,3,6,19,4,11,18,3,2,5,3,NA,"Other",NA,NA,"POL","June"
"15990","no_message","001_first",2,7,5,7,7,4,3,5,3,6,7,5,6,5,6,4,3,5,6,6,0,1,2,14,1,2,2,2,7,1,3,NA,"Female",NA,NA,NA,"June"
"15991","no_message","003_first",5,7,7,7,5,7,6,6,4,3,7,7,1,2,5,2,6,6,7,5,24,24,24,24,24,24,24,24,5,5,5,NA,"Male",NA,NA,"BGR","June"
"15992","no_message","003_first",7,7,7,7,2,7,7,7,3,3,7,7,1,1,1,1,NA,7,7,7,8,24,8,24,24,24,24,24,6,5,5,NA,"Other",NA,NA,"PRT","June"
"15993","no_message","001_first",6,3,6,6,6,7,7,7,3,5,7,7,1,1,1,1,5,3,6,5,12,24,8,24,24,12,24,24,5,4,6,NA,"Female",NA,NA,"FRA","June"
"15994","controlling_message","001_first",7,1,2,5,1,7,7,7,1,1,7,7,1,2,6,7,7,7,7,7,4,24,24,24,24,24,5,0,6,2,7,NA,"Female",NA,NA,"ARG","June"
"15995","no_message","003_first",5,5,7,7,2,7,5,7,5,2,6,7,2,5,1,1,6,3,5,7,24,24,1,24,2,3,24,24,4,4,6,NA,"Female",NA,NA,"POL","June"
"15996","no_message","001_first",6,3,5,5,5,6,6,6,5,6,7,7,5,6,1,1,5,3,6,6,24,24,4,24,24,16,24,24,5,7,5,NA,"Female",NA,NA,"POL","June"
"15997","controlling_message","001_first",5,6,6,3,3,5,6,7,6,3,6,7,5,3,5,5,6,3,6,6,4,4,0,24,10,4,4,24,6,4,2,NA,"Female",NA,NA,"POL","June"
"15998","controlling_message","001_first",7,7,7,7,4,4,4,4,4,4,6,6,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,NA,NA,NA,NA,"Female",NA,NA,"FRA","June"
"15999","no_message","003_first",2,2,4,5,3,4,3,3,3,2,5,5,5,7,4,5,4,3,6,4,0,0,0,5,5,0,0,24,4,4,6,NA,"Female",NA,NA,"POL","June"
"16000","no_message","003_first",6,5,2,5,6,7,6,7,4,6,7,7,1,1,2,1,7,6,6,4,24,24,24,24,24,24,24,24,6,4,3,NA,"Male",NA,NA,"CRI","June"
"16001","no_message","001_first",6,6,5,5,4,6,6,7,4,4,7,7,1,1,1,1,6,6,5,5,24,24,24,24,24,24,24,24,6,4,4,NA,"Male",NA,NA,"NGA","June"
"16002","controlling_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16003","no_message","001_first",7,7,6,7,4,6,7,7,4,6,5,7,1,5,5,4,7,7,7,7,24,24,24,24,24,24,24,24,6,4,3,NA,"Female",NA,NA,"POL","June"
"16004","no_message","001_first",6,7,6,6,5,6,6,6,5,5,6,7,5,5,3,4,7,7,7,6,12,6,4,6,10,4,10,10,5,3,5,NA,"Female",NA,NA,"POL","June"
"16005","no_message","003_first",6,7,6,7,4,7,7,7,4,4,6,7,1,1,1,1,6,7,6,7,24,24,24,24,24,24,24,24,4,2,2,NA,"Female",NA,NA,"FRA","June"
"16006","no_message","003_first",6,6,5,7,2,4,5,7,1,3,7,7,1,2,1,4,6,6,7,7,24,24,0,24,24,24,24,24,4,7,3,NA,"Female",NA,NA,"IRAN","June"
"16007","controlling_message","003_first",6,6,6,7,5,5,5,6,1,5,6,6,1,2,2,1,6,6,6,7,24,24,24,24,24,24,24,24,6,6,3,NA,"Female",NA,NA,"PHL","June"
"16008","no_message","003_first",4,3,2,6,3,3,1,3,4,5,5,5,5,4,4,4,4,3,2,3,1,0,0,2,0,2,2,24,4,4,3,NA,"Male",NA,NA,"POL","June"
"16009","controlling_message","001_first",3,2,4,2,1,1,1,1,5,4,1,4,4,7,7,5,1,1,4,4,0,4,0,4,4,4,6,24,2,1,1,NA,"Female",NA,NA,"NOR","June"
"16010","controlling_message","001_first",6,6,6,6,2,4,4,4,6,4,4,4,2,4,4,2,5,5,6,6,12,24,10,24,12,8,24,24,6,3,2,NA,"Female",NA,NA,"FRA","June"
"16011","controlling_message","001_first",7,6,7,7,7,7,7,7,6,5,7,7,1,1,1,1,7,7,7,7,24,24,24,NA,24,24,24,24,7,7,7,NA,"Other",NA,NA,"PHL","June"
"16012","autonomy_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16013","controlling_message","003_first",5,7,6,6,4,7,4,5,6,4,7,7,1,2,1,1,7,7,6,6,24,24,24,24,23,24,23,24,7,4,7,NA,"Male",NA,NA,"CRI","June"
"16014","controlling_message","001_first",7,7,7,6,7,6,7,7,7,4,4,7,1,1,1,1,6,1,1,1,24,24,24,24,24,0,24,24,4,4,4,NA,"Female",NA,NA,"GUM","June"
"16015","controlling_message","003_first",7,6,1,1,6,6,7,7,3,6,5,7,1,1,1,1,7,2,1,1,24,24,24,22,24,24,22,24,4,4,4,NA,"Male",NA,NA,"USA","June"
"16016","no_message","001_first",1,1,2,1,5,1,1,1,5,5,1,1,4,7,6,6,1,1,1,1,0,0,0,0,0,0,0,0,4,2,3,NA,"Female",NA,NA,"POL","June"
"16017","no_message","001_first",6,6,6,6,6,7,7,7,1,6,7,7,2,2,2,2,6,6,6,7,6,24,4,24,24,18,8,24,6,6,6,NA,"Male",NA,NA,"PRT","June"
"16018","no_message","001_first",6,7,7,3,1,7,7,7,5,1,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,NA,24,24,7,7,7,NA,"Female",NA,NA,"ARG","June"
"16019","no_message","001_first",5,5,5,1,2,4,2,6,1,1,6,7,1,1,1,1,7,5,7,1,24,24,20,24,24,24,24,24,7,7,5,NA,"Female",NA,NA,"BGR","June"
"16020","controlling_message","001_first",6,7,7,4,1,4,7,7,4,3,7,7,4,5,4,4,7,7,7,7,24,24,20,24,24,24,24,24,7,4,7,NA,"Female",NA,NA,"MKD","June"
"16021","no_message","003_first",6,6,2,1,2,7,6,6,1,1,7,7,2,2,2,2,7,6,1,1,20,20,4,24,24,24,2,24,6,6,7,NA,"Male",NA,NA,"PRT","June"
"16022","no_message","001_first",3,3,6,6,4,4,6,6,5,4,6,6,4,5,5,4,2,4,5,5,24,4,0,15,10,0,24,24,4,3,4,NA,"Female",NA,NA,"FRA","June"
"16023","no_message","003_first",5,6,5,4,4,6,2,6,2,2,6,6,2,2,2,2,6,6,6,5,24,24,24,24,24,24,24,24,4,6,2,NA,"Female",NA,NA,"RUS","June"
"16024","no_message","003_first",7,7,7,7,4,5,5,6,6,4,6,7,2,4,4,4,7,7,7,7,24,24,24,24,24,24,24,24,5,2,3,NA,"Female",NA,NA,"CRI","June"
"16025","no_message","001_first",7,7,7,7,4,6,7,7,4,5,7,7,2,5,1,4,7,7,7,7,24,24,24,24,24,24,24,24,6,6,6,NA,"Female",NA,NA,"MKD","June"
"16026","controlling_message","003_first",5,1,3,4,7,3,2,2,1,4,4,4,1,5,6,7,4,6,1,1,3,24,4,1,0,0,24,24,4,1,1,NA,"Female",NA,NA,"POL","June"
"16027","controlling_message","001_first",7,7,7,7,1,7,7,7,4,1,6,4,1,4,7,4,7,7,7,7,24,24,24,24,24,24,24,24,1,1,1,NA,"Male",NA,NA,"TUR","June"
"16028","no_message","001_first",6,6,4,1,3,5,4,4,5,4,3,3,3,7,7,5,7,3,7,7,2,8,0,20,16,16,16,8,5,1,1,NA,"Female",NA,NA,"POL","June"
"16029","controlling_message","001_first",6,7,7,7,5,7,7,7,6,4,7,7,1,1,1,1,6,6,7,7,24,24,24,24,24,24,24,24,NA,NA,NA,NA,"Female",NA,NA,"PRT","June"
"16030","controlling_message","003_first",5,5,6,5,6,6,6,6,4,6,6,7,2,2,2,2,6,3,4,3,24,20,4,23,7,7,7,15,6,6,6,NA,"Male",NA,NA,"POL","June"
"16031","no_message","001_first",3,2,5,3,4,7,7,7,1,1,7,7,1,1,1,1,3,2,5,5,24,24,6,24,24,12,24,24,5,7,6,NA,"Female",NA,NA,"NOR","June"
"16032","controlling_message","001_first",6,5,6,6,5,6,7,6,7,5,5,6,1,2,2,1,5,6,4,5,24,24,6,24,24,24,24,24,5,6,3,NA,"Female",NA,NA,"POL","June"
"16033","no_message","003_first",4,4,1,2,6,6,5,6,6,5,6,6,1,1,1,1,6,6,7,5,24,24,4,24,24,24,24,24,6,7,3,NA,"Male",NA,NA,"FRA","June"
"16034","no_message","001_first",6,5,7,7,1,7,7,7,4,1,7,7,1,1,1,1,7,6,7,7,24,24,24,24,24,24,24,24,6,4,4,NA,"Female",NA,NA,"FRA","June"
"16035","controlling_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16036","no_message","003_first",7,7,1,1,2,5,7,7,4,3,7,7,3,5,3,3,7,7,1,1,0,0,0,5,0,0,0,0,5,4,5,NA,"Male",NA,NA,"USA","June"
"16037","controlling_message","003_first",2,6,6,6,1,6,1,7,5,5,7,7,7,7,7,7,5,7,7,5,24,24,4,24,24,12,24,24,1,2,3,NA,"Female",NA,NA,"POL","June"
"16038","controlling_message","003_only",5,1,4,4,2,6,7,7,7,2,6,7,1,6,4,1,6,7,6,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,"MKD","June"
"16039","controlling_message","003_first",6,7,7,7,5,3,6,7,3,5,6,7,1,2,NA,1,7,7,7,7,24,24,12,24,24,12,24,24,7,2,3,NA,"Female",NA,NA,"FRA","June"
"16040","no_message","003_first",7,7,7,7,4,7,7,7,6,4,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,3,7,7,NA,"Female",NA,NA,"ARG","June"
"16041","no_message","003_first",7,6,7,6,7,7,7,7,7,7,5,6,3,6,7,1,6,6,6,6,8,10,8,12,8,4,4,12,3,3,3,NA,"Female",NA,NA,"MKD","June"
"16042","controlling_message","001_first",2,3,5,5,2,5,4,4,4,5,5,6,5,4,5,5,4,3,3,5,24,24,24,24,24,24,24,24,5,3,5,NA,"Male",NA,NA,"POL","June"
"16043","controlling_message","001_first",5,6,4,2,7,7,7,7,5,6,7,7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,"CRI","June"
"16044","no_message","003_first",7,7,7,7,1,5,4,5,1,1,6,7,4,5,4,4,7,7,7,6,24,20,24,24,21,20,20,24,4,3,3,NA,"Female",NA,NA,"NZL","June"
"16045","controlling_message","003_first",5,5,2,2,1,7,7,7,1,1,7,7,1,1,1,1,7,4,7,7,24,24,0,24,24,24,0,24,7,7,7,NA,"Female",NA,NA,"POL","June"
"16046","no_message","003_first",7,7,2,2,4,6,6,6,5,5,7,7,2,3,3,1,7,6,7,6,22,24,18,24,24,20,20,24,4,6,6,NA,"Male",NA,NA,"ARG","June"
"16047","no_message","001_first",5,3,6,4,4,5,5,6,4,5,6,5,4,5,5,4,7,7,7,7,10,24,14,24,24,20,24,24,5,3,4,NA,"Female",NA,NA,"POL","June"
"16048","no_message","001_first",1,2,2,4,6,1,2,4,7,6,2,5,7,7,7,6,2,2,5,4,0,6,0,24,1,0,3,24,4,3,1,NA,"Female",NA,NA,"POL","June"
"16049","no_message","001_first",2,2,5,4,1,2,2,2,1,4,2,4,4,7,4,4,3,3,5,5,1,1,0,1,1,0,0,0,4,3,5,NA,"Female",NA,NA,"POL","June"
"16050","controlling_message","003_first",6,5,1,1,1,1,1,1,1,1,4,4,1,4,4,7,5,5,6,6,4,4,0,6,6,2,0,0,4,2,2,NA,"Female",NA,NA,"POL","June"
"16051","controlling_message","001_first",7,6,7,6,4,7,7,7,1,4,7,7,1,1,1,1,7,6,7,6,24,24,4,24,24,4,24,24,4,3,5,NA,"Female",NA,NA,"FRA","June"
"16052","no_message","001_first",3,3,7,6,2,5,6,6,4,4,3,5,3,4,4,3,4,5,7,7,6,24,10,6,24,24,24,24,3,3,3,NA,"Female",NA,NA,"POL","June"
"16053","controlling_message","001_first",7,5,5,6,7,7,7,7,7,7,7,7,7,6,7,4,5,4,4,3,24,NA,NA,NA,NA,NA,NA,NA,6,4,2,NA,"Male",NA,NA,"PHL","June"
"16054","controlling_message","001_first",5,4,5,4,5,7,5,4,7,7,6,7,6,7,4,4,6,5,7,6,2,24,3,24,6,2,6,24,5,3,4,NA,"Female",NA,NA,"POL","June"
"16055","controlling_message","001_first",6,5,3,2,1,7,7,7,2,1,7,7,1,2,2,1,7,6,6,7,24,24,24,24,24,24,24,24,7,6,6,NA,"Female",NA,NA,"POL","June"
"16056","no_message","001_first",6,6,6,6,1,7,7,7,4,1,7,7,1,1,1,1,7,6,6,7,24,20,15,22,15,20,24,20,5,7,7,NA,"Female",NA,NA,"TUR","June"
"16057","controlling_message","003_first",5,4,3,4,4,3,1,3,1,5,2,6,3,7,7,5,7,7,5,3,4,0,0,8,3,5,5,6,4,2,3,NA,"Female",NA,NA,"POL","June"
"16058","controlling_message","001_first",5,6,7,6,3,4,5,5,5,6,6,6,3,6,4,5,6,7,7,7,24,10,2,10,15,2,24,24,2,1,2,NA,"Female",NA,NA,"FRA","June"
"16059","no_message","001_first",4,3,5,4,5,5,5,5,5,5,5,6,3,5,4,4,5,5,5,5,24,12,0,4,4,0,12,24,6,4,5,NA,"Male",NA,NA,"USA","June"
"16060","no_message","003_only",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"June"
"16061","controlling_message","003_first",4,1,4,2,2,5,5,6,1,1,6,6,1,3,1,1,6,3,3,7,5,6,0,8,1,6,24,24,4,7,6,NA,"Female",NA,NA,"TUR","June"
"16062","controlling_message","003_first",5,6,3,1,6,7,7,7,5,7,7,7,3,4,6,6,7,5,3,4,24,24,24,24,24,24,24,24,7,4,4,NA,"Female",NA,NA,"POL","June"
"16063","controlling_message","003_first",3,4,5,4,4,3,5,5,5,5,4,6,5,6,6,4,6,4,5,3,24,16,12,24,12,8,15,1,1,1,4,NA,"Male",NA,NA,"AUS","June"
"16064","controlling_message","003_first",6,5,7,7,1,6,4,7,1,1,7,7,1,1,1,1,6,5,7,7,8,24,0,8,24,24,24,24,1,6,7,NA,"Female",NA,NA,"FRA","June"
"16065","controlling_message","003_first",6,6,4,2,5,5,5,6,4,5,6,7,3,5,1,4,6,4,5,6,16,16,10,23,18,10,20,24,1,1,1,NA,"Female",NA,NA,"BEL","June"
"16066","controlling_message","003_first",6,6,6,5,3,6,7,6,6,3,7,7,1,3,5,4,6,6,6,6,24,24,24,24,24,24,12,24,3,1,1,NA,"Female",NA,NA,"COL","June"
"16067","no_message","001_first",4,3,4,6,4,4,5,5,3,3,5,6,2,2,2,2,5,5,5,5,4,24,3,24,10,5,24,24,6,6,6,NA,"Female",NA,NA,"POL","June"
"16068","no_message","003_first",7,7,7,7,5,4,4,5,3,3,5,7,1,4,3,4,7,7,7,7,24,24,24,24,24,24,24,24,1,7,7,NA,"Female",NA,NA,"USA","June"
"16069","controlling_message","001_first",7,2,2,3,1,7,1,7,1,1,7,7,1,1,1,1,7,7,1,1,24,0,0,1,1,0,0,0,7,7,7,NA,"Female",NA,NA,"CRI","June"
"16070","no_message","001_first",5,2,7,7,1,6,6,7,5,1,6,7,1,4,4,1,4,3,7,7,24,24,24,24,24,24,24,24,2,3,3,NA,"Female",NA,NA,"FRA","June"
"16071","no_message","003_first",7,7,7,7,2,6,6,7,1,2,7,7,1,2,1,1,7,7,7,6,24,16,16,24,24,24,24,24,2,6,7,NA,"Female",NA,NA,"NZL","June"
"16072","no_message","001_first",6,5,6,7,1,6,7,7,2,2,7,7,1,1,1,1,NA,5,7,7,24,0,0,24,24,24,24,24,6,7,6,NA,"Female",NA,NA,"NOR","June"
"16073","no_message","001_first",3,6,6,6,5,5,4,2,3,1,7,7,6,5,5,5,NA,NA,NA,NA,NA,3,3,24,2,0,0,4,7,1,7,NA,"Female",NA,NA,"CRI","June"
"16074","controlling_message","003_first",7,7,7,7,5,7,7,7,3,6,7,7,1,1,1,1,7,7,7,7,24,12,8,24,20,20,8,10,7,7,7,NA,"Female",NA,NA,"POL","June"
"16075","controlling_message","003_first",7,7,7,7,7,7,7,7,1,7,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,1,7,4,NA,"Female",NA,NA,NA,"June"
"16076","no_message","003_only",5,6,5,4,5,6,6,6,2,6,7,7,2,4,2,2,5,7,6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Female",NA,NA,"NOR","June"
"16077","controlling_message","003_first",7,6,7,2,4,6,5,6,1,1,7,7,1,1,1,1,6,6,7,2,24,24,23,24,24,20,24,24,5,4,4,NA,"Female",NA,NA,"CRI","June"
"16078","controlling_message","003_first",5,6,5,6,5,7,5,1,1,1,6,7,2,7,1,4,5,3,7,7,15,24,0,24,20,15,24,24,1,1,1,NA,"Female",NA,NA,"BEL","June"
"16079","controlling_message","001_first",7,7,7,7,5,7,7,7,4,4,7,7,4,2,2,1,7,7,7,7,24,24,24,24,24,24,24,24,4,7,7,NA,"Female",NA,NA,"MAR","June"
"16080","no_message","003_first",7,1,2,1,4,5,7,7,5,4,7,7,1,1,1,1,7,7,7,7,24,24,24,24,24,24,24,24,6,4,3,NA,"Female",NA,NA,"CRI","June"
"16081","no_message","001_first",4,2,6,4,6,4,5,6,6,5,6,6,6,6,6,6,6,6,6,6,4,24,12,24,24,0,2,24,7,1,1,NA,"Male",NA,NA,"COL","June"
"16082","no_message","001_first",6,6,7,5,5,6,6,7,4,5,7,7,1,1,2,1,6,7,6,6,24,24,22,24,24,20,24,22,NA,6,4,NA,"Female",NA,NA,"NOR","June"
"16083","controlling_message","003_first",4,5,2,4,6,6,6,6,6,5,6,6,2,2,2,2,5,4,2,3,24,24,20,24,24,20,23,15,6,4,5,NA,"Male",NA,NA,"FRA","June"
"16084","controlling_message","003_first",4,4,3,4,4,5,5,5,5,5,6,6,3,6,3,3,5,6,5,5,12,2,0,12,24,12,24,24,6,5,5,NA,"Female",NA,NA,"POL","June"
"16085","no_message","003_first",2,2,3,5,6,6,7,5,3,6,7,7,1,1,1,1,3,2,3,7,24,24,2,24,24,24,24,24,4,6,6,NA,"Female",NA,NA,"FRA","June"
"16086","controlling_message","003_first",6,5,6,1,6,7,7,7,2,5,7,7,1,5,1,1,6,6,7,7,24,24,22,22,24,24,24,24,5,3,6,NA,"Female",NA,NA,"TUR","June"
"16087","no_message","001_first",6,5,6,6,4,6,6,6,2,4,7,7,1,1,1,1,6,5,6,6,24,14,0,18,18,18,22,24,7,4,6,NA,"Female",NA,NA,"NOR","June"
"16088","controlling_message","001_first",6,2,1,1,1,7,7,7,4,4,7,7,1,1,1,1,7,1,1,1,24,24,24,24,24,24,24,24,4,4,6,NA,"Other",NA,NA,NA,"June"
"16089","no_message","001_first",6,6,6,6,5,7,7,7,5,6,7,7,1,1,1,1,7,7,7,7,24,24,20,24,20,20,24,24,7,3,7,NA,"Female",NA,NA,"POL","June"
"16090","no_message","003_first",7,1,1,1,5,6,6,6,6,6,6,6,1,2,1,1,4,5,1,1,24,24,24,24,24,24,24,13,7,7,4,NA,"Female",NA,NA,NA,"June"
"16091","controlling_message","003_first",5,6,5,4,4,6,4,6,3,6,6,7,5,5,5,5,5,5,5,5,4,4,NA,8,2,1,16,4,6,2,2,NA,"Male",NA,NA,"PHL","June"
"16092","no_message","003_first",4,4,6,6,1,1,1,1,1,1,3,3,1,1,1,1,3,3,3,3,4,24,0,24,24,0,24,24,5,7,2,NA,"Male",NA,NA,"BGR","June"
"16093","no_message","003_first",7,4,1,1,1,7,1,7,1,1,7,7,1,1,1,5,4,4,4,4,24,24,24,24,24,24,24,24,1,1,7,NA,"Female",NA,NA,"MAR","June"
"16094","controlling_message","003_only",6,6,6,7,7,7,7,7,7,7,7,7,1,5,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Male",NA,NA,"POL","June"
